Year,BA,Scenario,Threshold,Peak_Load,Hours_Above_Threshold,Percent_Above_Threshold
1999,PACE,historic,0.9,6779.6,183.0,2.089041095890411
1999,PACW,historic,0.9,3231.37,52.0,0.593607305936073
1999,PGE,historic,0.9,3313.76,64.0,0.730593607305936
1999,PJM,historic,0.9,165183.57,81.0,0.9246575342465754
1999,PNM,historic,0.9,2211.06,33.0,0.3767123287671233
1999,PSCO,historic,0.9,6250.79,30.0,0.3424657534246575
1999,PSEI,historic,0.9,4901.24,193.0,2.2031963470319638
1999,SC,historic,0.9,4749.82,99.0,1.13013698630137
1999,SCEG,historic,0.9,4853.7,98.0,1.1187214611872145
1999,SCL,historic,0.9,1616.99,157.0,1.7922374429223744
1999,SEC,historic,0.9,281.14,11.0,0.12557077625570776
1999,SOCO,historic,0.9,40098.46,115.0,1.3127853881278537
1999,SPA,historic,0.9,108.65,66.0,0.7534246575342466
1999,SRP,historic,0.9,5215.07,112.0,1.2785388127853883
1999,SWPP,historic,0.9,44871.17,79.0,0.9018264840182649
1999,TAL,historic,0.9,503.67,58.0,0.6621004566210046
1999,TEC,historic,0.9,3564.47,205.0,2.3401826484018264
1999,TEPC,historic,0.9,2415.35,39.0,0.4452054794520548
1999,TIDC,historic,0.9,572.23,29.0,0.3310502283105023
1999,TPWR,historic,0.9,836.2,96.0,1.095890410958904
1999,TVA,historic,0.9,31934.89,61.0,0.6963470319634704
1999,WACM,historic,0.9,3309.82,234.0,2.671232876712329
1999,WALC,historic,0.9,1406.77,66.0,0.7534246575342466
1999,WAUW,historic,0.9,119.32,118.0,1.3470319634703196
2000,AEC,historic,0.9,976.79,13.0,0.14799635701275046
2000,AECI,historic,0.9,4386.14,32.0,0.36429872495446264
2000,AVA,historic,0.9,2049.64,113.0,1.2864298724954462
2000,AZPS,historic,0.9,5633.35,91.0,1.0359744990892532
2000,BANC,historic,0.9,4038.57,21.0,0.23907103825136614
2000,BPAT,historic,0.9,9077.89,92.0,1.0473588342440803
2000,CHPD,historic,0.9,391.12,65.0,0.7399817850637522
2000,CISO,historic,0.9,41483.04,55.0,0.6261384335154827
2000,CPLE,historic,0.9,12615.05,12.0,0.1366120218579235
2000,DOPD,historic,0.9,314.19,84.0,0.9562841530054645
2000,DUK,historic,0.9,17946.16,63.0,0.7172131147540983
2000,EPE,historic,0.9,1417.36,92.0,1.0473588342440803
2000,ERCO,historic,0.9,53448.17,89.0,1.0132058287795993
2000,FMPP,historic,0.9,3078.42,147.0,1.673497267759563
2000,FPC,historic,0.9,9590.96,179.0,2.0377959927140257
2000,FPL,historic,0.9,20736.45,220.0,2.504553734061931
2000,GCPD,historic,0.9,799.93,197.0,2.2427140255009106
2000,GVL,historic,0.9,367.28,110.0,1.2522768670309654
2000,HST,historic,0.9,87.12,611.0,6.955828779599271
2000,IID,historic,0.9,890.56,81.0,0.9221311475409836
2000,IPCO,historic,0.9,3197.3,36.0,0.4098360655737705
2000,ISNE,historic,0.9,26594.63,69.0,0.7855191256830601
2000,JEA,historic,0.9,2570.49,8.0,0.09107468123861566
2000,LDWP,historic,0.9,5661.72,61.0,0.6944444444444444
2000,LGEE,historic,0.9,6456.32,84.0,0.9562841530054645
2000,MISO,historic,0.9,102257.96,225.0,2.5614754098360657
2000,NEVP,historic,0.9,6826.77,107.0,1.2181238615664847
2000,NSB,historic,0.9,82.23,62.0,0.7058287795992715
2000,NWMT,historic,0.9,1401.79,160.0,1.8214936247723135
2000,NYIS,historic,0.9,28191.55,93.0,1.0587431693989071
2000,PACE,historic,0.9,7281.38,91.0,1.0359744990892532
2000,PACW,historic,0.9,3106.79,279.0,3.1762295081967213
2000,PGE,historic,0.9,3401.84,64.0,0.7285974499089253
2000,PJM,historic,0.9,157468.07,73.0,0.8310564663023678
2000,PNM,historic,0.9,2151.86,150.0,1.707650273224044
2000,PSCO,historic,0.9,6261.97,131.0,1.4913479052823315
2000,PSEI,historic,0.9,5117.38,91.0,1.0359744990892532
2000,SC,historic,0.9,5406.2,17.0,0.1935336976320583
2000,SCEG,historic,0.9,5108.91,19.0,0.2163023679417122
2000,SCL,historic,0.9,1578.51,327.0,3.722677595628415
2000,SEC,historic,0.9,286.82,8.0,0.09107468123861566
2000,SOCO,historic,0.9,39517.44,146.0,1.6621129326047357
2000,SPA,historic,0.9,103.61,173.0,1.9694899817850637
2000,SRP,historic,0.9,5458.68,132.0,1.5027322404371584
2000,SWPP,historic,0.9,43645.42,270.0,3.0737704918032787
2000,TAL,historic,0.9,513.15,60.0,0.6830601092896175
2000,TEC,historic,0.9,3651.73,213.0,2.424863387978142
2000,TEPC,historic,0.9,2488.99,83.0,0.9448998178506375
2000,TIDC,historic,0.9,569.57,34.0,0.3870673952641166
2000,TPWR,historic,0.9,846.34,150.0,1.707650273224044
2000,TVA,historic,0.9,30072.95,185.0,2.106102003642987
2000,WACM,historic,0.9,3377.89,281.0,3.198998178506375
2000,WALC,historic,0.9,1425.3,142.0,1.6165755919854279
2000,WAUW,historic,0.9,124.79,55.0,0.6261384335154827
2001,AEC,historic,0.9,1010.58,15.0,0.17123287671232876
2001,AECI,historic,0.9,4700.12,7.0,0.07990867579908677
2001,AVA,historic,0.9,1992.65,201.0,2.2945205479452055
2001,AZPS,historic,0.9,5843.23,35.0,0.3995433789954338
2001,BANC,historic,0.9,4036.78,16.0,0.182648401826484
2001,BPAT,historic,0.9,9108.87,57.0,0.6506849315068494
2001,CHPD,historic,0.9,391.57,33.0,0.3767123287671233
2001,CISO,historic,0.9,43422.35,27.0,0.3082191780821918
2001,CPLE,historic,0.9,10979.97,46.0,0.5251141552511416
2001,DOPD,historic,0.9,302.6,40.0,0.45662100456621
2001,DUK,historic,0.9,18142.7,80.0,0.91324200913242
2001,EPE,historic,0.9,1443.15,84.0,0.9589041095890412
2001,ERCO,historic,0.9,52307.23,201.0,2.2945205479452055
2001,FMPP,historic,0.9,3079.36,304.0,3.4703196347031966
2001,FPC,historic,0.9,9709.0,253.0,2.8881278538812785
2001,FPL,historic,0.9,20845.31,374.0,4.269406392694064
2001,GCPD,historic,0.9,796.53,224.0,2.5570776255707766
2001,GVL,historic,0.9,363.04,152.0,1.7351598173515983
2001,HST,historic,0.9,91.52,401.0,4.577625570776256
2001,IID,historic,0.9,899.13,61.0,0.6963470319634704
2001,IPCO,historic,0.9,3124.71,44.0,0.502283105022831
2001,ISNE,historic,0.9,28035.54,48.0,0.547945205479452
2001,JEA,historic,0.9,2458.15,18.0,0.2054794520547945
2001,LDWP,historic,0.9,5687.37,46.0,0.5251141552511416
2001,LGEE,historic,0.9,6682.67,143.0,1.632420091324201
2001,MISO,historic,0.9,109804.43,164.0,1.872146118721461
2001,NEVP,historic,0.9,7048.12,86.0,0.9817351598173516
2001,NSB,historic,0.9,81.47,169.0,1.9292237442922375
2001,NWMT,historic,0.9,1432.5,73.0,0.8333333333333334
2001,NYIS,historic,0.9,30459.54,58.0,0.6621004566210046
2001,PACE,historic,0.9,7270.55,94.0,1.0730593607305936
2001,PACW,historic,0.9,3256.82,91.0,1.038812785388128
2001,PGE,historic,0.9,3518.32,16.0,0.182648401826484
2001,PJM,historic,0.9,172113.77,47.0,0.5365296803652968
2001,PNM,historic,0.9,2172.53,172.0,1.9634703196347032
2001,PSCO,historic,0.9,6695.29,46.0,0.5251141552511416
2001,PSEI,historic,0.9,4890.96,229.0,2.6141552511415527
2001,SC,historic,0.9,4780.33,68.0,0.776255707762557
2001,SCEG,historic,0.9,4725.48,138.0,1.5753424657534247
2001,SCL,historic,0.9,1592.29,190.0,2.1689497716894977
2001,SEC,historic,0.9,294.48,22.0,0.2511415525114155
2001,SOCO,historic,0.9,39350.93,164.0,1.872146118721461
2001,SPA,historic,0.9,118.16,21.0,0.2397260273972603
2001,SRP,historic,0.9,5702.76,45.0,0.5136986301369862
2001,SWPP,historic,0.9,46031.68,149.0,1.7009132420091322
2001,TAL,historic,0.9,476.82,206.0,2.3515981735159817
2001,TEC,historic,0.9,3718.53,264.0,3.0136986301369864
2001,TEPC,historic,0.9,2545.34,42.0,0.4794520547945206
2001,TIDC,historic,0.9,595.54,11.0,0.12557077625570776
2001,TPWR,historic,0.9,816.7,237.0,2.7054794520547945
2001,TVA,historic,0.9,32087.19,51.0,0.5821917808219178
2001,WACM,historic,0.9,3556.76,176.0,2.009132420091324
2001,WALC,historic,0.9,1441.11,167.0,1.906392694063927
2001,WAUW,historic,0.9,127.69,42.0,0.4794520547945206
2002,AEC,historic,0.9,1030.42,6.0,0.0684931506849315
2002,AECI,historic,0.9,3945.83,62.0,0.7077625570776256
2002,AVA,historic,0.9,2016.48,101.0,1.1529680365296804
2002,AZPS,historic,0.9,5958.15,89.0,1.0159817351598175
2002,BANC,historic,0.9,4132.33,14.0,0.15981735159817353
2002,BPAT,historic,0.9,9369.47,41.0,0.46803652968036524
2002,CHPD,historic,0.9,418.15,23.0,0.2625570776255708
2002,CISO,historic,0.9,42751.83,48.0,0.547945205479452
2002,CPLE,historic,0.9,11085.75,72.0,0.821917808219178
2002,DOPD,historic,0.9,315.44,19.0,0.2168949771689498
2002,DUK,historic,0.9,18420.76,125.0,1.4269406392694064
2002,EPE,historic,0.9,1540.14,81.0,0.9246575342465754
2002,ERCO,historic,0.9,53320.84,71.0,0.8105022831050228
2002,FMPP,historic,0.9,3076.22,309.0,3.5273972602739727
2002,FPC,historic,0.9,9738.57,231.0,2.636986301369863
2002,FPL,historic,0.9,21260.03,289.0,3.299086757990868
2002,GCPD,historic,0.9,820.05,109.0,1.2442922374429224
2002,GVL,historic,0.9,385.24,51.0,0.5821917808219178
2002,HST,historic,0.9,91.42,523.0,5.970319634703197
2002,IID,historic,0.9,936.4,33.0,0.3767123287671233
2002,IPCO,historic,0.9,3270.42,62.0,0.7077625570776256
2002,ISNE,historic,0.9,28405.54,116.0,1.3242009132420092
2002,JEA,historic,0.9,2483.46,49.0,0.5593607305936072
2002,LDWP,historic,0.9,5674.24,54.0,0.6164383561643836
2002,LGEE,historic,0.9,6781.41,107.0,1.221461187214612
2002,MISO,historic,0.9,107850.7,259.0,2.9566210045662102
2002,NEVP,historic,0.9,7565.83,89.0,1.0159817351598175
2002,NSB,historic,0.9,82.73,119.0,1.3584474885844748
2002,NWMT,historic,0.9,1436.75,124.0,1.4155251141552512
2002,NYIS,historic,0.9,31242.01,79.0,0.9018264840182649
2002,PACE,historic,0.9,7529.85,118.0,1.3470319634703196
2002,PACW,historic,0.9,3400.03,54.0,0.6164383561643836
2002,PGE,historic,0.9,3603.7,32.0,0.365296803652968
2002,PJM,historic,0.9,167333.47,161.0,1.8378995433789953
2002,PNM,historic,0.9,2363.82,79.0,0.9018264840182649
2002,PSCO,historic,0.9,6935.4,68.0,0.776255707762557
2002,PSEI,historic,0.9,5005.07,125.0,1.4269406392694064
2002,SC,historic,0.9,5252.85,16.0,0.182648401826484
2002,SCEG,historic,0.9,5040.8,70.0,0.7990867579908676
2002,SCL,historic,0.9,1642.74,124.0,1.4155251141552512
2002,SEC,historic,0.9,272.65,26.0,0.2968036529680365
2002,SOCO,historic,0.9,40244.24,184.0,2.1004566210045663
2002,SPA,historic,0.9,106.01,221.0,2.5228310502283104
2002,SRP,historic,0.9,5755.6,137.0,1.5639269406392695
2002,SWPP,historic,0.9,45574.0,161.0,1.8378995433789953
2002,TAL,historic,0.9,525.07,44.0,0.502283105022831
2002,TEC,historic,0.9,3721.14,276.0,3.1506849315068495
2002,TEPC,historic,0.9,2754.34,43.0,0.4908675799086758
2002,TIDC,historic,0.9,587.77,31.0,0.3538812785388128
2002,TPWR,historic,0.9,845.53,90.0,1.0273972602739725
2002,TVA,historic,0.9,30668.64,190.0,2.1689497716894977
2002,WACM,historic,0.9,3650.42,169.0,1.9292237442922375
2002,WALC,historic,0.9,1487.21,229.0,2.6141552511415527
2002,WAUW,historic,0.9,134.02,37.0,0.4223744292237443
2003,AEC,historic,0.9,1311.2,4.0,0.045662100456621
2003,AECI,historic,0.9,4428.34,27.0,0.3082191780821918
2003,AVA,historic,0.9,1972.45,134.0,1.5296803652968036
2003,AZPS,historic,0.9,6513.39,45.0,0.5136986301369862
2003,BANC,historic,0.9,3903.77,51.0,0.5821917808219178
2003,BPAT,historic,0.9,9103.63,44.0,0.502283105022831
2003,CHPD,historic,0.9,392.68,23.0,0.2625570776255708
2003,CISO,historic,0.9,42768.52,83.0,0.9474885844748858
2003,CPLE,historic,0.9,12473.41,18.0,0.2054794520547945
2003,DOPD,historic,0.9,299.23,41.0,0.46803652968036524
2003,DUK,historic,0.9,20341.11,9.0,0.10273972602739725
2003,EPE,historic,0.9,1556.24,82.0,0.9360730593607305
2003,ERCO,historic,0.9,57043.17,51.0,0.5821917808219178
2003,FMPP,historic,0.9,3320.07,60.0,0.684931506849315
2003,FPC,historic,0.9,11638.46,4.0,0.045662100456621
2003,FPL,historic,0.9,21408.0,353.0,4.029680365296804
2003,GCPD,historic,0.9,813.28,163.0,1.860730593607306
2003,GVL,historic,0.9,379.18,75.0,0.8561643835616438
2003,HST,historic,0.9,93.71,461.0,5.262557077625571
2003,IID,historic,0.9,948.6,52.0,0.593607305936073
2003,IPCO,historic,0.9,3386.53,72.0,0.821917808219178
2003,ISNE,historic,0.9,27591.03,98.0,1.1187214611872145
2003,JEA,historic,0.9,2954.84,5.0,0.05707762557077625
2003,LDWP,historic,0.9,5758.52,82.0,0.9360730593607305
2003,LGEE,historic,0.9,7013.29,68.0,0.776255707762557
2003,MISO,historic,0.9,110203.09,190.0,2.1689497716894977
2003,NEVP,historic,0.9,7649.44,87.0,0.9931506849315069
2003,NSB,historic,0.9,89.62,4.0,0.045662100456621
2003,NWMT,historic,0.9,1459.51,167.0,1.906392694063927
2003,NYIS,historic,0.9,29606.86,82.0,0.9360730593607305
2003,PACE,historic,0.9,7779.97,161.0,1.8378995433789953
2003,PACW,historic,0.9,3224.93,174.0,1.9863013698630139
2003,PGE,historic,0.9,3555.52,62.0,0.7077625570776256
2003,PJM,historic,0.9,166951.92,99.0,1.13013698630137
2003,PNM,historic,0.9,2477.57,97.0,1.1073059360730595
2003,PSCO,historic,0.9,7234.31,68.0,0.776255707762557
2003,PSEI,historic,0.9,4920.15,112.0,1.2785388127853883
2003,SC,historic,0.9,5682.1,7.0,0.07990867579908677
2003,SCEG,historic,0.9,5433.6,7.0,0.07990867579908677
2003,SCL,historic,0.9,1547.47,241.0,2.7511415525114153
2003,SEC,historic,0.9,345.95,7.0,0.07990867579908677
2003,SOCO,historic,0.9,46715.09,6.0,0.0684931506849315
2003,SPA,historic,0.9,115.38,81.0,0.9246575342465754
2003,SRP,historic,0.9,6266.97,67.0,0.7648401826484018
2003,SWPP,historic,0.9,48668.71,112.0,1.2785388127853883
2003,TAL,historic,0.9,597.76,5.0,0.05707762557077625
2003,TEC,historic,0.9,4082.05,46.0,0.5251141552511416
2003,TEPC,historic,0.9,2882.35,43.0,0.4908675799086758
2003,TIDC,historic,0.9,574.85,70.0,0.7990867579908676
2003,TPWR,historic,0.9,820.14,127.0,1.4497716894977168
2003,TVA,historic,0.9,37137.28,9.0,0.10273972602739725
2003,WACM,historic,0.9,3792.52,159.0,1.8150684931506849
2003,WALC,historic,0.9,1494.49,203.0,2.317351598173516
2003,WAUW,historic,0.9,132.23,86.0,0.9817351598173516
2004,AEC,historic,0.9,1002.6,21.0,0.23907103825136614
2004,AECI,historic,0.9,4538.83,25.0,0.2846083788706739
2004,AVA,historic,0.9,2431.17,23.0,0.26183970856102007
2004,AZPS,historic,0.9,6217.83,83.0,0.9448998178506375
2004,BANC,historic,0.9,3807.45,43.0,0.48952641165755917
2004,BPAT,historic,0.9,10773.24,30.0,0.34153005464480873
2004,CHPD,historic,0.9,499.73,39.0,0.44398907103825136
2004,CISO,historic,0.9,42565.05,70.0,0.7969034608378871
2004,CPLE,historic,0.9,11686.83,35.0,0.39845173041894355
2004,DOPD,historic,0.9,384.72,31.0,0.35291438979963574
2004,DUK,historic,0.9,18513.44,113.0,1.2864298724954462
2004,EPE,historic,0.9,1584.5,62.0,0.7058287795992715
2004,ERCO,historic,0.9,54587.49,110.0,1.2522768670309654
2004,FMPP,historic,0.9,3418.5,186.0,2.1174863387978142
2004,FPC,historic,0.9,10875.27,135.0,1.5368852459016393
2004,FPL,historic,0.9,23058.23,265.0,3.0168488160291442
2004,GCPD,historic,0.9,794.25,313.0,3.563296903460838
2004,GVL,historic,0.9,407.07,105.0,1.1953551912568305
2004,HST,historic,0.9,99.87,411.0,4.67896174863388
2004,IID,historic,0.9,915.33,90.0,1.0245901639344261
2004,IPCO,historic,0.9,3267.04,41.0,0.4667577413479053
2004,ISNE,historic,0.9,27529.5,89.0,1.0132058287795993
2004,JEA,historic,0.9,2457.75,204.0,2.3224043715846996
2004,LDWP,historic,0.9,5749.46,75.0,0.853825136612022
2004,LGEE,historic,0.9,6869.14,112.0,1.2750455373406193
2004,MISO,historic,0.9,112679.37,128.0,1.4571948998178506
2004,NEVP,historic,0.9,7705.04,74.0,0.8424408014571949
2004,NSB,historic,0.9,89.47,114.0,1.2978142076502732
2004,NWMT,historic,0.9,1474.15,129.0,1.4685792349726776
2004,NYIS,historic,0.9,28072.07,167.0,1.9011839708561022
2004,PACE,historic,0.9,7723.38,101.0,1.1498178506375227
2004,PACW,historic,0.9,3696.65,22.0,0.25045537340619306
2004,PGE,historic,0.9,3843.67,42.0,0.47814207650273227
2004,PJM,historic,0.9,161120.64,154.0,1.7531876138433518
2004,PNM,historic,0.9,2393.07,132.0,1.5027322404371584
2004,PSCO,historic,0.9,6993.89,71.0,0.8082877959927139
2004,PSEI,historic,0.9,5602.1,35.0,0.39845173041894355
2004,SC,historic,0.9,4996.54,85.0,0.9676684881602914
2004,SCEG,historic,0.9,5108.08,68.0,0.7741347905282332
2004,SCL,historic,0.9,1843.54,31.0,0.35291438979963574
2004,SEC,historic,0.9,282.48,6.0,0.06830601092896176
2004,SOCO,historic,0.9,41978.02,135.0,1.5368852459016393
2004,SPA,historic,0.9,118.64,60.0,0.6830601092896175
2004,SRP,historic,0.9,6039.8,123.0,1.400273224043716
2004,SWPP,historic,0.9,46964.03,92.0,1.0473588342440803
2004,TAL,historic,0.9,535.26,151.0,1.7190346083788708
2004,TEC,historic,0.9,4086.86,228.0,2.5956284153005464
2004,TEPC,historic,0.9,2740.67,91.0,1.0359744990892532
2004,TIDC,historic,0.9,547.51,105.0,1.1953551912568305
2004,TPWR,historic,0.9,945.97,40.0,0.45537340619307837
2004,TVA,historic,0.9,31997.34,111.0,1.2636612021857925
2004,WACM,historic,0.9,3764.66,162.0,1.8442622950819672
2004,WALC,historic,0.9,1468.26,411.0,4.67896174863388
2004,WAUW,historic,0.9,131.6,70.0,0.7969034608378871
2005,AEC,historic,0.9,1133.72,5.0,0.05707762557077625
2005,AECI,historic,0.9,4266.64,75.0,0.8561643835616438
2005,AVA,historic,0.9,2150.04,78.0,0.8904109589041096
2005,AZPS,historic,0.9,7141.58,18.0,0.2054794520547945
2005,BANC,historic,0.9,4033.32,58.0,0.6621004566210046
2005,BPAT,historic,0.9,9582.92,64.0,0.730593607305936
2005,CHPD,historic,0.9,438.56,41.0,0.46803652968036524
2005,CISO,historic,0.9,44403.76,102.0,1.1643835616438356
2005,CPLE,historic,0.9,12642.28,27.0,0.3082191780821918
2005,DOPD,historic,0.9,346.4,26.0,0.2968036529680365
2005,DUK,historic,0.9,20475.58,42.0,0.4794520547945206
2005,EPE,historic,0.9,1637.71,67.0,0.7648401826484018
2005,ERCO,historic,0.9,55005.77,306.0,3.493150684931507
2005,FMPP,historic,0.9,3477.27,264.0,3.0136986301369864
2005,FPC,historic,0.9,11174.91,151.0,1.7237442922374429
2005,FPL,historic,0.9,23756.46,299.0,3.41324200913242
2005,GCPD,historic,0.9,782.65,248.0,2.8310502283105023
2005,GVL,historic,0.9,411.83,132.0,1.5068493150684932
2005,HST,historic,0.9,102.78,424.0,4.840182648401827
2005,IID,historic,0.9,998.3,56.0,0.6392694063926941
2005,IPCO,historic,0.9,3359.17,64.0,0.730593607305936
2005,ISNE,historic,0.9,29323.77,70.0,0.7990867579908676
2005,JEA,historic,0.9,2880.57,5.0,0.05707762557077625
2005,LDWP,historic,0.9,6445.0,18.0,0.2054794520547945
2005,LGEE,historic,0.9,7172.25,104.0,1.187214611872146
2005,MISO,historic,0.9,115606.5,234.0,2.671232876712329
2005,NEVP,historic,0.9,8440.72,66.0,0.7534246575342466
2005,NSB,historic,0.9,92.07,157.0,1.7922374429223744
2005,NWMT,historic,0.9,1425.94,368.0,4.200913242009133
2005,NYIS,historic,0.9,30676.36,151.0,1.7237442922374429
2005,PACE,historic,0.9,8167.76,86.0,0.9817351598173516
2005,PACW,historic,0.9,3446.58,102.0,1.1643835616438356
2005,PGE,historic,0.9,3619.32,68.0,0.776255707762557
2005,PJM,historic,0.9,173584.39,134.0,1.5296803652968036
2005,PNM,historic,0.9,2530.87,105.0,1.1986301369863013
2005,PSCO,historic,0.9,7556.54,50.0,0.5707762557077625
2005,PSEI,historic,0.9,5052.23,146.0,1.6666666666666667
2005,SC,historic,0.9,5679.8,15.0,0.17123287671232876
2005,SCEG,historic,0.9,5391.82,45.0,0.5136986301369862
2005,SCL,historic,0.9,1638.69,127.0,1.4497716894977168
2005,SEC,historic,0.9,328.31,8.0,0.091324200913242
2005,SOCO,historic,0.9,43385.48,188.0,2.146118721461187
2005,SPA,historic,0.9,113.53,170.0,1.9406392694063925
2005,SRP,historic,0.9,6854.57,32.0,0.365296803652968
2005,SWPP,historic,0.9,50314.47,68.0,0.776255707762557
2005,TAL,historic,0.9,551.16,175.0,1.9977168949771689
2005,TEC,historic,0.9,4276.06,169.0,1.9292237442922375
2005,TEPC,historic,0.9,3032.82,44.0,0.502283105022831
2005,TIDC,historic,0.9,591.38,87.0,0.9931506849315069
2005,TPWR,historic,0.9,861.75,103.0,1.1757990867579908
2005,TVA,historic,0.9,33332.97,133.0,1.5182648401826484
2005,WACM,historic,0.9,3991.01,122.0,1.3926940639269407
2005,WALC,historic,0.9,1575.13,120.0,1.36986301369863
2005,WAUW,historic,0.9,132.07,48.0,0.547945205479452
2006,AEC,historic,0.9,984.84,110.0,1.2557077625570776
2006,AECI,historic,0.9,4630.49,58.0,0.6621004566210046
2006,AVA,historic,0.9,2217.68,17.0,0.19406392694063926
2006,AZPS,historic,0.9,6693.12,73.0,0.8333333333333334
2006,BANC,historic,0.9,4599.37,21.0,0.2397260273972603
2006,BPAT,historic,0.9,9646.61,33.0,0.3767123287671233
2006,CHPD,historic,0.9,428.52,18.0,0.2054794520547945
2006,CISO,historic,0.9,49535.6,19.0,0.2168949771689498
2006,CPLE,historic,0.9,11940.0,102.0,1.1643835616438356
2006,DOPD,historic,0.9,334.67,9.0,0.10273972602739725
2006,DUK,historic,0.9,19757.99,156.0,1.7808219178082192
2006,EPE,historic,0.9,1629.67,96.0,1.095890410958904
2006,ERCO,historic,0.9,57397.91,158.0,1.8036529680365299
2006,FMPP,historic,0.9,3469.68,199.0,2.271689497716895
2006,FPC,historic,0.9,11051.39,153.0,1.7465753424657535
2006,FPL,historic,0.9,23817.59,174.0,1.9863013698630139
2006,GCPD,historic,0.9,828.36,102.0,1.1643835616438356
2006,GVL,historic,0.9,416.02,117.0,1.3356164383561644
2006,HST,historic,0.9,100.63,480.0,5.47945205479452
2006,IID,historic,0.9,1001.22,38.0,0.4337899543378996
2006,IPCO,historic,0.9,3252.68,114.0,1.3013698630136987
2006,ISNE,historic,0.9,30845.67,38.0,0.4337899543378996
2006,JEA,historic,0.9,2660.91,78.0,0.8904109589041096
2006,LDWP,historic,0.9,6602.14,18.0,0.2054794520547945
2006,LGEE,historic,0.9,7573.4,104.0,1.187214611872146
2006,MISO,historic,0.9,120477.98,119.0,1.3584474885844748
2006,NEVP,historic,0.9,7968.22,103.0,1.1757990867579908
2006,NSB,historic,0.9,93.03,97.0,1.1073059360730595
2006,NWMT,historic,0.9,1458.19,155.0,1.7694063926940637
2006,NYIS,historic,0.9,33114.78,43.0,0.4908675799086758
2006,PACE,historic,0.9,8247.25,117.0,1.3356164383561644
2006,PACW,historic,0.9,3469.91,62.0,0.7077625570776256
2006,PGE,historic,0.9,3959.33,22.0,0.2511415525114155
2006,PJM,historic,0.9,190748.77,38.0,0.4337899543378996
2006,PNM,historic,0.9,2556.32,117.0,1.3356164383561644
2006,PSCO,historic,0.9,7625.91,36.0,0.410958904109589
2006,PSEI,historic,0.9,5335.71,18.0,0.2054794520547945
2006,SC,historic,0.9,5093.1,235.0,2.682648401826484
2006,SCEG,historic,0.9,5236.53,209.0,2.3858447488584478
2006,SCL,historic,0.9,1631.17,46.0,0.5251141552511416
2006,SEC,historic,0.9,274.54,81.0,0.9246575342465754
2006,SOCO,historic,0.9,45417.65,173.0,1.9748858447488586
2006,SPA,historic,0.9,115.63,136.0,1.552511415525114
2006,SRP,historic,0.9,6499.62,83.0,0.9474885844748858
2006,SWPP,historic,0.9,53586.17,95.0,1.0844748858447488
2006,TAL,historic,0.9,567.93,143.0,1.632420091324201
2006,TEC,historic,0.9,4191.52,210.0,2.3972602739726026
2006,TEPC,historic,0.9,2992.34,51.0,0.5821917808219178
2006,TIDC,historic,0.9,648.12,30.0,0.3424657534246575
2006,TPWR,historic,0.9,870.86,43.0,0.4908675799086758
2006,TVA,historic,0.9,34502.32,140.0,1.5981735159817352
2006,WACM,historic,0.9,4105.53,113.0,1.2899543378995433
2006,WALC,historic,0.9,1515.56,239.0,2.7283105022831053
2006,WAUW,historic,0.9,134.08,74.0,0.8447488584474886
2007,AEC,historic,0.9,1135.21,6.0,0.0684931506849315
2007,AECI,historic,0.9,5010.32,11.0,0.12557077625570776
2007,AVA,historic,0.9,2169.95,54.0,0.6164383561643836
2007,AZPS,historic,0.9,6647.96,79.0,0.9018264840182649
2007,BANC,historic,0.9,4203.41,27.0,0.3082191780821918
2007,BPAT,historic,0.9,10304.77,18.0,0.2054794520547945
2007,CHPD,historic,0.9,458.07,20.0,0.228310502283105
2007,CISO,historic,0.9,45959.63,38.0,0.4337899543378996
2007,CPLE,historic,0.9,12374.26,58.0,0.6621004566210046
2007,DOPD,historic,0.9,345.89,29.0,0.3310502283105023
2007,DUK,historic,0.9,20823.45,75.0,0.8561643835616438
2007,EPE,historic,0.9,1685.92,51.0,0.5821917808219178
2007,ERCO,historic,0.9,57327.61,34.0,0.3881278538812785
2007,FMPP,historic,0.9,3519.49,182.0,2.077625570776256
2007,FPC,historic,0.9,11183.69,146.0,1.6666666666666667
2007,FPL,historic,0.9,24010.74,198.0,2.26027397260274
2007,GCPD,historic,0.9,827.56,133.0,1.5182648401826484
2007,GVL,historic,0.9,425.66,68.0,0.776255707762557
2007,HST,historic,0.9,101.85,434.0,4.954337899543379
2007,IID,historic,0.9,950.67,119.0,1.3584474885844748
2007,IPCO,historic,0.9,3325.43,147.0,1.678082191780822
2007,ISNE,historic,0.9,28649.32,50.0,0.5707762557077625
2007,JEA,historic,0.9,2634.7,79.0,0.9018264840182649
2007,LDWP,historic,0.9,6460.3,20.0,0.228310502283105
2007,LGEE,historic,0.9,7574.04,86.0,0.9817351598173516
2007,MISO,historic,0.9,117809.52,159.0,1.8150684931506849
2007,NEVP,historic,0.9,8482.53,26.0,0.2968036529680365
2007,NSB,historic,0.9,94.09,92.0,1.0502283105022832
2007,NWMT,historic,0.9,1502.01,153.0,1.7465753424657535
2007,NYIS,historic,0.9,30550.66,80.0,0.91324200913242
2007,PACE,historic,0.9,8185.89,219.0,2.5
2007,PACW,historic,0.9,3688.06,13.0,0.14840182648401826
2007,PGE,historic,0.9,3689.2,17.0,0.19406392694063926
2007,PJM,historic,0.9,179182.93,74.0,0.8447488584474886
2007,PNM,historic,0.9,2555.75,152.0,1.7351598173515983
