Year,State_FIPS,State_Name,County_FIPS,County_Name,BA_Number,BA_Code
2019,53000,Washington,53033,King County,3413.0,CHPD
2019,53000,Washington,53037,Kittitas County,3413.0,CHPD
2019,53000,Washington,53047,Okanogan County,3413.0,CHPD
2019,2000,Alaska,2020,Anchorage Municipality,3522.0,CEA
2019,2000,Alaska,2122,Kenai Peninsula Borough,3522.0,CEA
2019,53000,Washington,53017,Douglas County,5326.0,DOPD
2019,53000,Washington,53047,Okanogan County,5326.0,DOPD
2019,13000,Georgia,13241,Rabun County,5416.0,DUK
2019,37000,North Carolina,37001,Alamance County,5416.0,DUK
2019,37000,North Carolina,37003,Alexander County,5416.0,DUK
2019,37000,North Carolina,37005,Alleghany County,5416.0,DUK
2019,37000,North Carolina,37007,Anson County,5416.0,DUK
2019,37000,North Carolina,37009,Ashe County,5416.0,DUK
2019,37000,North Carolina,37011,Avery County,5416.0,DUK
2019,37000,North Carolina,37021,Buncombe County,5416.0,DUK
2019,37000,North Carolina,37023,Burke County,5416.0,DUK
2019,37000,North Carolina,37025,Cabarrus County,5416.0,DUK
2019,37000,North Carolina,37027,Caldwell County,5416.0,DUK
2019,37000,North Carolina,37033,Caswell County,5416.0,DUK
2019,37000,North Carolina,37035,Catawba County,5416.0,DUK
2019,37000,North Carolina,37037,Chatham County,5416.0,DUK
2019,37000,North Carolina,37039,Cherokee County,5416.0,DUK
2019,37000,North Carolina,37043,Clay County,5416.0,DUK
2019,37000,North Carolina,37045,Cleveland County,5416.0,DUK
2019,37000,North Carolina,37057,Davidson County,5416.0,DUK
2019,37000,North Carolina,37059,Davie County,5416.0,DUK
2019,37000,North Carolina,37063,Durham County,5416.0,DUK
2019,37000,North Carolina,37067,Forsyth County,5416.0,DUK
2019,37000,North Carolina,37071,Gaston County,5416.0,DUK
2019,37000,North Carolina,37075,Graham County,5416.0,DUK
2019,37000,North Carolina,37077,Granville County,5416.0,DUK
2019,37000,North Carolina,37081,Guilford County,5416.0,DUK
2019,37000,North Carolina,37087,Haywood County,5416.0,DUK
2019,37000,North Carolina,37089,Henderson County,5416.0,DUK
2019,37000,North Carolina,37097,Iredell County,5416.0,DUK
2019,37000,North Carolina,37099,Jackson County,5416.0,DUK
2019,37000,North Carolina,37109,Lincoln County,5416.0,DUK
2019,37000,North Carolina,37111,McDowell County,5416.0,DUK
2019,37000,North Carolina,37113,Macon County,5416.0,DUK
2019,37000,North Carolina,37115,Madison County,5416.0,DUK
2019,37000,North Carolina,37119,Mecklenburg County,5416.0,DUK
2019,37000,North Carolina,37121,Mitchell County,5416.0,DUK
2019,37000,North Carolina,37123,Montgomery County,5416.0,DUK
2019,37000,North Carolina,37135,Orange County,5416.0,DUK
2019,37000,North Carolina,37145,Person County,5416.0,DUK
2019,37000,North Carolina,37149,Polk County,5416.0,DUK
2019,37000,North Carolina,37151,Randolph County,5416.0,DUK
2019,37000,North Carolina,37157,Rockingham County,5416.0,DUK
2019,37000,North Carolina,37159,Rowan County,5416.0,DUK
2019,37000,North Carolina,37161,Rutherford County,5416.0,DUK
2019,37000,North Carolina,37167,Stanly County,5416.0,DUK
2019,37000,North Carolina,37169,Stokes County,5416.0,DUK
2019,37000,North Carolina,37171,Surry County,5416.0,DUK
2019,37000,North Carolina,37173,Swain County,5416.0,DUK
2019,37000,North Carolina,37175,Transylvania County,5416.0,DUK
2019,37000,North Carolina,37179,Union County,5416.0,DUK
2019,37000,North Carolina,37183,Wake County,5416.0,DUK
2019,37000,North Carolina,37189,Watauga County,5416.0,DUK
2019,37000,North Carolina,37193,Wilkes County,5416.0,DUK
2019,37000,North Carolina,37197,Yadkin County,5416.0,DUK
2019,45000,South Carolina,45001,Abbeville County,5416.0,DUK
2019,45000,South Carolina,45007,Anderson County,5416.0,DUK
2019,45000,South Carolina,45021,Cherokee County,5416.0,DUK
2019,45000,South Carolina,45023,Chester County,5416.0,DUK
2019,45000,South Carolina,45037,Edgefield County,5416.0,DUK
2019,45000,South Carolina,45039,Fairfield County,5416.0,DUK
2019,45000,South Carolina,45045,Greenville County,5416.0,DUK
2019,45000,South Carolina,45047,Greenwood County,5416.0,DUK
2019,45000,South Carolina,45055,Kershaw County,5416.0,DUK
2019,45000,South Carolina,45057,Lancaster County,5416.0,DUK
2019,45000,South Carolina,45059,Laurens County,5416.0,DUK
2019,45000,South Carolina,45065,McCormick County,5416.0,DUK
2019,45000,South Carolina,45071,Newberry County,5416.0,DUK
2019,45000,South Carolina,45073,Oconee County,5416.0,DUK
2019,45000,South Carolina,45077,Pickens County,5416.0,DUK
2019,45000,South Carolina,45081,Saluda County,5416.0,DUK
