Scenario,Year,BA,Total_Load_TWh,Peak_Load_MWh,Total_Load_Normalized,Peak_Load_Normalized
rcp45hotter_ssp3,2098.0,AECI,31.55487807,6974.88,1.487,1.289
rcp45hotter_ssp3,2098.0,AVA,20.66815388,3943.25,1.568,1.616
rcp45hotter_ssp3,2098.0,AZPS,48.09593441,11916.44,1.461,1.522
rcp45hotter_ssp3,2098.0,BANC,39.03989714,9630.07,2.108,2.187
rcp45hotter_ssp3,2098.0,BPAT,93.70949278,16488.3,1.55,1.519
rcp45hotter_ssp3,2098.0,CHPD,3.03243711,698.55,1.502,1.43
rcp45hotter_ssp3,2098.0,CISO,515.94210201,112661.45,2.093,2.35
rcp45hotter_ssp3,2098.0,CPLE,70.9781427,14928.95,1.19,1.22
rcp45hotter_ssp3,2098.0,DOPD,2.7186334,533.97,1.514,1.415
rcp45hotter_ssp3,2098.0,DUK,125.10413812,24143.2,1.189,1.24
rcp45hotter_ssp3,2098.0,EPE,18.70731111,4270.95,2.303,2.369
rcp45hotter_ssp3,2098.0,ERCO,746.43561133,157862.86,2.266,2.391
rcp45hotter_ssp3,2098.0,FMPP,27.02631697,5181.9,1.366,1.359
rcp45hotter_ssp3,2098.0,FPC,81.57500098999999,16545.74,1.383,1.362
rcp45hotter_ssp3,2098.0,FPL,187.64122167,34840.26,1.369,1.343
rcp45hotter_ssp3,2098.0,GCPD,8.7940031,1542.67,1.542,1.71
rcp45hotter_ssp3,2098.0,GVL,3.00452269,624.56,1.383,1.362
rcp45hotter_ssp3,2098.0,HST,0.84128979,146.72,1.371,1.333
rcp45hotter_ssp3,2098.0,IID,8.59325914,2353.25,2.243,2.184
rcp45hotter_ssp3,2098.0,IPCO,29.910366760000002,6629.07,1.732,1.822
rcp45hotter_ssp3,2098.0,ISNE,254.97788085,51276.55,1.779,1.851
rcp45hotter_ssp3,2098.0,JEA,19.43493538,3940.71,1.37,1.405
rcp45hotter_ssp3,2098.0,LDWP,65.53093656,15853.8,2.155,2.369
rcp45hotter_ssp3,2098.0,LGEE,28.41361123,5570.54,0.906,0.892
rcp45hotter_ssp3,2098.0,MISO,1292.00447178,230671.49,1.912,1.939
rcp45hotter_ssp3,2098.0,NEVP,72.32980383,16424.29,1.739,1.821
rcp45hotter_ssp3,2098.0,NSB,0.6329107700000001,141.16,1.397,1.419
rcp45hotter_ssp3,2098.0,NWMT,15.814157880000002,2730.26,1.648,1.79
rcp45hotter_ssp3,2098.0,NYIS,311.61128406,65433.34,1.892,2.09
rcp45hotter_ssp3,2098.0,PACE,98.07307405,18030.28,1.842,1.972
rcp45hotter_ssp3,2098.0,PACW,36.2727202,6283.57,1.632,1.686
rcp45hotter_ssp3,2098.0,PGE,34.501414149999995,6872.96,1.603,1.785
rcp45hotter_ssp3,2098.0,PJM,1342.15427967,271031.72,1.595,1.593
rcp45hotter_ssp3,2098.0,PNM,31.99690568,6276.15,2.137,2.305
rcp45hotter_ssp3,2098.0,PSCO,103.98631506,21239.02,2.403,2.568
rcp45hotter_ssp3,2098.0,PSEI,50.6704607,8827.55,1.534,1.534
rcp45hotter_ssp3,2098.0,SC,35.16745838,6813.51,1.313,1.362
rcp45hotter_ssp3,2098.0,SCEG,36.51219661,6843.93,1.317,1.308
rcp45hotter_ssp3,2098.0,SCL,16.6699843,2873.5,1.534,1.557
rcp45hotter_ssp3,2098.0,SEC,2.01924019,431.81,1.344,1.388
rcp45hotter_ssp3,2098.0,SOCO,341.37374335000004,64396.37,1.469,1.462
rcp45hotter_ssp3,2098.0,SPA,0.87481497,155.66,1.326,1.235
rcp45hotter_ssp3,2098.0,SRP,46.0641464,11329.54,1.459,1.522
rcp45hotter_ssp3,2098.0,SWPP,458.06583575,92231.43,1.676,1.813
rcp45hotter_ssp3,2098.0,TAL,4.09012735,841.51,1.356,1.391
rcp45hotter_ssp3,2098.0,TEC,32.516150429999996,6139.75,1.371,1.361
rcp45hotter_ssp3,2098.0,TEPC,21.933578079999997,5196.26,1.453,1.53
rcp45hotter_ssp3,2098.0,TIDC,5.990574110000001,1398.55,2.097,2.205
rcp45hotter_ssp3,2098.0,TPWR,8.2294676,1484.91,1.515,1.543
rcp45hotter_ssp3,2098.0,TVA,233.82506171,44107.0,1.369,1.354
rcp45hotter_ssp3,2098.0,WACM,61.03193983,10262.65,2.224,2.428
rcp45hotter_ssp3,2098.0,WALC,17.45008338,3197.71,1.804,1.851
rcp45hotter_ssp3,2098.0,WAUW,1.36709375,277.47,1.79,2.0
rcp45hotter_ssp3,2099.0,AEC,7.42217755,1629.95,1.551,1.594
rcp45hotter_ssp3,2099.0,AECI,31.003091129999998,7066.03,1.461,1.305
rcp45hotter_ssp3,2099.0,AVA,21.01371752,3689.61,1.594,1.512
rcp45hotter_ssp3,2099.0,AZPS,48.08513808,11971.51,1.461,1.529
rcp45hotter_ssp3,2099.0,BANC,39.809684700000005,9618.01,2.15,2.184
rcp45hotter_ssp3,2099.0,BPAT,94.92137898,16490.16,1.57,1.519
rcp45hotter_ssp3,2099.0,CHPD,3.06175108,720.39,1.516,1.475
rcp45hotter_ssp3,2099.0,CISO,522.00135063,103742.34,2.118,2.164
rcp45hotter_ssp3,2099.0,CPLE,71.14770189000001,14782.99,1.192,1.208
rcp45hotter_ssp3,2099.0,DOPD,2.74897722,528.18,1.531,1.4
rcp45hotter_ssp3,2099.0,DUK,125.98154790000001,25504.98,1.198,1.31
rcp45hotter_ssp3,2099.0,EPE,19.06020586,4388.79,2.346,2.434
rcp45hotter_ssp3,2099.0,ERCO,759.67707777,159133.1,2.306,2.41
rcp45hotter_ssp3,2099.0,FMPP,27.08502362,5102.2,1.369,1.338
rcp45hotter_ssp3,2099.0,FPC,81.44523507,16584.99,1.381,1.365
rcp45hotter_ssp3,2099.0,FPL,189.32192998,35546.8,1.381,1.37
rcp45hotter_ssp3,2099.0,GCPD,8.88738266,1490.98,1.558,1.652
rcp45hotter_ssp3,2099.0,GVL,2.99824917,635.01,1.38,1.385
rcp45hotter_ssp3,2099.0,HST,0.85430779,151.53,1.392,1.377
rcp45hotter_ssp3,2099.0,IID,8.48181452,2342.93,2.214,2.174
rcp45hotter_ssp3,2099.0,IPCO,30.08662115,6846.58,1.742,1.882
rcp45hotter_ssp3,2099.0,ISNE,256.55124493,54775.24,1.79,1.978
rcp45hotter_ssp3,2099.0,JEA,19.21427654,3862.26,1.354,1.377
rcp45hotter_ssp3,2099.0,LDWP,65.48162131000001,14799.21,2.154,2.212
rcp45hotter_ssp3,2099.0,LGEE,28.22720047,5732.08,0.9,0.918
rcp45hotter_ssp3,2099.0,MISO,1319.03906221,238578.48,1.952,2.006
rcp45hotter_ssp3,2099.0,NEVP,72.81365027,16329.96,1.751,1.811
rcp45hotter_ssp3,2099.0,NSB,0.6269619000000001,138.16,1.383,1.389
rcp45hotter_ssp3,2099.0,NWMT,16.26320891,2725.07,1.695,1.787
rcp45hotter_ssp3,2099.0,NYIS,315.94116712,68161.97,1.919,2.178
rcp45hotter_ssp3,2099.0,PACE,99.15104662,17713.35,1.862,1.937
rcp45hotter_ssp3,2099.0,PACW,36.81252107,6123.72,1.656,1.643
rcp45hotter_ssp3,2099.0,PGE,34.77476179,6580.99,1.615,1.709
rcp45hotter_ssp3,2099.0,PJM,1357.9973685999998,293222.97,1.614,1.724
rcp45hotter_ssp3,2099.0,PNM,32.64991536,6304.53,2.18,2.316
rcp45hotter_ssp3,2099.0,PSCO,105.66768445,21667.49,2.442,2.619
rcp45hotter_ssp3,2099.0,PSEI,51.013476759999996,8744.75,1.545,1.52
rcp45hotter_ssp3,2099.0,SC,35.42858576,7077.21,1.323,1.415
rcp45hotter_ssp3,2099.0,SCEG,36.7969849,7271.7,1.327,1.39
rcp45hotter_ssp3,2099.0,SCL,16.74096625,2843.32,1.54,1.541
rcp45hotter_ssp3,2099.0,SEC,1.98560409,412.35,1.321,1.326
rcp45hotter_ssp3,2099.0,SOCO,344.58175637,70604.51,1.483,1.603
rcp45hotter_ssp3,2099.0,SPA,0.8906231099999999,165.8,1.35,1.316
rcp45hotter_ssp3,2099.0,SRP,45.91816913,11508.14,1.454,1.546
rcp45hotter_ssp3,2099.0,SWPP,459.36945491,95481.69,1.681,1.877
rcp45hotter_ssp3,2099.0,TAL,4.08528791,834.66,1.355,1.38
rcp45hotter_ssp3,2099.0,TEC,32.611254269999996,6232.83,1.375,1.382
rcp45hotter_ssp3,2099.0,TEPC,22.235143649999998,5258.74,1.473,1.548
rcp45hotter_ssp3,2099.0,TIDC,6.06109072,1412.1,2.122,2.226
rcp45hotter_ssp3,2099.0,TPWR,8.29030472,1458.79,1.526,1.515
rcp45hotter_ssp3,2099.0,TVA,234.39245047,46825.88,1.373,1.437
rcp45hotter_ssp3,2099.0,WACM,61.91392044,10384.47,2.256,2.457
rcp45hotter_ssp3,2099.0,WALC,17.57478695,3171.28,1.817,1.836
rcp45hotter_ssp3,2099.0,WAUW,1.40429182,274.85,1.839,1.981
rcp45hotter_ssp5,2020.0,AEC,4.64831647,1080.02,0.971,1.056
rcp45hotter_ssp5,2020.0,AECI,21.24874785,4639.79,1.001,0.857
rcp45hotter_ssp5,2020.0,AVA,13.12097608,2570.55,0.995,1.053
rcp45hotter_ssp5,2020.0,AZPS,33.60448495,8344.51,1.021,1.066
rcp45hotter_ssp5,2020.0,BANC,18.16657824,4797.19,0.981,1.089
rcp45hotter_ssp5,2020.0,BPAT,60.115497049999995,11954.02,0.994,1.101
rcp45hotter_ssp5,2020.0,CHPD,2.0202258200000003,562.05,1.0,1.151
rcp45hotter_ssp5,2020.0,CISO,244.58408699,53622.98,0.992,1.119
rcp45hotter_ssp5,2020.0,CPLE,60.520491590000006,12856.53,1.014,1.051
rcp45hotter_ssp5,2020.0,DOPD,1.8052919299999999,431.45,1.005,1.144
rcp45hotter_ssp5,2020.0,DUK,106.35310661,21659.19,1.011,1.112
rcp45hotter_ssp5,2020.0,EPE,8.13404204,1849.84,1.001,1.026
rcp45hotter_ssp5,2020.0,ERCO,334.52713996,69142.58,1.016,1.047
rcp45hotter_ssp5,2020.0,FMPP,20.22471186,4072.71,1.022,1.068
rcp45hotter_ssp5,2020.0,FPC,60.5580469,13140.17,1.027,1.082
rcp45hotter_ssp5,2020.0,FPL,139.71379700999998,26986.81,1.019,1.04
rcp45hotter_ssp5,2020.0,GCPD,5.727080900000001,955.37,1.004,1.059
rcp45hotter_ssp5,2020.0,GVL,2.22424789,498.21,1.024,1.087
rcp45hotter_ssp5,2020.0,HST,0.62283912,113.98,1.015,1.036
rcp45hotter_ssp5,2020.0,IID,3.93123033,1179.18,1.026,1.094
rcp45hotter_ssp5,2020.0,IPCO,17.34590602,3949.07,1.004,1.085
rcp45hotter_ssp5,2020.0,ISNE,143.96135167,29203.48,1.004,1.054
rcp45hotter_ssp5,2020.0,JEA,14.60164471,3067.38,1.029,1.094
rcp45hotter_ssp5,2020.0,LDWP,30.54316094,7183.61,1.005,1.074
rcp45hotter_ssp5,2020.0,LGEE,30.9664649,6311.89,0.988,1.011
rcp45hotter_ssp5,2020.0,MISO,673.4879871799999,122826.74,0.997,1.033
rcp45hotter_ssp5,2020.0,NEVP,42.33865884,9885.62,1.018,1.096
rcp45hotter_ssp5,2020.0,NSB,0.46807514,111.38,1.033,1.12
rcp45hotter_ssp5,2020.0,NWMT,9.33430054,1518.44,0.973,0.996
rcp45hotter_ssp5,2020.0,NYIS,165.7700712,34002.33,1.007,1.086
rcp45hotter_ssp5,2020.0,PACE,53.22730155,9528.07,1.0,1.042
rcp45hotter_ssp5,2020.0,PACW,22.062868329999997,4140.65,0.992,1.111
rcp45hotter_ssp5,2020.0,PGE,21.501982079999998,4374.32,0.999,1.136
rcp45hotter_ssp5,2020.0,PJM,844.32973275,174913.5,1.004,1.028
rcp45hotter_ssp5,2020.0,PNM,14.551512240000001,2747.63,0.972,1.009
rcp45hotter_ssp5,2020.0,PSCO,43.25517997,8350.23,1.0,1.009
rcp45hotter_ssp5,2020.0,PSEI,33.203961920000005,6319.24,1.006,1.098
rcp45hotter_ssp5,2020.0,SC,27.499272870000002,6151.85,1.027,1.23
rcp45hotter_ssp5,2020.0,SCEG,28.27814759,5760.29,1.02,1.101
rcp45hotter_ssp5,2020.0,SCL,10.9553157,2039.69,1.008,1.105
rcp45hotter_ssp5,2020.0,SEC,1.5251089199999999,303.37,1.015,0.975
rcp45hotter_ssp5,2020.0,SOCO,229.68402459,45808.18,0.989,1.04
rcp45hotter_ssp5,2020.0,SPA,0.6373922900000001,113.96,0.966,0.904
rcp45hotter_ssp5,2020.0,SRP,32.14456352,8027.86,1.018,1.078
rcp45hotter_ssp5,2020.0,SWPP,274.29302408,55657.1,1.004,1.094
rcp45hotter_ssp5,2020.0,TAL,3.08216914,663.2,1.022,1.096
rcp45hotter_ssp5,2020.0,TEC,24.187345899999997,4783.63,1.02,1.061
rcp45hotter_ssp5,2020.0,TEPC,15.49668939,3573.33,1.027,1.052
rcp45hotter_ssp5,2020.0,TIDC,2.8170889,708.86,0.986,1.117
rcp45hotter_ssp5,2020.0,TPWR,5.44510076,1062.46,1.002,1.104
rcp45hotter_ssp5,2020.0,TVA,171.30817138999998,34060.9,1.003,1.045
rcp45hotter_ssp5,2020.0,WACM,27.26931378,4579.06,0.994,1.084
rcp45hotter_ssp5,2020.0,WALC,9.65387056,1760.04,0.998,1.019
rcp45hotter_ssp5,2020.0,WAUW,0.7412833000000001,141.33,0.971,1.019
rcp45hotter_ssp5,2021.0,AEC,4.71051299,1134.34,0.984,1.109
rcp45hotter_ssp5,2021.0,AECI,20.504299399999997,4948.94,0.966,0.914
rcp45hotter_ssp5,2021.0,AVA,13.27972765,2485.58,1.007,1.019
rcp45hotter_ssp5,2021.0,AZPS,34.051984520000005,8257.03,1.034,1.054
rcp45hotter_ssp5,2021.0,BANC,18.52096921,4677.17,1.0,1.062
rcp45hotter_ssp5,2021.0,BPAT,60.796500460000004,11128.77,1.006,1.025
rcp45hotter_ssp5,2021.0,CHPD,2.02600778,504.52,1.003,1.033
rcp45hotter_ssp5,2021.0,CISO,246.61227490000002,50465.23,1.0,1.053
rcp45hotter_ssp5,2021.0,CPLE,60.49950934,12944.82,1.014,1.058
rcp45hotter_ssp5,2021.0,DOPD,1.7849853500000001,368.9,0.994,0.978
rcp45hotter_ssp5,2021.0,DUK,106.62527394,21786.43,1.014,1.119
rcp45hotter_ssp5,2021.0,EPE,8.19911068,1957.92,1.009,1.086
rcp45hotter_ssp5,2021.0,ERCO,335.44395063999997,67154.8,1.018,1.017
rcp45hotter_ssp5,2021.0,FMPP,20.44368445,4030.14,1.033,1.057
rcp45hotter_ssp5,2021.0,FPC,61.69529246,13295.38,1.046,1.095
rcp45hotter_ssp5,2021.0,FPL,140.36908443000002,26996.74,1.024,1.04
rcp45hotter_ssp5,2021.0,GCPD,5.803282139999999,986.31,1.018,1.093
rcp45hotter_ssp5,2021.0,GVL,2.2764774500000002,506.83,1.048,1.105
rcp45hotter_ssp5,2021.0,HST,0.61763376,114.89,1.006,1.044
rcp45hotter_ssp5,2021.0,IID,4.05245177,1167.55,1.058,1.083
rcp45hotter_ssp5,2021.0,IPCO,17.74621612,3911.65,1.027,1.075
rcp45hotter_ssp5,2021.0,ISNE,143.61796151,28612.77,1.002,1.033
rcp45hotter_ssp5,2021.0,JEA,14.91091337,3577.29,1.051,1.276
rcp45hotter_ssp5,2021.0,LDWP,30.91472961,7345.3,1.017,1.098
rcp45hotter_ssp5,2021.0,LGEE,30.75436422,6021.99,0.981,0.965
rcp45hotter_ssp5,2021.0,MISO,676.05817932,121977.79,1.001,1.025
rcp45hotter_ssp5,2021.0,NEVP,43.01165568,9900.18,1.034,1.098
rcp45hotter_ssp5,2021.0,NSB,0.47785676,112.55,1.054,1.132
rcp45hotter_ssp5,2021.0,NWMT,9.43044134,1558.36,0.983,1.022
rcp45hotter_ssp5,2021.0,NYIS,165.44230345,34729.85,1.005,1.11
rcp45hotter_ssp5,2021.0,PACE,53.87338268,9636.53,1.012,1.054
rcp45hotter_ssp5,2021.0,PACW,22.24152244,4165.9,1.0,1.117
rcp45hotter_ssp5,2021.0,PGE,21.85713137,4740.2,1.015,1.231
rcp45hotter_ssp5,2021.0,PJM,841.91814404,171484.41,1.001,1.008
rcp45hotter_ssp5,2021.0,PNM,14.626856109999999,2799.14,0.977,1.028
rcp45hotter_ssp5,2021.0,PSCO,43.46584096,8575.08,1.004,1.037
rcp45hotter_ssp5,2021.0,PSEI,33.88324725,6043.2,1.026,1.05
rcp45hotter_ssp5,2021.0,SC,27.682285,5632.96,1.034,1.126
rcp45hotter_ssp5,2021.0,SCEG,28.42710799,5730.85,1.025,1.095
rcp45hotter_ssp5,2021.0,SCL,11.16267698,1939.53,1.027,1.051
rcp45hotter_ssp5,2021.0,SEC,1.55639031,413.79,1.036,1.33
rcp45hotter_ssp5,2021.0,SOCO,230.18937511000001,46083.45,0.991,1.046
rcp45hotter_ssp5,2021.0,SPA,0.6369375,121.1,0.965,0.961
rcp45hotter_ssp5,2021.0,SRP,32.59906327,7883.14,1.032,1.059
rcp45hotter_ssp5,2021.0,SWPP,272.83374573000003,54341.16,0.998,1.068
rcp45hotter_ssp5,2021.0,TAL,3.1553902000000003,687.47,1.046,1.136
rcp45hotter_ssp5,2021.0,TEC,24.52379099,4890.09,1.034,1.084
rcp45hotter_ssp5,2021.0,TEPC,15.52295049,3510.01,1.028,1.034
rcp45hotter_ssp5,2021.0,TIDC,2.85774797,674.53,1.0,1.063
rcp45hotter_ssp5,2021.0,TPWR,5.54948976,1001.11,1.022,1.04
rcp45hotter_ssp5,2021.0,TVA,171.32628333000002,33239.54,1.003,1.02
rcp45hotter_ssp5,2021.0,WACM,27.62228667,4574.04,1.007,1.082
rcp45hotter_ssp5,2021.0,WALC,9.68891277,1825.79,1.002,1.057
rcp45hotter_ssp5,2021.0,WAUW,0.73558682,142.99,0.963,1.031
rcp45hotter_ssp5,2022.0,AEC,4.660920610000001,1545.26,0.974,1.511
rcp45hotter_ssp5,2022.0,AECI,20.48991143,5639.79,0.965,1.042
rcp45hotter_ssp5,2022.0,AVA,13.62600076,2782.57,1.034,1.14
rcp45hotter_ssp5,2022.0,AZPS,34.268443090000005,8160.43,1.041,1.042
rcp45hotter_ssp5,2022.0,BANC,18.64437136,4551.31,1.007,1.033
rcp45hotter_ssp5,2022.0,BPAT,62.06193127,12211.3,1.027,1.125
rcp45hotter_ssp5,2022.0,CHPD,2.1004596,568.78,1.04,1.164
rcp45hotter_ssp5,2022.0,CISO,249.27475618,52943.99,1.011,1.105
rcp45hotter_ssp5,2022.0,CPLE,60.40522267,14294.04,1.012,1.168
rcp45hotter_ssp5,2022.0,DOPD,1.85316865,427.96,1.032,1.134
rcp45hotter_ssp5,2022.0,DUK,106.55860383,22583.23,1.013,1.16
rcp45hotter_ssp5,2022.0,EPE,8.21830643,1816.94,1.012,1.008
rcp45hotter_ssp5,2022.0,ERCO,337.93690655,66833.46,1.026,1.012
rcp45hotter_ssp5,2022.0,FMPP,20.62942941,3942.55,1.043,1.034
rcp45hotter_ssp5,2022.0,FPC,61.629569939999996,13963.06,1.045,1.15
rcp45hotter_ssp5,2022.0,FPL,143.26040088,27121.42,1.045,1.045
rcp45hotter_ssp5,2022.0,GCPD,5.85539286,988.6,1.027,1.096
rcp45hotter_ssp5,2022.0,GVL,2.25886738,466.96,1.04,1.018
rcp45hotter_ssp5,2022.0,HST,0.6425945500000001,114.6,1.047,1.041
rcp45hotter_ssp5,2022.0,IID,3.96469299,1099.79,1.035,1.02
rcp45hotter_ssp5,2022.0,IPCO,18.067348579999997,3851.13,1.046,1.058
rcp45hotter_ssp5,2022.0,ISNE,143.21203237999998,30041.88,0.999,1.085
rcp45hotter_ssp5,2022.0,JEA,14.672639279999999,3860.18,1.034,1.377
rcp45hotter_ssp5,2022.0,LDWP,31.127514469999998,7334.5,1.024,1.096
rcp45hotter_ssp5,2022.0,LGEE,30.37009618,6374.56,0.969,1.021
rcp45hotter_ssp5,2022.0,MISO,677.57835086,119356.03,1.003,1.003
rcp45hotter_ssp5,2022.0,NEVP,43.245602270000006,9698.18,1.04,1.075
rcp45hotter_ssp5,2022.0,NSB,0.47423285,122.76,1.046,1.234
rcp45hotter_ssp5,2022.0,NWMT,9.56353698,1536.78,0.997,1.008
rcp45hotter_ssp5,2022.0,NYIS,164.97194617,33913.21,1.002,1.083
rcp45hotter_ssp5,2022.0,PACE,54.480352700000005,9893.8,1.023,1.082
rcp45hotter_ssp5,2022.0,PACW,22.63406256,4235.95,1.018,1.136
rcp45hotter_ssp5,2022.0,PGE,21.97512952,4198.85,1.021,1.09
rcp45hotter_ssp5,2022.0,PJM,840.76571162,170246.05,0.999,1.001
rcp45hotter_ssp5,2022.0,PNM,14.759032130000001,2743.36,0.986,1.008
rcp45hotter_ssp5,2022.0,PSCO,43.75407341,8439.93,1.011,1.02
rcp45hotter_ssp5,2022.0,PSEI,34.34531905,6467.7,1.04,1.124
rcp45hotter_ssp5,2022.0,SC,27.67550535,6502.28,1.034,1.3
rcp45hotter_ssp5,2022.0,SCEG,28.650880920000002,6254.44,1.033,1.195
rcp45hotter_ssp5,2022.0,SCL,11.29649155,2108.68,1.039,1.143
rcp45hotter_ssp5,2022.0,SEC,1.5498995,432.88,1.031,1.392
rcp45hotter_ssp5,2022.0,SOCO,229.8058346,53109.96,0.989,1.206
rcp45hotter_ssp5,2022.0,SPA,0.6350357,134.01,0.962,1.064
rcp45hotter_ssp5,2022.0,SRP,32.80842984,7872.62,1.039,1.057
rcp45hotter_ssp5,2022.0,SWPP,270.54950295,52675.79,0.99,1.035
rcp45hotter_ssp5,2022.0,TAL,3.12605225,792.8,1.036,1.31
rcp45hotter_ssp5,2022.0,TEC,24.8495222,4764.68,1.048,1.057
rcp45hotter_ssp5,2022.0,TEPC,15.71874448,3644.89,1.041,1.073
rcp45hotter_ssp5,2022.0,TIDC,2.86431154,670.96,1.003,1.058
rcp45hotter_ssp5,2022.0,TPWR,5.64610236,1097.2,1.039,1.14
rcp45hotter_ssp5,2022.0,TVA,171.49832342,38796.81,1.004,1.191
rcp45hotter_ssp5,2022.0,WACM,27.81890053,4478.44,1.014,1.06
rcp45hotter_ssp5,2022.0,WALC,9.81482275,1737.67,1.015,1.006
rcp45hotter_ssp5,2022.0,WAUW,0.76328966,142.1,1.0,1.024
rcp45hotter_ssp5,2023.0,AEC,4.67633292,1205.56,0.977,1.179
rcp45hotter_ssp5,2023.0,AECI,20.574708469999997,5227.5,0.969,0.966
rcp45hotter_ssp5,2023.0,AVA,13.75571258,2579.01,1.044,1.057
rcp45hotter_ssp5,2023.0,AZPS,34.79575183,8363.23,1.057,1.068
rcp45hotter_ssp5,2023.0,BANC,18.742623719999997,4761.49,1.012,1.081
rcp45hotter_ssp5,2023.0,BPAT,62.81654611,12344.0,1.039,1.137
rcp45hotter_ssp5,2023.0,CHPD,2.11015802,560.81,1.045,1.148
rcp45hotter_ssp5,2023.0,CISO,251.71062625,55594.33,1.021,1.16
rcp45hotter_ssp5,2023.0,CPLE,60.476126310000005,13238.86,1.014,1.082
rcp45hotter_ssp5,2023.0,DOPD,1.86487965,414.3,1.038,1.098
rcp45hotter_ssp5,2023.0,DUK,106.78239155,21331.32,1.015,1.096
rcp45hotter_ssp5,2023.0,EPE,8.31209321,1808.92,1.023,1.003
rcp45hotter_ssp5,2023.0,ERCO,337.68244854,68282.95,1.025,1.034
rcp45hotter_ssp5,2023.0,FMPP,20.88172773,4157.63,1.056,1.09
rcp45hotter_ssp5,2023.0,FPC,62.35336815,13466.62,1.057,1.109
rcp45hotter_ssp5,2023.0,FPL,144.17653847,28120.43,1.052,1.084
rcp45hotter_ssp5,2023.0,GCPD,5.97763386,989.22,1.048,1.096
rcp45hotter_ssp5,2023.0,GVL,2.30488085,508.0,1.061,1.108
rcp45hotter_ssp5,2023.0,HST,0.64520899,118.96,1.051,1.081
rcp45hotter_ssp5,2023.0,IID,4.03810553,1106.8,1.054,1.027
rcp45hotter_ssp5,2023.0,IPCO,18.407196510000002,4114.85,1.066,1.131
rcp45hotter_ssp5,2023.0,ISNE,142.85618484,27339.17,0.997,0.987
rcp45hotter_ssp5,2023.0,JEA,15.11137955,3211.34,1.065,1.145
rcp45hotter_ssp5,2023.0,LDWP,31.66679697,7406.4,1.041,1.107
rcp45hotter_ssp5,2023.0,LGEE,30.2596067,6187.78,0.965,0.991
rcp45hotter_ssp5,2023.0,MISO,678.20272748,125437.09,1.004,1.055
rcp45hotter_ssp5,2023.0,NEVP,43.74551124,9868.07,1.052,1.094
rcp45hotter_ssp5,2023.0,NSB,0.48361632,110.33,1.067,1.109
rcp45hotter_ssp5,2023.0,NWMT,9.542475470000001,1644.67,0.995,1.079
rcp45hotter_ssp5,2023.0,NYIS,164.74614253000001,32293.23,1.0,1.032
rcp45hotter_ssp5,2023.0,PACE,55.094204229999995,10084.46,1.035,1.103
rcp45hotter_ssp5,2023.0,PACW,22.84753392,4081.28,1.028,1.095
rcp45hotter_ssp5,2023.0,PGE,22.238151010000003,4397.02,1.033,1.142
rcp45hotter_ssp5,2023.0,PJM,838.60237109,171233.21,0.997,1.007
rcp45hotter_ssp5,2023.0,PNM,14.78377914,2723.07,0.987,1.0
rcp45hotter_ssp5,2023.0,PSCO,44.170728450000006,8429.77,1.021,1.019
rcp45hotter_ssp5,2023.0,PSEI,34.958199119999996,6617.32,1.059,1.15
rcp45hotter_ssp5,2023.0,SC,27.874127530000003,5760.34,1.041,1.151
rcp45hotter_ssp5,2023.0,SCEG,28.75305996,6044.55,1.037,1.155
rcp45hotter_ssp5,2023.0,SCL,11.49334713,2073.8,1.058,1.124
rcp45hotter_ssp5,2023.0,SEC,1.5974894199999998,373.56,1.063,1.201
rcp45hotter_ssp5,2023.0,SOCO,230.42248454,47538.43,0.992,1.079
rcp45hotter_ssp5,2023.0,SPA,0.62664904,115.08,0.95,0.913
rcp45hotter_ssp5,2023.0,SRP,33.30154287,7995.4,1.055,1.074
rcp45hotter_ssp5,2023.0,SWPP,271.49325445,55520.63,0.993,1.091
rcp45hotter_ssp5,2023.0,TAL,3.1808925699999997,670.54,1.055,1.108
rcp45hotter_ssp5,2023.0,TEC,24.902978,4914.93,1.05,1.09
rcp45hotter_ssp5,2023.0,TEPC,15.70188497,3714.22,1.04,1.094
rcp45hotter_ssp5,2023.0,TIDC,2.8683954500000004,703.12,1.004,1.108
rcp45hotter_ssp5,2023.0,TPWR,5.73144786,1149.56,1.055,1.194
rcp45hotter_ssp5,2023.0,TVA,171.50683739,34885.15,1.004,1.071
rcp45hotter_ssp5,2023.0,WACM,27.89265565,4503.21,1.016,1.066
rcp45hotter_ssp5,2023.0,WALC,9.69938988,1766.77,1.003,1.023
rcp45hotter_ssp5,2023.0,WAUW,0.76247352,152.63,0.999,1.1
rcp45hotter_ssp5,2024.0,AEC,4.70696306,1088.88,0.983,1.065
rcp45hotter_ssp5,2024.0,AECI,20.19391047,4631.62,0.952,0.856
rcp45hotter_ssp5,2024.0,AVA,14.101630890000001,2530.63,1.07,1.037
rcp45hotter_ssp5,2024.0,AZPS,35.193031579999996,8426.92,1.069,1.076
rcp45hotter_ssp5,2024.0,BANC,19.199078850000003,5123.7,1.037,1.163
rcp45hotter_ssp5,2024.0,BPAT,63.78250105,11573.37,1.055,1.066
rcp45hotter_ssp5,2024.0,CHPD,2.15695639,551.72,1.068,1.13
rcp45hotter_ssp5,2024.0,CISO,253.5308304,52762.46,1.029,1.101
rcp45hotter_ssp5,2024.0,CPLE,60.523308590000006,12541.44,1.014,1.025
rcp45hotter_ssp5,2024.0,DOPD,1.90918351,404.0,1.063,1.071
rcp45hotter_ssp5,2024.0,DUK,106.8489639,21320.57,1.016,1.095
