Scenario,Year,State,Total_Load_TWh,Peak_Load_MWh,Total_Load_Normalized,Peak_Load_Normalized
rcp85cooler_ssp3,2089.0,Nebraska,48.288497619999994,10055.22,1.468,1.655
rcp85cooler_ssp3,2089.0,Nevada,55.15101029,12791.16,1.339,1.487
rcp85cooler_ssp3,2089.0,New Hampshire,15.852126460000001,3317.09,1.306,1.414
rcp85cooler_ssp3,2089.0,New Jersey,64.12402958,13392.56,0.745,0.775
rcp85cooler_ssp3,2089.0,New Mexico,44.4723471,8819.7,1.819,1.971
rcp85cooler_ssp3,2089.0,New York,172.7238336,36577.11,1.003,1.119
rcp85cooler_ssp3,2089.0,North Carolina,164.42742891999998,34281.16,1.092,1.206
rcp85cooler_ssp3,2089.0,North Dakota,33.667828840000006,6528.11,1.726,1.871
rcp85cooler_ssp3,2089.0,Ohio,165.48922247,34474.58,1.065,1.097
rcp85cooler_ssp3,2089.0,Oklahoma,110.45712341,23253.29,1.65,1.86
rcp85cooler_ssp3,2089.0,Oregon,69.87813682,13685.78,1.272,1.493
rcp85cooler_ssp3,2089.0,Pennsylvania,148.38088443,30912.56,0.94,0.969
rcp85cooler_ssp3,2089.0,Rhode Island,11.08148038,2318.82,1.305,1.413
rcp85cooler_ssp3,2089.0,South Carolina,103.76388901,21490.64,1.162,1.296
rcp85cooler_ssp3,2089.0,South Dakota,17.33762758,3315.73,1.301,1.415
rcp85cooler_ssp3,2089.0,Tennessee,119.13077541,24049.32,1.062,1.134
rcp85cooler_ssp3,2089.0,Texas,682.36484769,136717.33,1.56,1.648
rcp85cooler_ssp3,2089.0,Utah,75.16126888,13936.52,2.088,2.261
rcp85cooler_ssp3,2089.0,Vermont,6.71893803,1405.95,1.129,1.222
rcp85cooler_ssp3,2089.0,Virginia,131.5857643,27386.7,1.035,1.07
rcp85cooler_ssp3,2089.0,Washington,135.18363404,22467.63,1.252,1.184
rcp85cooler_ssp3,2089.0,West Virginia,29.821561589999998,6212.4,0.925,0.953
rcp85cooler_ssp3,2089.0,Wisconsin,96.84462765,18008.98,1.324,1.398
rcp85cooler_ssp3,2089.0,Wyoming,29.05715987,5081.51,1.774,1.935
rcp85cooler_ssp3,2090.0,Alabama,105.68814814,22011.27,1.124,1.242
rcp85cooler_ssp3,2090.0,Arizona,126.31642428,29408.7,1.409,1.451
rcp85cooler_ssp3,2090.0,Arkansas,60.933907270000006,11786.32,1.217,1.324
rcp85cooler_ssp3,2090.0,California,420.78431507,91784.62,1.327,1.477
rcp85cooler_ssp3,2090.0,Colorado,112.71993576,22764.18,1.855,2.077
rcp85cooler_ssp3,2090.0,Connecticut,35.1713966,7530.88,1.104,1.223
rcp85cooler_ssp3,2090.0,Delaware,13.79610997,2849.08,1.09,1.113
rcp85cooler_ssp3,2090.0,District of Columbia,10.39196533,2146.08,0.792,0.809
rcp85cooler_ssp3,2090.0,Florida,265.39538616,53060.84,0.983,1.023
rcp85cooler_ssp3,2090.0,Georgia,165.40086014,34511.86,1.101,1.214
rcp85cooler_ssp3,2090.0,Idaho,43.37829014,8890.36,1.644,1.795
rcp85cooler_ssp3,2090.0,Illinois,169.57724882,33932.32,1.12,1.155
rcp85cooler_ssp3,2090.0,Indiana,130.1964058,24809.37,1.237,1.285
rcp85cooler_ssp3,2090.0,Iowa,75.65092007999999,14477.6,1.461,1.578
rcp85cooler_ssp3,2090.0,Kansas,71.31391786,15310.41,1.565,1.805
rcp85cooler_ssp3,2090.0,Kentucky,95.36978590999999,19371.73,1.173,1.266
rcp85cooler_ssp3,2090.0,Louisiana,100.5957028,18952.42,1.056,1.126
rcp85cooler_ssp3,2090.0,Maine,17.37203541,3719.69,1.407,1.558
rcp85cooler_ssp3,2090.0,Maryland,64.12739832999999,13243.14,0.891,0.91
rcp85cooler_ssp3,2090.0,Massachusetts,73.60003547,15759.2,1.205,1.335
rcp85cooler_ssp3,2090.0,Michigan,109.217518,20358.09,1.018,1.063
rcp85cooler_ssp3,2090.0,Minnesota,96.37471081,17980.35,1.311,1.387
rcp85cooler_ssp3,2090.0,Mississippi,56.91074586,11228.64,1.098,1.228
rcp85cooler_ssp3,2090.0,Missouri,117.82766768,23727.49,1.278,1.444
rcp85cooler_ssp3,2090.0,Montana,21.74991124,3923.32,1.435,1.668
rcp85cooler_ssp3,2090.0,Nebraska,48.2437701,10272.38,1.466,1.691
rcp85cooler_ssp3,2090.0,Nevada,54.88685584,12598.84,1.333,1.465
rcp85cooler_ssp3,2090.0,New Hampshire,15.76315861,3375.2,1.298,1.438
rcp85cooler_ssp3,2090.0,New Jersey,63.854599,13224.37,0.742,0.765
rcp85cooler_ssp3,2090.0,New Mexico,44.46792182,8875.54,1.819,1.984
rcp85cooler_ssp3,2090.0,New York,171.63869994,36138.12,0.997,1.105
rcp85cooler_ssp3,2090.0,North Carolina,164.16655062,34461.25,1.09,1.213
rcp85cooler_ssp3,2090.0,North Dakota,33.702051270000005,6689.2,1.728,1.918
rcp85cooler_ssp3,2090.0,Ohio,165.64991183,34208.85,1.066,1.089
rcp85cooler_ssp3,2090.0,Oklahoma,110.02634429999999,23785.15,1.644,1.902
rcp85cooler_ssp3,2090.0,Oregon,69.69918507,12679.11,1.269,1.383
rcp85cooler_ssp3,2090.0,Pennsylvania,148.21028561000003,30609.5,0.939,0.959
rcp85cooler_ssp3,2090.0,Rhode Island,11.0485705,2365.71,1.301,1.442
rcp85cooler_ssp3,2090.0,South Carolina,103.48439248000001,21408.1,1.159,1.291
rcp85cooler_ssp3,2090.0,South Dakota,17.31181026,3425.14,1.299,1.462
rcp85cooler_ssp3,2090.0,Tennessee,119.42454452,25025.06,1.065,1.18
rcp85cooler_ssp3,2090.0,Texas,682.47688153,138635.49,1.56,1.671
rcp85cooler_ssp3,2090.0,Utah,75.58521412,14282.82,2.1,2.317
rcp85cooler_ssp3,2090.0,Vermont,6.674677269999999,1429.18,1.121,1.242
rcp85cooler_ssp3,2090.0,Virginia,131.56695356,27088.45,1.035,1.058
rcp85cooler_ssp3,2090.0,Washington,134.81338044999998,22781.49,1.248,1.2
rcp85cooler_ssp3,2090.0,West Virginia,29.73453098,6140.57,0.922,0.942
rcp85cooler_ssp3,2090.0,Wisconsin,96.48721108,17846.99,1.319,1.386
rcp85cooler_ssp3,2090.0,Wyoming,29.05172118,5176.68,1.774,1.971
rcp85cooler_ssp3,2091.0,Alabama,105.26044562999999,22562.37,1.119,1.274
rcp85cooler_ssp3,2091.0,Arizona,125.95069083,30279.09,1.405,1.494
rcp85cooler_ssp3,2091.0,Arkansas,60.569770909999995,12014.3,1.209,1.349
rcp85cooler_ssp3,2091.0,California,418.26142039999996,88644.71,1.319,1.426
rcp85cooler_ssp3,2091.0,Colorado,112.30074785,22586.91,1.849,2.061
rcp85cooler_ssp3,2091.0,Connecticut,34.987091240000005,7182.25,1.098,1.167
rcp85cooler_ssp3,2091.0,Delaware,13.795733720000001,2925.55,1.09,1.143
rcp85cooler_ssp3,2091.0,District of Columbia,10.40783223,2207.11,0.794,0.832
rcp85cooler_ssp3,2091.0,Florida,262.68984738,51968.32,0.973,1.002
rcp85cooler_ssp3,2091.0,Georgia,164.58163652000002,35409.52,1.096,1.245
rcp85cooler_ssp3,2091.0,Idaho,43.301762409999995,8648.34,1.641,1.746
rcp85cooler_ssp3,2091.0,Illinois,168.30559925,34719.43,1.111,1.182
rcp85cooler_ssp3,2091.0,Indiana,130.1387635,25527.62,1.236,1.322
rcp85cooler_ssp3,2091.0,Iowa,75.51980187000001,14794.6,1.458,1.613
rcp85cooler_ssp3,2091.0,Kansas,71.17501286,15512.69,1.562,1.829
rcp85cooler_ssp3,2091.0,Kentucky,95.21192091,19888.97,1.171,1.3
rcp85cooler_ssp3,2091.0,Louisiana,100.24992484,19326.26,1.053,1.148
rcp85cooler_ssp3,2091.0,Maine,17.27396773,3546.05,1.399,1.486
rcp85cooler_ssp3,2091.0,Maryland,64.15402045,13604.63,0.892,0.935
rcp85cooler_ssp3,2091.0,Massachusetts,73.30909725,15049.11,1.201,1.275
rcp85cooler_ssp3,2091.0,Michigan,109.23462237000001,20883.91,1.018,1.091
rcp85cooler_ssp3,2091.0,Minnesota,96.21123168000001,18359.44,1.308,1.416
rcp85cooler_ssp3,2091.0,Mississippi,56.62168715,11242.16,1.093,1.229
rcp85cooler_ssp3,2091.0,Missouri,117.37045115000001,24064.47,1.273,1.464
rcp85cooler_ssp3,2091.0,Montana,21.70185001,3976.3,1.432,1.69
rcp85cooler_ssp3,2091.0,Nebraska,48.248406450000004,10453.14,1.466,1.721
rcp85cooler_ssp3,2091.0,Nevada,54.610158979999994,12226.04,1.326,1.422
rcp85cooler_ssp3,2091.0,New Hampshire,15.699177890000001,3222.77,1.293,1.373
rcp85cooler_ssp3,2091.0,New Jersey,63.712640990000004,13515.56,0.741,0.782
rcp85cooler_ssp3,2091.0,New Mexico,44.41485348,8799.87,1.817,1.967
rcp85cooler_ssp3,2091.0,New York,170.60381541,36459.27,0.991,1.115
rcp85cooler_ssp3,2091.0,North Carolina,163.21037626,34825.05,1.083,1.225
rcp85cooler_ssp3,2091.0,North Dakota,33.72521897,6866.61,1.729,1.968
rcp85cooler_ssp3,2091.0,Ohio,165.45138975999998,35085.95,1.065,1.117
rcp85cooler_ssp3,2091.0,Oklahoma,110.15903112000001,24147.62,1.646,1.931
rcp85cooler_ssp3,2091.0,Oregon,69.38929177,12133.91,1.263,1.324
rcp85cooler_ssp3,2091.0,Pennsylvania,148.4583685,31482.64,0.941,0.987
rcp85cooler_ssp3,2091.0,Rhode Island,11.01395634,2260.98,1.297,1.378
rcp85cooler_ssp3,2091.0,South Carolina,103.11690073999999,21584.41,1.155,1.301
rcp85cooler_ssp3,2091.0,South Dakota,17.274859510000002,3524.4,1.297,1.504
rcp85cooler_ssp3,2091.0,Tennessee,118.34851079,25133.59,1.055,1.185
rcp85cooler_ssp3,2091.0,Texas,680.84984825,136614.3,1.556,1.647
rcp85cooler_ssp3,2091.0,Utah,75.55263095999999,13898.99,2.099,2.255
rcp85cooler_ssp3,2091.0,Vermont,6.63600013,1362.26,1.115,1.184
rcp85cooler_ssp3,2091.0,Virginia,130.49359865,27642.7,1.027,1.08
rcp85cooler_ssp3,2091.0,Washington,134.2291707,23797.24,1.243,1.254
rcp85cooler_ssp3,2091.0,West Virginia,29.66432903,6290.68,0.92,0.965
rcp85cooler_ssp3,2091.0,Wisconsin,95.89511363,18169.94,1.311,1.411
rcp85cooler_ssp3,2091.0,Wyoming,28.937629100000002,5163.96,1.767,1.967
rcp85cooler_ssp3,2092.0,Alabama,104.83274164,22294.92,1.114,1.258
rcp85cooler_ssp3,2092.0,Arizona,125.58495676000001,29118.49,1.401,1.437
rcp85cooler_ssp3,2092.0,Arkansas,60.20563464,11744.43,1.202,1.319
rcp85cooler_ssp3,2092.0,California,415.73852609,91458.36,1.311,1.472
rcp85cooler_ssp3,2092.0,Colorado,111.88156090999999,22110.82,1.842,2.017
rcp85cooler_ssp3,2092.0,Connecticut,34.80278619,7033.62,1.093,1.143
rcp85cooler_ssp3,2092.0,Delaware,13.795358460000001,2981.76,1.09,1.165
rcp85cooler_ssp3,2092.0,District of Columbia,10.423699710000001,2253.0,0.795,0.85
rcp85cooler_ssp3,2092.0,Florida,259.98430802,49719.01,0.963,0.959
rcp85cooler_ssp3,2092.0,Georgia,163.76241221,34740.4,1.09,1.222
rcp85cooler_ssp3,2092.0,Idaho,43.225234969999995,8934.89,1.638,1.804
rcp85cooler_ssp3,2092.0,Illinois,167.03394901,34741.58,1.103,1.183
rcp85cooler_ssp3,2092.0,Indiana,130.08112212,25416.59,1.236,1.317
rcp85cooler_ssp3,2092.0,Iowa,75.38868328,14566.18,1.456,1.588
rcp85cooler_ssp3,2092.0,Kansas,71.03610838,15080.07,1.559,1.778
rcp85cooler_ssp3,2092.0,Kentucky,95.05405677,20322.69,1.169,1.328
rcp85cooler_ssp3,2092.0,Louisiana,99.90414773,19061.81,1.049,1.133
rcp85cooler_ssp3,2092.0,Maine,17.17590118,3471.24,1.391,1.454
rcp85cooler_ssp3,2092.0,Maryland,64.18064232,13872.16,0.892,0.953
rcp85cooler_ssp3,2092.0,Massachusetts,73.0181582,14756.93,1.196,1.25
rcp85cooler_ssp3,2092.0,Michigan,109.25172786,20829.23,1.018,1.088
rcp85cooler_ssp3,2092.0,Minnesota,96.04775217,18235.58,1.306,1.406
rcp85cooler_ssp3,2092.0,Mississippi,56.33262835,11091.4,1.087,1.213
rcp85cooler_ssp3,2092.0,Missouri,116.9132343,23714.98,1.268,1.443
rcp85cooler_ssp3,2092.0,Montana,21.65378978,3937.14,1.429,1.674
rcp85cooler_ssp3,2092.0,Nebraska,48.25304387,10165.87,1.466,1.674
rcp85cooler_ssp3,2092.0,Nevada,54.33346194,12169.78,1.319,1.415
rcp85cooler_ssp3,2092.0,New Hampshire,15.63519681,3159.86,1.288,1.347
rcp85cooler_ssp3,2092.0,New Jersey,63.5706829,13731.73,0.739,0.794
rcp85cooler_ssp3,2092.0,New Mexico,44.361785850000004,8731.67,1.815,1.952
rcp85cooler_ssp3,2092.0,New York,169.568932,36253.63,0.985,1.109
rcp85cooler_ssp3,2092.0,North Carolina,162.25420197,35686.43,1.077,1.256
rcp85cooler_ssp3,2092.0,North Dakota,33.748386,6732.47,1.73,1.93
rcp85cooler_ssp3,2092.0,Ohio,165.25286831,35718.16,1.063,1.137
rcp85cooler_ssp3,2092.0,Oklahoma,110.29171877,23712.62,1.648,1.897
rcp85cooler_ssp3,2092.0,Oregon,69.07939779,12666.1,1.257,1.382
rcp85cooler_ssp3,2092.0,Pennsylvania,148.70645099,32141.28,0.942,1.007
rcp85cooler_ssp3,2092.0,Rhode Island,10.97934173,2218.92,1.293,1.352
rcp85cooler_ssp3,2092.0,South Carolina,102.74940993000001,22263.84,1.15,1.342
rcp85cooler_ssp3,2092.0,South Dakota,17.23790827,3412.41,1.294,1.456
rcp85cooler_ssp3,2092.0,Tennessee,117.27247794,24847.48,1.045,1.172
rcp85cooler_ssp3,2092.0,Texas,679.2228146799999,138003.96,1.552,1.664
rcp85cooler_ssp3,2092.0,Utah,75.52004794,13861.9,2.098,2.249
rcp85cooler_ssp3,2092.0,Vermont,6.597322940000001,1333.31,1.108,1.159
rcp85cooler_ssp3,2092.0,Virginia,129.42024324,27963.23,1.018,1.093
rcp85cooler_ssp3,2092.0,Washington,133.6449611,21451.02,1.238,1.13
rcp85cooler_ssp3,2092.0,West Virginia,29.59412744,6396.55,0.918,0.981
rcp85cooler_ssp3,2092.0,Wisconsin,95.30301542000001,18015.79,1.302,1.399
rcp85cooler_ssp3,2092.0,Wyoming,28.823536960000002,5040.66,1.76,1.92
rcp85cooler_ssp3,2093.0,Alabama,104.40504029,20630.92,1.11,1.165
rcp85cooler_ssp3,2093.0,Arizona,125.21922264,29937.47,1.397,1.477
rcp85cooler_ssp3,2093.0,Arkansas,59.84149765,11305.54,1.195,1.27
rcp85cooler_ssp3,2093.0,California,413.21563106,91186.64,1.303,1.467
rcp85cooler_ssp3,2093.0,Colorado,111.46237343000001,21861.91,1.835,1.995
rcp85cooler_ssp3,2093.0,Connecticut,34.61848028,7287.36,1.087,1.184
rcp85cooler_ssp3,2093.0,Delaware,13.794982529999999,2903.43,1.09,1.134
rcp85cooler_ssp3,2093.0,District of Columbia,10.439566630000002,2197.22,0.796,0.829
rcp85cooler_ssp3,2093.0,Florida,257.27876846,49890.13,0.953,0.962
rcp85cooler_ssp3,2093.0,Georgia,162.94318772999998,32321.14,1.085,1.137
rcp85cooler_ssp3,2093.0,Idaho,43.14870629999999,8867.19,1.635,1.79
rcp85cooler_ssp3,2093.0,Illinois,165.76229922,33841.5,1.095,1.152
rcp85cooler_ssp3,2093.0,Indiana,130.02348079,25005.66,1.235,1.295
rcp85cooler_ssp3,2093.0,Iowa,75.2575657,14089.25,1.453,1.536
rcp85cooler_ssp3,2093.0,Kansas,70.89720315000001,14935.93,1.555,1.761
rcp85cooler_ssp3,2093.0,Kentucky,94.89619265,19105.43,1.167,1.249
rcp85cooler_ssp3,2093.0,Louisiana,99.55837053,18431.31,1.046,1.095
rcp85cooler_ssp3,2093.0,Maine,17.077834170000003,3594.97,1.383,1.506
rcp85cooler_ssp3,2093.0,Maryland,64.20726529,13513.73,0.892,0.929
rcp85cooler_ssp3,2093.0,Massachusetts,72.72722046,15309.44,1.191,1.297
rcp85cooler_ssp3,2093.0,Michigan,109.26883276000001,20384.53,1.018,1.065
rcp85cooler_ssp3,2093.0,Minnesota,95.88427279000001,17723.94,1.304,1.367
rcp85cooler_ssp3,2093.0,Mississippi,56.0435692,10491.18,1.081,1.147
rcp85cooler_ssp3,2093.0,Missouri,116.45601703,22876.38,1.263,1.392
rcp85cooler_ssp3,2093.0,Montana,21.60572896,3765.54,1.426,1.601
rcp85cooler_ssp3,2093.0,Nebraska,48.257681340000005,10091.72,1.467,1.661
rcp85cooler_ssp3,2093.0,Nevada,54.05676541,12766.01,1.312,1.484
rcp85cooler_ssp3,2093.0,New Hampshire,15.57121571,3277.82,1.282,1.397
rcp85cooler_ssp3,2093.0,New Jersey,63.42872485,13297.21,0.737,0.769
rcp85cooler_ssp3,2093.0,New Mexico,44.30871793,8580.86,1.812,1.918
rcp85cooler_ssp3,2093.0,New York,168.53404758000002,35315.28,0.978,1.08
rcp85cooler_ssp3,2093.0,North Carolina,161.29802701,32527.77,1.071,1.145
rcp85cooler_ssp3,2093.0,North Dakota,33.77155387,6543.9,1.732,1.876
rcp85cooler_ssp3,2093.0,Ohio,165.05434692,34739.04,1.062,1.106
rcp85cooler_ssp3,2093.0,Oklahoma,110.42440597,23487.6,1.65,1.879
rcp85cooler_ssp3,2093.0,Oregon,68.76950484999999,12285.07,1.252,1.34
rcp85cooler_ssp3,2093.0,Pennsylvania,148.95453349000002,31347.45,0.944,0.983
rcp85cooler_ssp3,2093.0,Rhode Island,10.94472771,2303.92,1.289,1.404
rcp85cooler_ssp3,2093.0,South Carolina,102.38191853000001,20844.51,1.146,1.257
rcp85cooler_ssp3,2093.0,South Dakota,17.200957170000002,3340.65,1.291,1.426
rcp85cooler_ssp3,2093.0,Tennessee,116.19644337000001,23055.37,1.036,1.087
rcp85cooler_ssp3,2093.0,Texas,677.59578141,135064.04,1.549,1.628
rcp85cooler_ssp3,2093.0,Utah,75.4874654,14208.63,2.097,2.305
rcp85cooler_ssp3,2093.0,Vermont,6.55864546,1380.63,1.102,1.2
rcp85cooler_ssp3,2093.0,Virginia,128.34688826000001,26953.14,1.01,1.053
rcp85cooler_ssp3,2093.0,Washington,133.06075165000001,22456.17,1.232,1.183
rcp85cooler_ssp3,2093.0,West Virginia,29.523925809999998,6213.91,0.916,0.953
rcp85cooler_ssp3,2093.0,Wisconsin,94.71091756999999,17483.67,1.294,1.357
rcp85cooler_ssp3,2093.0,Wyoming,28.70944504,5008.93,1.753,1.908
rcp85cooler_ssp3,2094.0,Alabama,103.97733686,20842.92,1.105,1.177
rcp85cooler_ssp3,2094.0,Arizona,124.85348920999999,28272.33,1.392,1.395
rcp85cooler_ssp3,2094.0,Arkansas,59.477360909999994,11269.98,1.188,1.266
rcp85cooler_ssp3,2094.0,California,410.69273676,84627.48,1.295,1.362
rcp85cooler_ssp3,2094.0,Colorado,111.04318569,21718.93,1.828,1.982
rcp85cooler_ssp3,2094.0,Connecticut,34.43417488,6910.92,1.081,1.123
rcp85cooler_ssp3,2094.0,Delaware,13.7946071,2739.46,1.09,1.07
rcp85cooler_ssp3,2094.0,District of Columbia,10.455433529999999,2076.34,0.797,0.783
rcp85cooler_ssp3,2094.0,Florida,254.57322932,50307.42,0.943,0.97
rcp85cooler_ssp3,2094.0,Georgia,162.12396414,32559.45,1.079,1.145
rcp85cooler_ssp3,2094.0,Idaho,43.0721784,8722.44,1.632,1.761
rcp85cooler_ssp3,2094.0,Illinois,164.49064901,31671.42,1.086,1.078
rcp85cooler_ssp3,2094.0,Indiana,129.96583823999998,24100.92,1.235,1.249
rcp85cooler_ssp3,2094.0,Iowa,75.12644725,14053.96,1.451,1.532
rcp85cooler_ssp3,2094.0,Kansas,70.75829804,14714.97,1.552,1.735
rcp85cooler_ssp3,2094.0,Kentucky,94.73832784,18272.97,1.165,1.194
rcp85cooler_ssp3,2094.0,Louisiana,99.21259336,18290.49,1.042,1.087
rcp85cooler_ssp3,2094.0,Maine,16.97976668,3407.83,1.375,1.428
rcp85cooler_ssp3,2094.0,Maryland,64.23388701,12756.15,0.893,0.877
rcp85cooler_ssp3,2094.0,Massachusetts,72.43628173,14537.92,1.186,1.232
rcp85cooler_ssp3,2094.0,Michigan,109.28593756000001,19888.96,1.018,1.039
rcp85cooler_ssp3,2094.0,Minnesota,95.72079347,17465.57,1.302,1.347
rcp85cooler_ssp3,2094.0,Mississippi,55.754510329999995,10515.44,1.076,1.15
rcp85cooler_ssp3,2094.0,Missouri,115.9988007,22738.51,1.258,1.384
rcp85cooler_ssp3,2094.0,Montana,21.557668510000003,3725.46,1.423,1.584
rcp85cooler_ssp3,2094.0,Nebraska,48.2623181,9977.86,1.467,1.643
rcp85cooler_ssp3,2094.0,Nevada,53.780068560000004,11991.88,1.306,1.394
rcp85cooler_ssp3,2094.0,New Hampshire,15.507234789999998,3112.29,1.277,1.326
rcp85cooler_ssp3,2094.0,New Jersey,63.28676719,12551.45,0.736,0.726
rcp85cooler_ssp3,2094.0,New Mexico,44.25565043,8905.96,1.81,1.991
rcp85cooler_ssp3,2094.0,New York,167.49916311,34097.53,0.972,1.043
rcp85cooler_ssp3,2094.0,North Carolina,160.34185189,32209.91,1.064,1.133
rcp85cooler_ssp3,2094.0,North Dakota,33.794721270000004,6570.59,1.733,1.884
rcp85cooler_ssp3,2094.0,Ohio,164.85582572,32738.58,1.061,1.042
rcp85cooler_ssp3,2094.0,Oklahoma,110.55709347,22996.85,1.652,1.839
rcp85cooler_ssp3,2094.0,Oregon,68.45961148,12047.84,1.246,1.314
rcp85cooler_ssp3,2094.0,Pennsylvania,149.20261532,29629.06,0.945,0.929
rcp85cooler_ssp3,2094.0,Rhode Island,10.91011331,2189.65,1.285,1.335
rcp85cooler_ssp3,2094.0,South Carolina,102.01442752,20243.8,1.142,1.22
rcp85cooler_ssp3,2094.0,South Dakota,17.16400564,3344.06,1.288,1.427
rcp85cooler_ssp3,2094.0,Tennessee,115.12040987,22932.33,1.026,1.082
rcp85cooler_ssp3,2094.0,Texas,675.9687480900001,131941.1,1.545,1.591
rcp85cooler_ssp3,2094.0,Utah,75.45488236,13769.44,2.096,2.234
rcp85cooler_ssp3,2094.0,Vermont,6.519966719999999,1308.55,1.095,1.137
rcp85cooler_ssp3,2094.0,Virginia,127.27353348999999,25231.9,1.001,0.986
rcp85cooler_ssp3,2094.0,Washington,132.47654143,23316.58,1.227,1.229
rcp85cooler_ssp3,2094.0,West Virginia,29.453723510000003,5849.19,0.914,0.897
rcp85cooler_ssp3,2094.0,Wisconsin,94.11881977,17021.59,1.286,1.321
rcp85cooler_ssp3,2094.0,Wyoming,28.59535261,4952.0,1.746,1.886
rcp85cooler_ssp3,2095.0,Alabama,103.54963418999999,21284.11,1.101,1.201
rcp85cooler_ssp3,2095.0,Arizona,124.48775542,29567.71,1.388,1.459
rcp85cooler_ssp3,2095.0,Arkansas,59.11322465,11182.95,1.18,1.256
rcp85cooler_ssp3,2095.0,California,408.16984235,87649.41,1.287,1.41
rcp85cooler_ssp3,2095.0,Colorado,110.6239983,21685.83,1.821,1.979
rcp85cooler_ssp3,2095.0,Connecticut,34.249869020000006,6904.82,1.075,1.122
rcp85cooler_ssp3,2095.0,Delaware,13.79423169,2799.23,1.09,1.094
rcp85cooler_ssp3,2095.0,District of Columbia,10.47130062,2124.92,0.798,0.801
rcp85cooler_ssp3,2095.0,Florida,251.86768984,48075.23,0.933,0.927
rcp85cooler_ssp3,2095.0,Georgia,161.30474053,33183.48,1.074,1.167
rcp85cooler_ssp3,2095.0,Idaho,42.99565104,8882.09,1.629,1.793
rcp85cooler_ssp3,2095.0,Illinois,163.21899956000001,32349.9,1.078,1.101
rcp85cooler_ssp3,2095.0,Indiana,129.90819699,24567.09,1.234,1.273
rcp85cooler_ssp3,2095.0,Iowa,74.99532917,14080.25,1.448,1.535
rcp85cooler_ssp3,2095.0,Kansas,70.61939365,14560.03,1.549,1.717
rcp85cooler_ssp3,2095.0,Kentucky,94.58046298000001,18983.28,1.163,1.241
rcp85cooler_ssp3,2095.0,Louisiana,98.86681603,18379.38,1.038,1.092
rcp85cooler_ssp3,2095.0,Maine,16.88169941,3403.38,1.367,1.426
rcp85cooler_ssp3,2095.0,Maryland,64.26051017,13040.25,0.893,0.896
rcp85cooler_ssp3,2095.0,Massachusetts,72.14534306,14544.61,1.181,1.232
rcp85cooler_ssp3,2095.0,Michigan,109.30304256999999,20213.46,1.019,1.056
rcp85cooler_ssp3,2095.0,Minnesota,95.55731418,17664.78,1.299,1.362
rcp85cooler_ssp3,2095.0,Mississippi,55.46545166,10819.6,1.07,1.183
rcp85cooler_ssp3,2095.0,Missouri,115.54158371,22416.24,1.253,1.364
rcp85cooler_ssp3,2095.0,Montana,21.50960753,3834.98,1.419,1.63
rcp85cooler_ssp3,2095.0,Nebraska,48.26695463,9890.18,1.467,1.628
rcp85cooler_ssp3,2095.0,Nevada,53.50337155,11840.9,1.299,1.377
rcp85cooler_ssp3,2095.0,New Hampshire,15.44325322,3113.38,1.272,1.327
rcp85cooler_ssp3,2095.0,New Jersey,63.14480927,12798.83,0.734,0.74
rcp85cooler_ssp3,2095.0,New Mexico,44.202582619999994,8571.01,1.808,1.916
rcp85cooler_ssp3,2095.0,New York,166.46427897,33913.74,0.966,1.037
rcp85cooler_ssp3,2095.0,North Carolina,159.3856775,32453.86,1.058,1.142
rcp85cooler_ssp3,2095.0,North Dakota,33.81788885,6514.61,1.734,1.868
rcp85cooler_ssp3,2095.0,Ohio,164.65730423,33413.56,1.06,1.063
rcp85cooler_ssp3,2095.0,Oklahoma,110.6897801,22913.05,1.654,1.833
rcp85cooler_ssp3,2095.0,Oregon,68.14971804000001,12513.55,1.24,1.365
rcp85cooler_ssp3,2095.0,Pennsylvania,149.4506984,30320.86,0.947,0.95
rcp85cooler_ssp3,2095.0,Rhode Island,10.87549924,2192.52,1.281,1.336
rcp85cooler_ssp3,2095.0,South Carolina,101.64693609,20580.59,1.138,1.241
rcp85cooler_ssp3,2095.0,South Dakota,17.12705437,3279.7,1.285,1.4
rcp85cooler_ssp3,2095.0,Tennessee,114.04437614,23561.13,1.017,1.111
rcp85cooler_ssp3,2095.0,Texas,674.34171492,135412.3,1.541,1.632
rcp85cooler_ssp3,2095.0,Utah,75.42229884999999,14247.84,2.095,2.312
rcp85cooler_ssp3,2095.0,Vermont,6.4812901,1306.64,1.089,1.136
rcp85cooler_ssp3,2095.0,Virginia,126.20017865999999,25600.12,0.993,1.0
rcp85cooler_ssp3,2095.0,Washington,131.89233164,20721.24,1.221,1.092
rcp85cooler_ssp3,2095.0,West Virginia,29.38352145,5962.74,0.911,0.915
rcp85cooler_ssp3,2095.0,Wisconsin,93.52672106,17204.91,1.278,1.336
rcp85cooler_ssp3,2095.0,Wyoming,28.4812612,5085.3,1.739,1.937
rcp85cooler_ssp3,2096.0,Alabama,103.17095126000001,20824.5,1.097,1.175
rcp85cooler_ssp3,2096.0,Arizona,123.54849945000001,28861.04,1.378,1.424
rcp85cooler_ssp3,2096.0,Arkansas,58.9591002,11249.52,1.177,1.263
rcp85cooler_ssp3,2096.0,California,404.92390137,84780.09,1.277,1.364
rcp85cooler_ssp3,2096.0,Colorado,110.32539537000001,22123.49,1.816,2.019
rcp85cooler_ssp3,2096.0,Connecticut,33.970344950000005,7106.63,1.066,1.154
