Scenario,Year,State,Total_Load_TWh,Peak_Load_MWh,Total_Load_Normalized,Peak_Load_Normalized
historic,2003.0,Kansas,41.52888964,8279.21,0.911,0.976
historic,2003.0,Kentucky,93.35623522,16981.7,1.148,1.11
historic,2003.0,Louisiana,83.36272287999999,14359.33,0.875,0.853
historic,2003.0,Maine,13.497791300000001,2473.77,1.093,1.036
historic,2003.0,Maryland,72.65861411,14032.06,1.01,0.964
historic,2003.0,Massachusetts,61.88262637,11341.36,1.013,0.961
historic,2003.0,Michigan,117.84180624,20287.28,1.098,1.06
historic,2003.0,Minnesota,70.10426505,12017.33,0.953,0.927
historic,2003.0,Mississippi,48.63031024,9073.97,0.938,0.992
historic,2003.0,Missouri,86.14181936,15765.32,0.934,0.959
historic,2003.0,Montana,14.75626769,2437.2,0.974,1.036
historic,2003.0,Nebraska,28.46522002,5605.07,0.865,0.923
historic,2003.0,Nevada,33.50753474,7179.93,0.813,0.835
historic,2003.0,New Hampshire,12.13528305,2224.06,0.999,0.948
historic,2003.0,New Jersey,88.63235772,16922.48,1.03,0.979
historic,2003.0,New Mexico,21.83951854,4119.79,0.893,0.921
historic,2003.0,New York,163.97076080000002,30358.07,0.952,0.929
historic,2003.0,North Carolina,136.75063662,28397.11,0.908,0.999
historic,2003.0,North Dakota,11.39922982,2074.21,0.584,0.595
historic,2003.0,Ohio,173.61730992,33529.53,1.117,1.067
historic,2003.0,Oklahoma,57.877233520000004,11563.66,0.865,0.925
historic,2003.0,Oregon,50.887747399999995,8369.36,0.926,0.913
historic,2003.0,Pennsylvania,158.87569014,30673.53,1.007,0.961
historic,2003.0,Rhode Island,8.70824088,1595.98,1.026,0.973
historic,2003.0,South Carolina,85.62945745,18396.55,0.959,1.109
historic,2003.0,South Dakota,10.4531158,1882.08,0.785,0.803
historic,2003.0,Tennessee,110.74606861,23664.18,0.987,1.116
historic,2003.0,Texas,356.39872541000005,70947.0,0.815,0.855
historic,2003.0,Utah,26.28361314,4652.52,0.73,0.755
historic,2003.0,Vermont,6.3188599299999995,1158.07,1.061,1.007
historic,2003.0,Virginia,115.93617822,22283.96,0.912,0.871
historic,2003.0,Washington,93.61419281,15840.23,0.867,0.835
historic,2003.0,West Virginia,32.13591523,6206.19,0.997,0.952
historic,2003.0,Wisconsin,74.38283188,12698.92,1.017,0.986
historic,2003.0,Wyoming,14.97952169,2513.27,0.915,0.957
historic,2004.0,Alabama,95.87308092,17532.86,1.019,0.99
historic,2004.0,Arizona,75.70615687,16492.99,0.844,0.814
historic,2004.0,Arkansas,49.34480545,8730.91,0.985,0.98
historic,2004.0,California,280.80237952,55132.67,0.886,0.887
historic,2004.0,Colorado,52.54357263,9313.75,0.865,0.85
historic,2004.0,Connecticut,36.4646155,6585.07,1.145,1.07
historic,2004.0,Delaware,13.12205807,2406.3,1.037,0.94
historic,2004.0,District of Columbia,13.03345967,2390.05,0.994,0.901
historic,2004.0,Florida,246.55024419,47749.52,0.913,0.921
historic,2004.0,Georgia,142.77229152,26406.46,0.95,0.929
historic,2004.0,Idaho,23.74241143,4467.62,0.9,0.902
historic,2004.0,Illinois,157.735685,28040.73,1.042,0.955
historic,2004.0,Indiana,114.16395742,19808.97,1.085,1.026
historic,2004.0,Iowa,46.05385154,8075.26,0.889,0.88
historic,2004.0,Kansas,42.40263554,8026.84,0.93,0.946
historic,2004.0,Kentucky,95.35269451,17090.95,1.172,1.117
historic,2004.0,Louisiana,84.34110813,14614.04,0.886,0.868
historic,2004.0,Maine,13.55818975,2448.45,1.098,1.026
historic,2004.0,Maryland,74.02940245,13575.38,1.029,0.933
historic,2004.0,Massachusetts,62.77111896,11335.71,1.028,0.961
historic,2004.0,Michigan,119.89715206999999,20573.43,1.117,1.075
historic,2004.0,Minnesota,71.48241,12285.22,0.972,0.947
historic,2004.0,Mississippi,49.63406765,8694.33,0.958,0.951
historic,2004.0,Missouri,88.15726223,15824.59,0.956,0.963
historic,2004.0,Montana,14.778993880000002,2393.0,0.975,1.017
historic,2004.0,Nebraska,29.12883132,5474.61,0.885,0.901
historic,2004.0,Nevada,34.68029311,7351.06,0.842,0.855
historic,2004.0,New Hampshire,12.30677602,2222.46,1.014,0.947
historic,2004.0,New Jersey,90.08404433,16342.59,1.047,0.945
historic,2004.0,New Mexico,22.33903229,4049.13,0.914,0.905
historic,2004.0,New York,165.58691568999998,28877.04,0.961,0.883
historic,2004.0,North Carolina,139.60912224,25734.84,0.927,0.906
historic,2004.0,North Dakota,11.679652119999998,2108.2,0.599,0.604
historic,2004.0,Ohio,174.86959901,32067.29,1.125,1.021
historic,2004.0,Oklahoma,58.701785380000004,11102.0,0.877,0.888
historic,2004.0,Oregon,51.14402792,9739.29,0.931,1.062
historic,2004.0,Pennsylvania,161.3142656,29573.03,1.022,0.927
historic,2004.0,Rhode Island,8.832108269999999,1594.97,1.04,0.972
historic,2004.0,South Carolina,87.47438423999999,16589.94,0.979,1.0
historic,2004.0,South Dakota,10.71440745,1914.06,0.804,0.817
historic,2004.0,Tennessee,112.70331567,20434.24,1.005,0.964
historic,2004.0,Texas,363.53338573,68674.92,0.831,0.828
historic,2004.0,Utah,26.987097289999998,4639.14,0.75,0.753
historic,2004.0,Vermont,6.4042219000000005,1156.53,1.076,1.005
historic,2004.0,Virginia,118.64560803,21704.76,0.933,0.848
historic,2004.0,Washington,93.07329661,18394.76,0.862,0.969
historic,2004.0,West Virginia,32.64071132,5985.6,1.012,0.918
historic,2004.0,Wisconsin,75.91355132,12980.35,1.037,1.008
historic,2004.0,Wyoming,15.136394359999999,2477.17,0.924,0.943
historic,2005.0,Alabama,97.98016358,18324.26,1.042,1.034
historic,2005.0,Arizona,77.80509316,18609.03,0.868,0.918
historic,2005.0,Arkansas,50.70503232,9074.88,1.012,1.019
historic,2005.0,California,284.08196859,57548.57,0.896,0.926
historic,2005.0,Colorado,53.84326057,9948.91,0.886,0.908
historic,2005.0,Connecticut,36.91483951,7014.64,1.159,1.14
historic,2005.0,Delaware,13.40629819,2607.35,1.059,1.019
historic,2005.0,District of Columbia,13.18903197,2565.1,1.006,0.967
historic,2005.0,Florida,252.74129049,49674.06,0.936,0.958
historic,2005.0,Georgia,146.59840652,27395.66,0.976,0.963
historic,2005.0,Idaho,24.01448792,4623.59,0.91,0.933
historic,2005.0,Illinois,160.17036535,29879.78,1.058,1.017
historic,2005.0,Indiana,116.47513776000001,20665.24,1.107,1.071
historic,2005.0,Iowa,47.008820130000004,8346.38,0.908,0.91
historic,2005.0,Kansas,43.276381619999995,8565.96,0.949,1.01
historic,2005.0,Kentucky,97.34915392,18483.85,1.197,1.208
historic,2005.0,Louisiana,85.3194918,14936.9,0.896,0.888
historic,2005.0,Maine,13.618589,2587.84,1.103,1.084
historic,2005.0,Maryland,75.40019034000001,14664.37,1.048,1.008
historic,2005.0,Massachusetts,63.659611479999995,12096.75,1.042,1.025
historic,2005.0,Michigan,121.95249962000001,21176.78,1.136,1.106
historic,2005.0,Minnesota,72.86055429000001,12641.45,0.991,0.975
historic,2005.0,Mississippi,50.637825299999996,9077.41,0.977,0.993
historic,2005.0,Missouri,90.17270559,16713.16,0.978,1.017
historic,2005.0,Montana,14.80172017,2428.38,0.977,1.032
historic,2005.0,Nebraska,29.792442079999997,5854.82,0.905,0.964
historic,2005.0,Nevada,35.85305125,8059.51,0.87,0.937
historic,2005.0,New Hampshire,12.47826865,2371.15,1.028,1.01
historic,2005.0,New Jersey,91.53573143999999,17687.57,1.064,1.023
historic,2005.0,New Mexico,22.83854547,4256.42,0.934,0.951
historic,2005.0,New York,167.2030709,31475.81,0.971,0.963
historic,2005.0,North Carolina,142.46760738,28634.74,0.946,1.008
historic,2005.0,North Dakota,11.96007456,2195.8,0.613,0.629
historic,2005.0,Ohio,176.12188821,34253.44,1.133,1.09
historic,2005.0,Oklahoma,59.526336439999994,11845.1,0.889,0.947
historic,2005.0,Oregon,51.400308100000004,8740.19,0.935,0.953
historic,2005.0,Pennsylvania,163.75284238999998,31842.09,1.038,0.998
historic,2005.0,Rhode Island,8.955975070000001,1701.84,1.055,1.037
historic,2005.0,South Carolina,89.3193106,18044.51,1.0,1.088
historic,2005.0,South Dakota,10.97569903,2016.59,0.824,0.861
historic,2005.0,Tennessee,114.660563,21567.15,1.022,1.017
historic,2005.0,Texas,370.66804668000003,68611.31,0.847,0.827
historic,2005.0,Utah,27.69058207,4947.85,0.769,0.803
historic,2005.0,Vermont,6.48958388,1233.17,1.09,1.072
historic,2005.0,Virginia,121.35503828,23572.75,0.955,0.921
historic,2005.0,Washington,92.53239992,16660.4,0.857,0.878
historic,2005.0,West Virginia,33.14550858,6446.37,1.028,0.989
historic,2005.0,Wisconsin,77.44427155,13338.29,1.058,1.036
historic,2005.0,Wyoming,15.29326655,2587.97,0.934,0.986
historic,2006.0,Alabama,98.25995222,19011.1,1.045,1.073
historic,2006.0,Arizona,78.38256737,17797.31,0.874,0.878
historic,2006.0,Arkansas,51.09884075,9409.99,1.02,1.057
historic,2006.0,California,284.40698539,63621.65,0.897,1.024
historic,2006.0,Colorado,54.708684579999996,10157.96,0.901,0.927
historic,2006.0,Connecticut,36.25336623,7312.84,1.138,1.188
historic,2006.0,Delaware,13.275296050000001,2847.4,1.049,1.112
historic,2006.0,District of Columbia,13.1741235,2825.7,1.004,1.065
historic,2006.0,Florida,253.54635301,49153.38,0.939,0.948
historic,2006.0,Georgia,148.24769384,28823.12,0.987,1.014
historic,2006.0,Idaho,24.189137679999998,4537.66,0.917,0.916
historic,2006.0,Illinois,159.87298203999998,32296.99,1.056,1.099
historic,2006.0,Indiana,116.24910145,21698.14,1.104,1.124
historic,2006.0,Iowa,47.530788460000004,8633.08,0.918,0.941
historic,2006.0,Kansas,43.51473756,8989.37,0.955,1.06
historic,2006.0,Kentucky,98.17455678,19901.02,1.207,1.301
historic,2006.0,Louisiana,86.89706755,15679.84,0.913,0.932
historic,2006.0,Maine,13.422296880000001,2707.48,1.087,1.134
historic,2006.0,Maryland,74.79581490000001,16042.86,1.039,1.103
historic,2006.0,Massachusetts,63.42837713,12794.45,1.039,1.084
historic,2006.0,Michigan,120.29399745,21784.39,1.121,1.138
historic,2006.0,Minnesota,73.13556736,13134.52,0.994,1.013
historic,2006.0,Mississippi,51.39642155,9440.73,0.992,1.032
historic,2006.0,Missouri,91.12747568,17591.07,0.989,1.07
historic,2006.0,Montana,14.85478056,2438.19,0.98,1.036
historic,2006.0,Nebraska,30.36865327,6217.07,0.923,1.024
historic,2006.0,Nevada,36.07236495,7628.85,0.876,0.887
historic,2006.0,New Hampshire,12.3805856,2497.35,1.02,1.064
historic,2006.0,New Jersey,90.76879251000001,19375.85,1.055,1.121
historic,2006.0,New Mexico,23.19363552,4296.89,0.949,0.96
historic,2006.0,New York,165.69194869,33957.17,0.962,1.039
historic,2006.0,North Carolina,144.04719325,28443.06,0.956,1.001
historic,2006.0,North Dakota,12.40427836,2361.75,0.636,0.677
historic,2006.0,Ohio,174.61084828,37452.06,1.124,1.192
historic,2006.0,Oklahoma,60.33846056,12577.21,0.901,1.006
historic,2006.0,Oregon,51.23542162,8943.42,0.932,0.976
historic,2006.0,Pennsylvania,163.65851793000002,35097.58,1.037,1.1
historic,2006.0,Rhode Island,8.88596158,1792.43,1.047,1.092
historic,2006.0,South Carolina,89.52091087999999,17203.05,1.002,1.037
historic,2006.0,South Dakota,11.289129390000001,2135.6,0.847,0.911
historic,2006.0,Tennessee,114.45148719,22105.46,1.02,1.043
historic,2006.0,Texas,375.34212163999996,73068.73,0.858,0.881
historic,2006.0,Utah,28.306826809999997,5009.78,0.786,0.813
historic,2006.0,Vermont,6.41838171,1294.68,1.078,1.125
historic,2006.0,Virginia,122.23278653,26111.16,0.962,1.02
historic,2006.0,Washington,93.8578112,17033.13,0.869,0.898
historic,2006.0,West Virginia,33.51363385,7188.3,1.04,1.103
historic,2006.0,Wisconsin,77.00142866,13781.42,1.052,1.07
historic,2006.0,Wyoming,15.92198116,2679.9,0.972,1.021
historic,2007.0,Alabama,98.53973984000001,19615.18,1.048,1.107
historic,2007.0,Arizona,78.96004268,17780.96,0.881,0.877
historic,2007.0,Arkansas,51.492648200000005,9031.59,1.028,1.014
historic,2007.0,California,284.73200241,59140.08,0.898,0.952
historic,2007.0,Colorado,55.574108880000004,9683.12,0.915,0.884
historic,2007.0,Connecticut,35.59189354,6731.82,1.117,1.094
historic,2007.0,Delaware,13.14429364,2648.21,1.038,1.035
historic,2007.0,District of Columbia,13.159214789999998,2651.22,1.003,1.0
historic,2007.0,Florida,254.35141538,50219.35,0.942,0.968
historic,2007.0,Georgia,149.89698112,30061.11,0.998,1.057
historic,2007.0,Idaho,24.363787690000002,4563.88,0.923,0.921
historic,2007.0,Illinois,159.57559847,30733.21,1.054,1.046
historic,2007.0,Indiana,116.02306451000001,21053.55,1.102,1.091
historic,2007.0,Iowa,48.05275664,8409.27,0.928,0.917
historic,2007.0,Kansas,43.75309353,8374.68,0.96,0.988
historic,2007.0,Kentucky,98.99996034,19256.76,1.217,1.259
historic,2007.0,Louisiana,88.47464396,15427.62,0.929,0.917
historic,2007.0,Maine,13.226005259999999,2501.55,1.071,1.048
historic,2007.0,Maryland,74.19143915000001,14947.52,1.031,1.027
historic,2007.0,Massachusetts,63.19714246,11953.05,1.035,1.013
historic,2007.0,Michigan,118.63549601999999,20893.56,1.106,1.091
historic,2007.0,Minnesota,73.41058137,12771.62,0.998,0.985
historic,2007.0,Mississippi,52.15501722,9542.83,1.006,1.043
historic,2007.0,Missouri,92.08224567,16502.78,0.999,1.004
historic,2007.0,Montana,14.90784045,2362.62,0.984,1.004
historic,2007.0,Nebraska,30.94486409,5876.55,0.94,0.967
historic,2007.0,Nevada,36.29167962,8105.36,0.881,0.942
historic,2007.0,New Hampshire,12.28290111,2323.18,1.012,0.99
historic,2007.0,New Jersey,90.00185395,17971.05,1.046,1.04
historic,2007.0,New Mexico,23.54872551,4168.45,0.963,0.932
historic,2007.0,New York,164.18082666,31329.55,0.953,0.958
historic,2007.0,North Carolina,145.62677908,29351.52,0.967,1.033
historic,2007.0,North Dakota,12.84848247,2287.36,0.659,0.656
historic,2007.0,Ohio,173.09980928,34874.81,1.114,1.11
historic,2007.0,Oklahoma,61.150584130000006,11743.47,0.914,0.939
historic,2007.0,Oregon,51.07053501,9212.78,0.929,1.005
historic,2007.0,Pennsylvania,163.5641929,32945.03,1.036,1.033
historic,2007.0,Rhode Island,8.81594892,1667.44,1.038,1.016
historic,2007.0,South Carolina,89.72251088,18303.32,1.005,1.103
historic,2007.0,South Dakota,11.60256024,2054.68,0.871,0.877
historic,2007.0,Tennessee,114.24241017,22489.43,1.018,1.061
historic,2007.0,Texas,380.01619744,72781.01,0.869,0.877
historic,2007.0,Utah,28.92307096,4979.52,0.803,0.808
historic,2007.0,Vermont,6.34717988,1200.5,1.066,1.044
historic,2007.0,Virginia,123.11053466,24731.64,0.968,0.966
historic,2007.0,Washington,95.18322262000001,17541.57,0.881,0.924
historic,2007.0,West Virginia,33.88175837,6826.24,1.051,1.047
historic,2007.0,Wisconsin,76.55858604000001,13296.52,1.046,1.032
historic,2007.0,Wyoming,16.55069581,2676.82,1.011,1.019
historic,2008.0,Alabama,98.81952847,19037.13,1.05,1.075
historic,2008.0,Arizona,79.53751702,17308.07,0.887,0.854
historic,2008.0,Arkansas,51.88645619,9086.76,1.036,1.02
historic,2008.0,California,285.05701855,57369.49,0.899,0.923
historic,2008.0,Colorado,56.43953209,10156.18,0.929,0.927
historic,2008.0,Connecticut,34.93042002000001,6436.15,1.097,1.046
historic,2008.0,Delaware,13.01329113,2437.39,1.028,0.952
historic,2008.0,District of Columbia,13.14430575,2461.93,1.002,0.928
historic,2008.0,Florida,255.1564784,49575.85,0.945,0.956
historic,2008.0,Georgia,151.54626805,29205.51,1.009,1.027
historic,2008.0,Idaho,24.53843753,4414.25,0.93,0.891
historic,2008.0,Illinois,159.27821429,28587.79,1.052,0.973
historic,2008.0,Indiana,115.79702843000001,19873.15,1.1,1.03
historic,2008.0,Iowa,48.57472517,8405.7,0.938,0.916
historic,2008.0,Kansas,43.99145047,8466.77,0.965,0.998
historic,2008.0,Kentucky,99.82536303,18644.46,1.227,1.219
historic,2008.0,Louisiana,90.05221990999999,15340.91,0.946,0.912
historic,2008.0,Maine,13.02971293,2400.81,1.055,1.006
historic,2008.0,Maryland,73.58706351000001,13782.85,1.023,0.947
historic,2008.0,Massachusetts,62.96590858,11601.87,1.031,0.983
historic,2008.0,Michigan,116.97699415999999,19743.0,1.09,1.031
historic,2008.0,Minnesota,73.68559456,12410.73,1.002,0.957
historic,2008.0,Mississippi,52.91361372,9392.21,1.021,1.027
historic,2008.0,Missouri,93.03701684,16807.61,1.009,1.023
historic,2008.0,Montana,14.960899439999999,2352.13,0.987,1.0
historic,2008.0,Nebraska,31.5210762,6019.47,0.958,0.991
historic,2008.0,Nevada,36.51099374,7729.18,0.886,0.899
historic,2008.0,New Hampshire,12.18521767,2245.2,1.004,0.957
historic,2008.0,New Jersey,89.23491537000001,16758.24,1.037,0.97
historic,2008.0,New Mexico,23.90381564,4306.89,0.978,0.963
historic,2008.0,New York,162.66970417,31097.91,0.944,0.951
historic,2008.0,North Carolina,147.20636449,28705.33,0.977,1.01
historic,2008.0,North Dakota,13.29268636,2381.54,0.682,0.683
historic,2008.0,Ohio,171.58876934,32138.57,1.104,1.023
historic,2008.0,Oklahoma,61.96270791,11868.87,0.926,0.949
historic,2008.0,Oregon,50.90564832,9206.11,0.926,1.004
historic,2008.0,Pennsylvania,163.46986855,30620.34,1.036,0.96
historic,2008.0,Rhode Island,8.745935560000001,1611.49,1.03,0.982
historic,2008.0,South Carolina,89.92411032,17500.2,1.007,1.055
historic,2008.0,South Dakota,11.91599089,2116.37,0.894,0.903
historic,2008.0,Tennessee,114.03333353000001,21432.26,1.017,1.011
historic,2008.0,Texas,384.69027255000003,73916.28,0.879,0.891
historic,2008.0,Utah,29.53931545,4966.12,0.821,0.806
historic,2008.0,Vermont,6.27597799,1156.39,1.054,1.005
historic,2008.0,Virginia,123.98828245,23150.82,0.975,0.905
historic,2008.0,Washington,96.50863362999999,17265.95,0.894,0.91
historic,2008.0,West Virginia,34.249884030000004,6415.0,1.062,0.984
historic,2008.0,Wisconsin,76.11574242,12755.24,1.04,0.99
historic,2008.0,Wyoming,17.1794104,2736.97,1.049,1.042
historic,2009.0,Alabama,99.09931598,20088.94,1.053,1.134
historic,2009.0,Arizona,80.11499134,18155.38,0.893,0.896
historic,2009.0,Arkansas,52.28026419,9223.22,1.044,1.036
historic,2009.0,California,285.38203522000003,58800.31,0.9,0.946
historic,2009.0,Colorado,57.304956149999995,9825.71,0.943,0.897
historic,2009.0,Connecticut,34.26894754,6520.91,1.076,1.059
historic,2009.0,Delaware,12.88228971,2582.95,1.018,1.009
historic,2009.0,District of Columbia,13.12939667,2632.5,1.001,0.993
historic,2009.0,Florida,255.96154101,48561.99,0.948,0.936
historic,2009.0,Georgia,153.19555547,30082.26,1.02,1.058
historic,2009.0,Idaho,24.71308732,4523.46,0.937,0.913
historic,2009.0,Illinois,158.9808299,30186.61,1.05,1.028
historic,2009.0,Indiana,115.57099285,20393.75,1.098,1.056
historic,2009.0,Iowa,49.09669349,8608.52,0.948,0.938
historic,2009.0,Kansas,44.229806229999994,8241.8,0.97,0.972
historic,2009.0,Kentucky,100.65076623,18989.11,1.237,1.241
historic,2009.0,Louisiana,91.62979594,15966.55,0.962,0.949
historic,2009.0,Maine,12.833421490000001,2442.02,1.039,1.023
historic,2009.0,Maryland,72.98268784999999,14633.35,1.014,1.006
historic,2009.0,Massachusetts,62.734673619999995,11937.55,1.027,1.012
historic,2009.0,Michigan,115.31849185,19886.94,1.075,1.039
historic,2009.0,Minnesota,73.96060792,12827.96,1.006,0.989
historic,2009.0,Mississippi,53.67220968,10046.82,1.036,1.098
historic,2009.0,Missouri,93.99178694,16849.78,1.02,1.025
historic,2009.0,Montana,15.0139602,2310.86,0.991,0.982
historic,2009.0,Nebraska,32.09728706,5928.47,0.975,0.976
historic,2009.0,Nevada,36.7303073,7787.82,0.892,0.906
historic,2009.0,New Hampshire,12.087534199999999,2300.09,0.995,0.98
historic,2009.0,New Jersey,88.46797612,17676.69,1.029,1.023
historic,2009.0,New Mexico,24.25890599,4391.65,0.992,0.982
historic,2009.0,New York,161.15858231,31148.63,0.936,0.953
historic,2009.0,North Carolina,148.78595037,30588.92,0.988,1.076
historic,2009.0,North Dakota,13.73689139,2459.13,0.704,0.705
historic,2009.0,Ohio,170.07773039,34101.32,1.094,1.085
historic,2009.0,Oklahoma,62.77483135,11678.07,0.938,0.934
historic,2009.0,Oregon,50.74076217,8809.91,0.923,0.961
historic,2009.0,Pennsylvania,163.37554355,32754.08,1.035,1.027
historic,2009.0,Rhode Island,8.67592209,1650.91,1.022,1.006
historic,2009.0,South Carolina,90.12571043000001,17790.26,1.009,1.073
historic,2009.0,South Dakota,12.229421199999999,2150.34,0.918,0.918
historic,2009.0,Tennessee,113.8242572,23873.33,1.015,1.126
historic,2009.0,Texas,389.36434787,75263.49,0.89,0.907
historic,2009.0,Utah,30.15556021,5127.08,0.838,0.832
historic,2009.0,Vermont,6.20477597,1180.68,1.042,1.026
historic,2009.0,Virginia,124.86603084000001,24937.08,0.982,0.974
historic,2009.0,Washington,97.83404464,17048.74,0.906,0.898
historic,2009.0,West Virginia,34.61800927,6941.06,1.074,1.065
historic,2009.0,Wisconsin,75.67289966,13078.55,1.034,1.015
historic,2009.0,Wyoming,17.80812529,2832.85,1.088,1.079
historic,2010.0,Alabama,99.37910493000001,18436.37,1.056,1.041
historic,2010.0,Arizona,80.69246609999999,17912.85,0.9,0.884
historic,2010.0,Arkansas,52.67407143,9547.9,1.052,1.072
historic,2010.0,California,285.70705191,60178.99,0.901,0.968
historic,2010.0,Colorado,58.17037962,10263.15,0.958,0.936
historic,2010.0,Connecticut,33.607474780000004,6591.28,1.055,1.071
historic,2010.0,Delaware,12.75128714,2511.0,1.007,0.981
historic,2010.0,District of Columbia,13.114488029999999,2582.52,1.0,0.974
historic,2010.0,Florida,256.76660367,49191.9,0.951,0.948
historic,2010.0,Georgia,154.84484285,29001.52,1.031,1.02
historic,2010.0,Idaho,24.88773751,4603.04,0.943,0.929
historic,2010.0,Illinois,158.68344685,29888.94,1.048,1.017
historic,2010.0,Indiana,115.34495615,20804.7,1.096,1.078
historic,2010.0,Iowa,49.61866162,8912.06,0.958,0.971
historic,2010.0,Kansas,44.46816272,8635.84,0.976,1.018
historic,2010.0,Kentucky,101.47616877,19488.32,1.248,1.274
historic,2010.0,Louisiana,93.20737249,16560.63,0.979,0.984
historic,2010.0,Maine,12.637129949999999,2478.46,1.023,1.038
historic,2010.0,Maryland,72.37831213,14252.82,1.006,0.98
historic,2010.0,Massachusetts,62.50343928,12258.52,1.024,1.039
historic,2010.0,Michigan,113.65998989,20069.26,1.059,1.048
historic,2010.0,Minnesota,74.23562119,13079.23,1.009,1.009
historic,2010.0,Mississippi,54.43080536,9766.99,1.05,1.068
historic,2010.0,Missouri,94.94655762000001,17581.04,1.03,1.07
historic,2010.0,Montana,15.067020320000001,2338.23,0.994,0.994
historic,2010.0,Nebraska,32.67349865,6291.49,0.993,1.036
historic,2010.0,Nevada,36.94962139,7858.27,0.897,0.914
historic,2010.0,New Hampshire,11.98985015,2351.51,0.987,1.002
historic,2010.0,New Jersey,87.70103673,17195.24,1.02,0.995
historic,2010.0,New Mexico,24.61399546,4483.17,1.007,1.002
historic,2010.0,New York,159.64746012999998,31364.71,0.927,0.959
historic,2010.0,North Carolina,150.36553597999998,28383.52,0.998,0.999
historic,2010.0,North Dakota,14.18109483,2616.59,0.727,0.75
historic,2010.0,Ohio,168.5666904,33194.33,1.085,1.056
historic,2010.0,Oklahoma,63.586955530000004,12362.41,0.95,0.989
historic,2010.0,Oregon,50.57587641,8806.05,0.92,0.961
historic,2010.0,Pennsylvania,163.28121893,32147.93,1.035,1.008
historic,2010.0,Rhode Island,8.60590906,1687.84,1.014,1.029
historic,2010.0,South Carolina,90.32731076,16954.25,1.011,1.022
historic,2010.0,South Dakota,12.542852029999999,2269.84,0.941,0.969
historic,2010.0,Tennessee,113.61518027,21226.25,1.013,1.001
historic,2010.0,Texas,394.03842320999996,76592.28,0.901,0.923
historic,2010.0,Utah,30.77180419,5299.96,0.855,0.86
historic,2010.0,Vermont,6.13357357,1202.95,1.03,1.046
historic,2010.0,Virginia,125.74377903,24722.69,0.989,0.966
historic,2010.0,Washington,99.15945565999999,17637.57,0.918,0.929
historic,2010.0,West Virginia,34.98613428,6889.51,1.085,1.057
historic,2010.0,Wisconsin,75.23005676999999,13169.62,1.028,1.022
historic,2010.0,Wyoming,18.43684034,2948.3,1.126,1.123
historic,2011.0,Alabama,98.58703805,19802.2,1.048,1.118
historic,2011.0,Arizona,81.46743903,17845.39,0.909,0.88
historic,2011.0,Arkansas,52.13677684,9658.23,1.041,1.085
historic,2011.0,California,285.69805544999997,55165.51,0.901,0.888
historic,2011.0,Colorado,58.27569675,10368.93,0.959,0.946
historic,2011.0,Connecticut,33.36399671,6503.32,1.047,1.056
historic,2011.0,Delaware,12.704566470000001,2624.25,1.004,1.025
historic,2011.0,District of Columbia,12.99218629,2683.66,0.991,1.012
historic,2011.0,Florida,257.37935099000003,50227.74,0.954,0.968
historic,2011.0,Georgia,153.40487303,30978.97,1.021,1.09
historic,2011.0,Idaho,24.86009147,4469.09,0.942,0.902
historic,2011.0,Illinois,156.94144638,30742.24,1.036,1.046
historic,2011.0,Indiana,114.56344448,21094.81,1.088,1.093
historic,2011.0,Iowa,49.78882436,9108.27,0.961,0.993
historic,2011.0,Kansas,44.221824549999994,9037.85,0.97,1.066
historic,2011.0,Kentucky,97.46314747,19170.6,1.198,1.253
historic,2011.0,Louisiana,94.31508455,17082.1,0.99,1.015
historic,2011.0,Maine,12.6791377,2471.42,1.027,1.035
historic,2011.0,Maryland,71.54546354,14778.42,0.994,1.016
historic,2011.0,Massachusetts,61.96527272,12078.28,1.015,1.023
historic,2011.0,Michigan,113.07929745,20401.53,1.054,1.066
historic,2011.0,Minnesota,73.77285476,13258.6,1.003,1.022
historic,2011.0,Mississippi,54.052609049999994,9992.73,1.043,1.093
historic,2011.0,Missouri,93.72618596,17941.1,1.017,1.092
historic,2011.0,Montana,15.11820685,2479.77,0.998,1.054
historic,2011.0,Nebraska,32.49332535,6590.38,0.988,1.085
historic,2011.0,Nevada,37.3010513,7710.82,0.906,0.897
historic,2011.0,New Hampshire,11.98773731,2336.65,0.987,0.996
historic,2011.0,New Jersey,86.79253453,17831.61,1.009,1.032
historic,2011.0,New Mexico,24.675120829999997,4457.39,1.009,0.996
historic,2011.0,New York,160.45608791,32286.03,0.932,0.988
historic,2011.0,North Carolina,149.43869995,30908.05,0.992,1.088
historic,2011.0,North Dakota,15.22975775,2899.19,0.781,0.831
historic,2011.0,Ohio,166.99919762000002,34495.34,1.075,1.098
historic,2011.0,Oklahoma,64.14557932,13139.19,0.958,1.051
historic,2011.0,Oregon,50.69579727,8986.99,0.923,0.98
historic,2011.0,Pennsylvania,162.25148969999998,33508.54,1.028,1.05
historic,2011.0,Rhode Island,8.565821810000001,1669.65,1.009,1.018
historic,2011.0,South Carolina,89.75212468000001,18070.03,1.005,1.089
historic,2011.0,South Dakota,12.676902740000001,2389.89,0.951,1.02
historic,2011.0,Tennessee,112.55603629000001,22389.05,1.003,1.056
historic,2011.0,Texas,400.37111713,78043.04,0.915,0.941
historic,2011.0,Utah,31.14983077,5275.51,0.865,0.856
historic,2011.0,Vermont,6.10143709,1189.29,1.025,1.034
historic,2011.0,Virginia,125.10819196,25748.81,0.984,1.006
