Scenario,Year,Interconnection,Total_Load_TWh,Peak_Load_MWh,Total_Load_Normalized,Peak_Load_Normalized
rcp45cooler_ssp3,2096.0,WECC,1406.47344086,266181.86,1.783,1.888
rcp45cooler_ssp3,2096.0,ERCOT,785.02648736,158879.31,2.406,2.429
rcp45cooler_ssp3,2097.0,EIC,4734.079729020001,894561.66,1.552,1.585
rcp45cooler_ssp3,2097.0,WECC,1406.62796563,268696.28,1.783,1.906
rcp45cooler_ssp3,2097.0,ERCOT,793.8527334199999,161981.49,2.433,2.476
rcp45cooler_ssp3,2098.0,EIC,4751.418177750001,884163.21,1.557,1.567
rcp45cooler_ssp3,2098.0,WECC,1405.64069658,269364.39999999997,1.782,1.911
rcp45cooler_ssp3,2098.0,ERCOT,796.39455303,167263.95,2.441,2.557
rcp45cooler_ssp3,2099.0,EIC,4762.60053121,899289.5700000001,1.561,1.593
rcp45cooler_ssp3,2099.0,WECC,1405.99172277,263556.82,1.782,1.869
rcp45cooler_ssp3,2099.0,ERCOT,803.7541624600001,166310.31,2.463,2.543
rcp45cooler_ssp5,2020.0,EIC,3109.6377246300003,598710.58,1.019,1.061
rcp45cooler_ssp5,2020.0,WECC,824.36603171,159921.93,1.045,1.134
rcp45cooler_ssp5,2020.0,ERCOT,336.76663072,70080.24,1.032,1.071
rcp45cooler_ssp5,2021.0,EIC,3121.99125207,595205.0,1.023,1.055
rcp45cooler_ssp5,2021.0,WECC,838.2716835399999,156812.85,1.063,1.112
rcp45cooler_ssp5,2021.0,ERCOT,339.13479704,67965.32,1.039,1.039
rcp45cooler_ssp5,2022.0,EIC,3132.7143375,575641.14,1.027,1.02
rcp45cooler_ssp5,2022.0,WECC,852.00804753,159907.93,1.08,1.134
rcp45cooler_ssp5,2022.0,ERCOT,343.30268973,68694.98,1.052,1.05
rcp45cooler_ssp5,2023.0,EIC,3146.38514459,603312.99,1.031,1.069
rcp45cooler_ssp5,2023.0,WECC,865.53176051,167854.58000000002,1.097,1.191
rcp45cooler_ssp5,2023.0,ERCOT,344.73550814,69877.52,1.057,1.068
rcp45cooler_ssp5,2024.0,EIC,3155.93147928,587136.33,1.034,1.04
rcp45cooler_ssp5,2024.0,WECC,879.24078359,160693.81,1.114,1.14
rcp45cooler_ssp5,2024.0,ERCOT,350.10749586000003,72756.69,1.073,1.112
rcp45cooler_ssp5,2025.0,EIC,3167.0124081199997,571667.4,1.038,1.013
rcp45cooler_ssp5,2025.0,WECC,892.7459628099999,173078.49,1.132,1.228
rcp45cooler_ssp5,2025.0,ERCOT,354.14872804000004,70003.95,1.085,1.07
rcp45cooler_ssp5,2026.0,EIC,3216.71294527,607957.55,1.054,1.077
rcp45cooler_ssp5,2026.0,WECC,909.85717794,167389.87,1.153,1.187
rcp45cooler_ssp5,2026.0,ERCOT,359.39820666,75760.49,1.101,1.158
rcp45cooler_ssp5,2027.0,EIC,3266.0879838200003,624717.89,1.071,1.107
rcp45cooler_ssp5,2027.0,WECC,927.03512068,167252.02,1.175,1.186
rcp45cooler_ssp5,2027.0,ERCOT,364.90645457,74012.78,1.118,1.132
rcp45cooler_ssp5,2028.0,EIC,3313.7978430300004,630175.31,1.086,1.117
rcp45cooler_ssp5,2028.0,WECC,943.97329151,175410.46,1.196,1.244
rcp45cooler_ssp5,2028.0,ERCOT,372.31965703,76284.22,1.141,1.166
rcp45cooler_ssp5,2029.0,EIC,3361.9500624899997,624069.99,1.102,1.106
rcp45cooler_ssp5,2029.0,WECC,961.33971991,182907.4,1.219,1.297
rcp45cooler_ssp5,2029.0,ERCOT,378.86223708999995,73621.54,1.161,1.126
rcp45cooler_ssp5,2030.0,EIC,3409.38821796,660399.05,1.118,1.17
rcp45cooler_ssp5,2030.0,WECC,978.4404566799999,182109.63,1.24,1.292
rcp45cooler_ssp5,2030.0,ERCOT,386.38457306,78394.96,1.184,1.199
rcp45cooler_ssp5,2031.0,EIC,3456.57357422,656120.08,1.133,1.162
rcp45cooler_ssp5,2031.0,WECC,996.56249944,183209.54,1.263,1.299
rcp45cooler_ssp5,2031.0,ERCOT,392.01062396,75943.12,1.201,1.161
rcp45cooler_ssp5,2032.0,EIC,3499.02913403,658979.7,1.147,1.168
rcp45cooler_ssp5,2032.0,WECC,1015.8985552400001,187668.01,1.288,1.331
rcp45cooler_ssp5,2032.0,ERCOT,401.15245762,80881.61,1.229,1.237
rcp45cooler_ssp5,2033.0,EIC,3545.5713251999996,664608.07,1.162,1.178
rcp45cooler_ssp5,2033.0,WECC,1033.9041314400001,196752.54,1.31,1.396
rcp45cooler_ssp5,2033.0,ERCOT,407.53813458999997,81761.3,1.249,1.25
rcp45cooler_ssp5,2034.0,EIC,3589.4778902,652264.9600000001,1.177,1.156
rcp45cooler_ssp5,2034.0,WECC,1052.49112951,194394.33000000002,1.334,1.379
rcp45cooler_ssp5,2034.0,ERCOT,415.97802141000005,86098.03,1.275,1.316
rcp45cooler_ssp5,2035.0,EIC,3635.1428329,694145.1799999999,1.192,1.23
rcp45cooler_ssp5,2035.0,WECC,1070.8258209,200857.71,1.357,1.425
rcp45cooler_ssp5,2035.0,ERCOT,422.91183673,88428.28,1.296,1.352
rcp45cooler_ssp5,2036.0,EIC,3695.75138723,686393.72,1.211,1.216
rcp45cooler_ssp5,2036.0,WECC,1094.48127424,212897.53,1.387,1.51
rcp45cooler_ssp5,2036.0,ERCOT,435.75762416000003,87430.16,1.336,1.337
rcp45cooler_ssp5,2037.0,EIC,3758.45287622,727855.2,1.232,1.29
rcp45cooler_ssp5,2037.0,WECC,1118.64742362,209360.41,1.418,1.485
rcp45cooler_ssp5,2037.0,ERCOT,445.99977928,90630.08,1.367,1.386
rcp45cooler_ssp5,2038.0,EIC,3819.30991838,725792.29,1.252,1.286
rcp45cooler_ssp5,2038.0,WECC,1141.9460491900002,219988.3,1.447,1.56
rcp45cooler_ssp5,2038.0,ERCOT,458.95390555,95438.0,1.407,1.459
rcp45cooler_ssp5,2039.0,EIC,3882.8757183899997,762984.9099999999,1.273,1.352
rcp45cooler_ssp5,2039.0,WECC,1166.09331049,213147.05,1.478,1.512
rcp45cooler_ssp5,2039.0,ERCOT,468.35063847000004,97029.22,1.435,1.483
rcp45cooler_ssp5,2040.0,EIC,3943.81420073,743122.8,1.293,1.317
rcp45cooler_ssp5,2040.0,WECC,1189.5323825,222895.99,1.508,1.581
rcp45cooler_ssp5,2040.0,ERCOT,481.08288017,103426.11,1.474,1.581
rcp45cooler_ssp5,2041.0,EIC,4014.52095055,775811.85,1.316,1.375
rcp45cooler_ssp5,2041.0,WECC,1214.67673462,229857.01,1.54,1.63
rcp45cooler_ssp5,2041.0,ERCOT,488.46290528,100695.88,1.497,1.539
rcp45cooler_ssp5,2042.0,EIC,4083.2073468099998,777316.78,1.338,1.377
rcp45cooler_ssp5,2042.0,WECC,1239.41554792,234549.95,1.571,1.664
rcp45cooler_ssp5,2042.0,ERCOT,498.26882615,102161.6,1.527,1.562
rcp45cooler_ssp5,2043.0,EIC,4150.75462965,763961.85,1.361,1.354
rcp45cooler_ssp5,2043.0,WECC,1264.21457598,238729.47999999998,1.602,1.693
rcp45cooler_ssp5,2043.0,ERCOT,509.1536428,108074.13,1.56,1.652
rcp45cooler_ssp5,2044.0,EIC,4220.10708188,767588.74,1.383,1.36
rcp45cooler_ssp5,2044.0,WECC,1288.97220089,236734.47,1.634,1.679
rcp45cooler_ssp5,2044.0,ERCOT,518.27469368,104467.27,1.588,1.597
rcp45cooler_ssp5,2045.0,EIC,4289.39451106,803118.86,1.406,1.423
rcp45cooler_ssp5,2045.0,WECC,1313.27434776,250912.84,1.665,1.78
rcp45cooler_ssp5,2045.0,ERCOT,527.91624517,105564.4,1.618,1.614
rcp45cooler_ssp5,2046.0,EIC,4373.23513107,878535.61,1.434,1.557
rcp45cooler_ssp5,2046.0,WECC,1342.21138009,272275.5,1.701,1.931
rcp45cooler_ssp5,2046.0,ERCOT,543.44161134,109976.05,1.666,1.681
rcp45cooler_ssp5,2047.0,EIC,4462.412654299999,857576.66,1.463,1.519
rcp45cooler_ssp5,2047.0,WECC,1371.53483176,258061.62000000002,1.738,1.83
rcp45cooler_ssp5,2047.0,ERCOT,553.2436549700001,113997.32,1.696,1.743
rcp45cooler_ssp5,2048.0,EIC,4544.76813117,847224.29,1.49,1.501
rcp45cooler_ssp5,2048.0,WECC,1400.12859579,253904.06,1.775,1.801
rcp45cooler_ssp5,2048.0,ERCOT,570.59743174,115638.21,1.749,1.768
rcp45cooler_ssp5,2049.0,EIC,4626.61787585,885628.59,1.517,1.569
rcp45cooler_ssp5,2049.0,WECC,1429.18901586,271423.99,1.812,1.925
rcp45cooler_ssp5,2049.0,ERCOT,587.99028607,120371.26,1.802,1.84
rcp45cooler_ssp5,2050.0,EIC,4715.48341597,891173.74,1.546,1.579
rcp45cooler_ssp5,2050.0,WECC,1457.54389347,272383.94,1.847,1.932
rcp45cooler_ssp5,2050.0,ERCOT,599.07288153,124670.64,1.836,1.906
rcp45cooler_ssp5,2051.0,EIC,4801.18962826,940027.3,1.574,1.666
rcp45cooler_ssp5,2051.0,WECC,1489.1879946600002,277112.47,1.888,1.966
rcp45cooler_ssp5,2051.0,ERCOT,621.7439701000001,127067.26,1.906,1.943
rcp45cooler_ssp5,2052.0,EIC,4892.764633049999,953461.4199999999,1.604,1.689
rcp45cooler_ssp5,2052.0,WECC,1521.39492229,288090.79,1.928,2.043
rcp45cooler_ssp5,2052.0,ERCOT,637.9834349299999,130915.36,1.955,2.001
rcp45cooler_ssp5,2053.0,EIC,4986.26521013,933524.48,1.634,1.654
rcp45cooler_ssp5,2053.0,WECC,1553.0987776700001,298937.52,1.969,2.12
rcp45cooler_ssp5,2053.0,ERCOT,652.8003984500001,132154.15,2.001,2.02
rcp45cooler_ssp5,2054.0,EIC,5078.343246060001,908624.9199999999,1.665,1.61
rcp45cooler_ssp5,2054.0,WECC,1584.59976766,286125.88,2.008,2.029
rcp45cooler_ssp5,2054.0,ERCOT,669.24277577,131850.87,2.051,2.016
rcp45cooler_ssp5,2055.0,EIC,5167.03597652,960547.13,1.694,1.702
rcp45cooler_ssp5,2055.0,WECC,1616.8421970999998,303517.37,2.049,2.153
rcp45cooler_ssp5,2055.0,ERCOT,688.3290112899999,140413.52,2.11,2.147
rcp45cooler_ssp5,2056.0,EIC,5296.2284121,1007733.89,1.736,1.785
rcp45cooler_ssp5,2056.0,WECC,1654.5638294100002,313322.8,2.097,2.222
rcp45cooler_ssp5,2056.0,ERCOT,711.70393615,143679.97,2.181,2.197
rcp45cooler_ssp5,2057.0,EIC,5419.870571219999,1032525.3099999999,1.777,1.829
rcp45cooler_ssp5,2057.0,WECC,1692.94937572,318002.68,2.146,2.256
rcp45cooler_ssp5,2057.0,ERCOT,739.96522688,148187.88,2.268,2.266
rcp45cooler_ssp5,2058.0,EIC,5549.16251154,1016202.09,1.819,1.8
rcp45cooler_ssp5,2058.0,WECC,1730.07686317,331000.33,2.193,2.348
rcp45cooler_ssp5,2058.0,ERCOT,763.83479972,158960.34,2.341,2.43
rcp45cooler_ssp5,2059.0,EIC,5674.2000583,1041979.89,1.86,1.846
rcp45cooler_ssp5,2059.0,WECC,1768.8646394300001,328505.75,2.242,2.33
rcp45cooler_ssp5,2059.0,ERCOT,790.29847138,161835.63,2.422,2.474
rcp45cooler_ssp5,2060.0,EIC,5800.98657564,1137374.92,1.902,2.015
rcp45cooler_ssp5,2060.0,WECC,1805.9683715,359197.2,2.289,2.548
rcp45cooler_ssp5,2060.0,ERCOT,816.69721797,171973.35,2.503,2.629
rcp45cooler_ssp5,2061.0,EIC,5935.360209459999,1152911.42,1.946,2.043
rcp45cooler_ssp5,2061.0,WECC,1849.48363277,350002.37,2.344,2.483
rcp45cooler_ssp5,2061.0,ERCOT,838.88396747,168929.83,2.571,2.583
rcp45cooler_ssp5,2062.0,EIC,6064.78966659,1142448.7,1.988,2.024
rcp45cooler_ssp5,2062.0,WECC,1892.63034527,359130.91,2.399,2.547
rcp45cooler_ssp5,2062.0,ERCOT,866.38344189,173784.54,2.655,2.657
rcp45cooler_ssp5,2063.0,EIC,6202.558178200001,1203386.71,2.033,2.132
rcp45cooler_ssp5,2063.0,WECC,1935.3658323,381242.65,2.453,2.704
rcp45cooler_ssp5,2063.0,ERCOT,885.95508395,182263.8,2.715,2.787
rcp45cooler_ssp5,2064.0,EIC,6327.303204350001,1202129.28,2.074,2.13
rcp45cooler_ssp5,2064.0,WECC,1978.24861148,361753.83,2.507,2.566
rcp45cooler_ssp5,2064.0,ERCOT,918.40291852,190206.18,2.815,2.908
rcp45cooler_ssp5,2065.0,EIC,6458.943352419999,1186921.64,2.117,2.103
rcp45cooler_ssp5,2065.0,WECC,2020.93828517,397971.43,2.562,2.823
rcp45cooler_ssp5,2065.0,ERCOT,944.14874429,189253.8,2.894,2.893
rcp45cooler_ssp5,2066.0,EIC,6602.59285814,1277948.94,2.164,2.264
rcp45cooler_ssp5,2066.0,WECC,2061.97354473,386179.99,2.614,2.739
rcp45cooler_ssp5,2066.0,ERCOT,966.58369793,206518.45,2.962,3.157
rcp45cooler_ssp5,2067.0,EIC,6744.5592549699995,1322004.33,2.211,2.342
rcp45cooler_ssp5,2067.0,WECC,2103.27105958,387840.77999999997,2.666,2.751
rcp45cooler_ssp5,2067.0,ERCOT,990.43951439,203132.0,3.036,3.106
rcp45cooler_ssp5,2068.0,EIC,6881.565281089999,1346055.8699999999,2.256,2.385
rcp45cooler_ssp5,2068.0,WECC,2143.94000009,406315.48,2.717,2.882
rcp45cooler_ssp5,2068.0,ERCOT,1019.8842772,216441.94,3.126,3.309
rcp45cooler_ssp5,2069.0,EIC,7021.26446191,1348133.55,2.302,2.389
rcp45cooler_ssp5,2069.0,WECC,2185.7456044699998,419763.58,2.77,2.977
rcp45cooler_ssp5,2069.0,ERCOT,1045.49921011,207118.44,3.204,3.167
rcp45cooler_ssp5,2070.0,EIC,7158.5032577,1410299.09,2.347,2.499
rcp45cooler_ssp5,2070.0,WECC,2226.75849135,415465.79,2.822,2.947
rcp45cooler_ssp5,2070.0,ERCOT,1074.36725226,221825.15,3.293,3.391
rcp45cooler_ssp5,2071.0,EIC,7294.886768140001,1393922.65,2.391,2.47
rcp45cooler_ssp5,2071.0,WECC,2260.17211336,413828.93,2.865,2.935
rcp45cooler_ssp5,2071.0,ERCOT,1092.58225361,217723.35,3.349,3.329
rcp45cooler_ssp5,2072.0,EIC,7416.253201109999,1436267.69,2.431,2.545
rcp45cooler_ssp5,2072.0,WECC,2296.8503048499997,433029.56,2.911,3.071
rcp45cooler_ssp5,2072.0,ERCOT,1122.5497557,229024.88,3.44,3.501
rcp45cooler_ssp5,2073.0,EIC,7549.35524773,1446322.88,2.475,2.563
rcp45cooler_ssp5,2073.0,WECC,2330.15311005,451792.68,2.953,3.204
rcp45cooler_ssp5,2073.0,ERCOT,1144.1570334100002,234968.4,3.507,3.592
rcp45cooler_ssp5,2074.0,EIC,7676.23100712,1418377.33,2.516,2.513
rcp45cooler_ssp5,2074.0,WECC,2364.82848979,446243.28,2.997,3.165
rcp45cooler_ssp5,2074.0,ERCOT,1170.61802559,237541.29,3.588,3.632
rcp45cooler_ssp5,2075.0,EIC,7806.95345398,1526483.38,2.559,2.705
rcp45cooler_ssp5,2075.0,WECC,2398.8066843899996,475940.52,3.041,3.376
rcp45cooler_ssp5,2075.0,ERCOT,1193.92951066,248551.34,3.659,3.8
rcp45cooler_ssp5,2076.0,EIC,7971.79618768,1509376.36,2.613,2.674
rcp45cooler_ssp5,2076.0,WECC,2444.42457019,483591.76,3.098,3.43
rcp45cooler_ssp5,2076.0,ERCOT,1233.92681055,253051.51,3.782,3.869
rcp45cooler_ssp5,2077.0,EIC,8144.62413001,1621619.3599999999,2.67,2.873
rcp45cooler_ssp5,2077.0,WECC,2491.45712414,465722.17,3.158,3.303
rcp45cooler_ssp5,2077.0,ERCOT,1264.52423385,257400.4,3.876,3.935
rcp45cooler_ssp5,2078.0,EIC,8310.72761716,1596747.76,2.724,2.829
rcp45cooler_ssp5,2078.0,WECC,2536.01707388,500302.43,3.214,3.549
rcp45cooler_ssp5,2078.0,ERCOT,1304.31871399,276601.19,3.998,4.229
rcp45cooler_ssp5,2079.0,EIC,8485.37736219,1679904.1099999999,2.781,2.976
rcp45cooler_ssp5,2079.0,WECC,2583.0433928800003,478730.5,3.274,3.396
rcp45cooler_ssp5,2079.0,ERCOT,1333.10057056,282581.37,4.086,4.32
rcp45cooler_ssp5,2080.0,EIC,8651.75929165,1650318.06,2.836,2.924
rcp45cooler_ssp5,2080.0,WECC,2628.28548845,499538.29,3.331,3.543
rcp45cooler_ssp5,2080.0,ERCOT,1371.93446169,297410.22,4.205,4.547
rcp45cooler_ssp5,2081.0,EIC,8859.357532769998,1740746.99,2.904,3.084
rcp45cooler_ssp5,2081.0,WECC,2681.98025215,516437.97,3.399,3.663
rcp45cooler_ssp5,2081.0,ERCOT,1402.21019132,291782.4,4.298,4.461
rcp45cooler_ssp5,2082.0,EIC,9059.493735189999,1739809.53,2.97,3.083
rcp45cooler_ssp5,2082.0,WECC,2734.5244825,523665.45,3.466,3.714
rcp45cooler_ssp5,2082.0,ERCOT,1441.09848932,297216.12,4.417,4.544
rcp45cooler_ssp5,2083.0,EIC,9256.76483151,1731290.33,3.034,3.067
rcp45cooler_ssp5,2083.0,WECC,2787.2791690900003,534054.61,3.533,3.788
rcp45cooler_ssp5,2083.0,ERCOT,1482.6414438,308634.74,4.544,4.719
rcp45cooler_ssp5,2084.0,EIC,9461.110241530001,1763450.45,3.101,3.124
rcp45cooler_ssp5,2084.0,WECC,2839.81984491,528494.11,3.6,3.749
rcp45cooler_ssp5,2084.0,ERCOT,1517.32408991,308909.44,4.65,4.723
rcp45cooler_ssp5,2085.0,EIC,9662.17781965,1822325.1,3.167,3.229
rcp45cooler_ssp5,2085.0,WECC,2891.35681538,557149.21,3.665,3.952
rcp45cooler_ssp5,2085.0,ERCOT,1556.2882777,316840.3,4.77,4.844
rcp45cooler_ssp5,2086.0,EIC,9912.213312870002,2007682.95,3.249,3.557
rcp45cooler_ssp5,2086.0,WECC,2960.8046168,605636.35,3.753,4.296
rcp45cooler_ssp5,2086.0,ERCOT,1610.51183608,328265.88,4.936,5.019
rcp45cooler_ssp5,2087.0,EIC,10180.499203,1970021.48,3.337,3.49
rcp45cooler_ssp5,2087.0,WECC,3031.28025809,563778.1900000001,3.842,3.999
rcp45cooler_ssp5,2087.0,ERCOT,1645.45715803,338844.82,5.043,5.18
rcp45cooler_ssp5,2088.0,EIC,10425.14946106,1963606.55,3.417,3.479
rcp45cooler_ssp5,2088.0,WECC,3099.65658098,566795.78,3.929,4.02
rcp45cooler_ssp5,2088.0,ERCOT,1706.1374193800002,352837.14,5.229,5.394
rcp45cooler_ssp5,2089.0,EIC,10670.726047970002,2058714.19,3.498,3.648
rcp45cooler_ssp5,2089.0,WECC,3169.20717069,608609.11,4.017,4.317
rcp45cooler_ssp5,2089.0,ERCOT,1764.71709659,365561.01,5.409,5.589
rcp45cooler_ssp5,2090.0,EIC,10937.361277220001,2115653.29,3.585,3.748
rcp45cooler_ssp5,2090.0,WECC,3237.0173468499997,616218.82,4.103,4.371
rcp45cooler_ssp5,2090.0,ERCOT,1803.9785398299998,379846.45,5.529,5.807
rcp45cooler_ssp5,2091.0,EIC,11231.84779214,2223091.08,3.682,3.939
rcp45cooler_ssp5,2091.0,WECC,3312.66874668,619778.1900000001,4.199,4.396
rcp45cooler_ssp5,2091.0,ERCOT,1899.1501920399999,392025.56,5.821,5.993
rcp45cooler_ssp5,2092.0,EIC,11547.27529519,2260722.84,3.785,4.005
rcp45cooler_ssp5,2092.0,WECC,3389.79609129,647151.5499999999,4.297,4.59
rcp45cooler_ssp5,2092.0,ERCOT,1971.90490875,410683.21,6.044,6.279
rcp45cooler_ssp5,2093.0,EIC,11866.401839809998,2229852.76,3.89,3.951
rcp45cooler_ssp5,2093.0,WECC,3465.56629824,669067.83,4.393,4.746
rcp45cooler_ssp5,2093.0,ERCOT,2042.31772211,422112.37,6.259,6.453
rcp45cooler_ssp5,2094.0,EIC,12181.80044063,2200383.2,3.993,3.899
rcp45cooler_ssp5,2094.0,WECC,3541.03730894,642779.9299999999,4.488,4.559
rcp45cooler_ssp5,2094.0,ERCOT,2116.75767257,420513.79,6.488,6.429
rcp45cooler_ssp5,2095.0,EIC,12487.68972927,2343383.52,4.093,4.152
rcp45cooler_ssp5,2095.0,WECC,3618.15631274,679677.64,4.586,4.821
rcp45cooler_ssp5,2095.0,ERCOT,2199.0589434699996,451941.37,6.74,6.909
rcp45cooler_ssp5,2096.0,EIC,12720.34021989,2408530.6799999997,4.17,4.267
rcp45cooler_ssp5,2096.0,WECC,3676.76699311,697601.29,4.66,4.948
rcp45cooler_ssp5,2096.0,ERCOT,2245.5374920500003,457608.92,6.882,6.996
rcp45cooler_ssp5,2097.0,EIC,12936.83690759,2448328.71,4.241,4.338
rcp45cooler_ssp5,2097.0,WECC,3737.04946642,716124.67,4.737,5.079
rcp45cooler_ssp5,2097.0,ERCOT,2306.49805471,472305.9,7.069,7.221
rcp45cooler_ssp5,2098.0,EIC,13173.34659028,2453548.51,4.318,4.347
rcp45cooler_ssp5,2098.0,WECC,3794.32128259,730117.8,4.809,5.179
rcp45cooler_ssp5,2098.0,ERCOT,2350.45627949,494825.05,7.204,7.565
rcp45cooler_ssp5,2099.0,EIC,13394.861716219999,2523458.98,4.391,4.471
rcp45cooler_ssp5,2099.0,WECC,3855.19171315,726497.73,4.886,5.153
rcp45cooler_ssp5,2099.0,ERCOT,2405.81044196,499951.12,7.373,7.643
rcp45hotter_ssp3,2020.0,EIC,3076.7551006999997,593192.7,1.009,1.051
rcp45hotter_ssp3,2020.0,WECC,803.9007109400001,157251.35,1.019,1.115
rcp45hotter_ssp3,2020.0,ERCOT,331.29516323,68430.95,1.015,1.046
rcp45hotter_ssp3,2021.0,EIC,3067.42786771,587448.69,1.005,1.041
rcp45hotter_ssp3,2021.0,WECC,810.45980751,153127.38,1.027,1.086
rcp45hotter_ssp3,2021.0,ERCOT,331.02860081,66080.84,1.015,1.01
rcp45hotter_ssp3,2022.0,EIC,3056.6957095300004,568318.62,1.002,1.007
rcp45hotter_ssp3,2022.0,WECC,816.8094506,153953.56,1.035,1.092
rcp45hotter_ssp3,2022.0,ERCOT,332.37642252999996,65685.77,1.019,1.004
rcp45hotter_ssp3,2023.0,EIC,3048.85555707,586468.27,0.999,1.039
rcp45hotter_ssp3,2023.0,WECC,823.0101401000001,161361.81,1.043,1.145
rcp45hotter_ssp3,2023.0,ERCOT,330.98118689,66819.96,1.014,1.022
rcp45hotter_ssp3,2024.0,EIC,3036.80919419,570911.87,0.995,1.012
rcp45hotter_ssp3,2024.0,WECC,829.33722035,152750.8,1.051,1.083
rcp45hotter_ssp3,2024.0,ERCOT,333.6657745,68366.57,1.023,1.045
rcp45hotter_ssp3,2025.0,EIC,3026.46582277,547135.36,0.992,0.969
rcp45hotter_ssp3,2025.0,WECC,835.51095301,163941.02000000002,1.059,1.163
rcp45hotter_ssp3,2025.0,ERCOT,334.80071683999995,65714.66,1.026,1.005
rcp45hotter_ssp3,2026.0,EIC,3038.13424467,580121.4500000001,0.996,1.028
rcp45hotter_ssp3,2026.0,WECC,841.7432457799999,155882.46,1.067,1.106
rcp45hotter_ssp3,2026.0,ERCOT,335.60472319999997,70777.96,1.029,1.082
rcp45hotter_ssp3,2027.0,EIC,3049.76901064,594383.19,1.0,1.053
rcp45hotter_ssp3,2027.0,WECC,848.02480086,155588.26,1.075,1.104
rcp45hotter_ssp3,2027.0,ERCOT,336.39309197,68823.73,1.031,1.052
rcp45hotter_ssp3,2028.0,EIC,3059.9333867600003,590002.7,1.003,1.045
rcp45hotter_ssp3,2028.0,WECC,854.10084025,160326.52,1.083,1.137
rcp45hotter_ssp3,2028.0,ERCOT,338.85738272000003,69326.12,1.039,1.06
rcp45hotter_ssp3,2029.0,EIC,3070.08340379,573683.28,1.006,1.016
rcp45hotter_ssp3,2029.0,WECC,860.55904427,165572.38,1.091,1.174
rcp45hotter_ssp3,2029.0,ERCOT,340.95386643,66781.19,1.045,1.021
rcp45hotter_ssp3,2030.0,EIC,3080.09232186,604786.42,1.01,1.072
rcp45hotter_ssp3,2030.0,WECC,866.74488156,164133.62,1.099,1.164
rcp45hotter_ssp3,2030.0,ERCOT,343.46381916,70085.83,1.053,1.072
rcp45hotter_ssp3,2031.0,EIC,3081.1727165300003,587264.63,1.01,1.041
rcp45hotter_ssp3,2031.0,WECC,871.4016835499999,163052.09,1.105,1.156
rcp45hotter_ssp3,2031.0,ERCOT,343.94959201,67831.79,1.054,1.037
rcp45hotter_ssp3,2032.0,EIC,3078.05192536,590781.64,1.009,1.047
rcp45hotter_ssp3,2032.0,WECC,877.07199467,164612.9,1.112,1.168
rcp45hotter_ssp3,2032.0,ERCOT,347.62304083,69884.42,1.065,1.068
rcp45hotter_ssp3,2033.0,EIC,3078.99647186,584605.94,1.009,1.036
rcp45hotter_ssp3,2033.0,WECC,881.60320328,170723.13999999998,1.117,1.211
rcp45hotter_ssp3,2033.0,ERCOT,348.37026138,70336.13,1.068,1.075
rcp45hotter_ssp3,2034.0,EIC,3077.33921465,559831.86,1.009,0.992
rcp45hotter_ssp3,2034.0,WECC,886.59623286,165318.62,1.124,1.173
rcp45hotter_ssp3,2034.0,ERCOT,351.25745951,72781.52,1.077,1.113
rcp45hotter_ssp3,2035.0,EIC,3077.07138725,603404.51,1.009,1.069
rcp45hotter_ssp3,2035.0,WECC,891.40884194,168940.19999999998,1.13,1.198
rcp45hotter_ssp3,2035.0,ERCOT,352.93564367,73927.31,1.082,1.13
rcp45hotter_ssp3,2036.0,EIC,3087.3538312399996,575895.13,1.012,1.02
rcp45hotter_ssp3,2036.0,WECC,899.51950333,176258.3,1.14,1.25
rcp45hotter_ssp3,2036.0,ERCOT,356.1460675,71530.7,1.092,1.094
rcp45hotter_ssp3,2037.0,EIC,3099.13719509,608597.28,1.016,1.078
rcp45hotter_ssp3,2037.0,WECC,908.09494684,169885.96,1.151,1.205
rcp45hotter_ssp3,2037.0,ERCOT,357.39079344,72044.93,1.095,1.101
rcp45hotter_ssp3,2038.0,EIC,3109.4507340500004,593664.18,1.019,1.052
rcp45hotter_ssp3,2038.0,WECC,915.8533632000001,178085.66,1.161,1.263
rcp45hotter_ssp3,2038.0,ERCOT,360.92236302,75417.96,1.106,1.153
rcp45hotter_ssp3,2039.0,EIC,3121.43112593,617761.9,1.023,1.095
rcp45hotter_ssp3,2039.0,WECC,924.43921923,170274.3,1.172,1.208
rcp45hotter_ssp3,2039.0,ERCOT,361.95964887,74981.62,1.109,1.146
rcp45hotter_ssp3,2040.0,EIC,3132.06575832,597503.65,1.027,1.059
rcp45hotter_ssp3,2040.0,WECC,932.3877791599999,177378.34,1.182,1.258
rcp45hotter_ssp3,2040.0,ERCOT,364.97998218,77794.08,1.119,1.189
rcp45hotter_ssp3,2041.0,EIC,3145.7407494,612561.65,1.031,1.085
rcp45hotter_ssp3,2041.0,WECC,939.70528399,179315.51,1.191,1.272
rcp45hotter_ssp3,2041.0,ERCOT,365.65964343,75414.47,1.121,1.153
rcp45hotter_ssp3,2042.0,EIC,3157.97399571,605457.15,1.035,1.073
rcp45hotter_ssp3,2042.0,WECC,946.64089856,181805.36,1.2,1.29
rcp45hotter_ssp3,2042.0,ERCOT,368.16292812,75358.73,1.128,1.152
rcp45hotter_ssp3,2043.0,EIC,3169.52670932,587032.2999999999,1.039,1.04
rcp45hotter_ssp3,2043.0,WECC,953.61559354,180554.52,1.209,1.281
rcp45hotter_ssp3,2043.0,ERCOT,371.30767029000003,79113.53,1.138,1.21
