Scenario,Year,Interconnection,Total_Load_TWh,Peak_Load_MWh,Total_Load_Normalized,Peak_Load_Normalized
rcp45hotter_ssp3,2044.0,EIC,3182.3097482800003,588433.02,1.043,1.043
rcp45hotter_ssp3,2044.0,WECC,960.51910114,178393.05,1.217,1.265
rcp45hotter_ssp3,2044.0,ERCOT,373.29327258,76087.46,1.144,1.163
rcp45hotter_ssp3,2045.0,EIC,3195.34712352,608376.43,1.047,1.078
rcp45hotter_ssp3,2045.0,WECC,967.1773005599999,186209.16999999998,1.226,1.321
rcp45hotter_ssp3,2045.0,ERCOT,375.26985224000003,75203.55,1.15,1.15
rcp45hotter_ssp3,2046.0,EIC,3211.9760148299997,645777.51,1.053,1.144
rcp45hotter_ssp3,2046.0,WECC,974.94020389,201439.66,1.236,1.429
rcp45hotter_ssp3,2046.0,ERCOT,380.29254969,77914.72,1.166,1.191
rcp45hotter_ssp3,2047.0,EIC,3232.41778212,630966.81,1.06,1.118
rcp45hotter_ssp3,2047.0,WECC,983.00193741,187228.28,1.246,1.328
rcp45hotter_ssp3,2047.0,ERCOT,381.203541,78384.55,1.168,1.198
rcp45hotter_ssp3,2048.0,EIC,3248.20865154,613889.7,1.065,1.088
rcp45hotter_ssp3,2048.0,WECC,990.43575737,182534.59,1.255,1.295
rcp45hotter_ssp3,2048.0,ERCOT,387.39334379,78687.59,1.187,1.203
rcp45hotter_ssp3,2049.0,EIC,3263.8406121900002,627474.49,1.07,1.112
rcp45hotter_ssp3,2049.0,WECC,998.1975335599999,190591.94,1.265,1.352
rcp45hotter_ssp3,2049.0,ERCOT,393.41409697,80340.19,1.206,1.228
rcp45hotter_ssp3,2050.0,EIC,3284.1872919400003,627781.4400000001,1.077,1.112
rcp45hotter_ssp3,2050.0,WECC,1005.4212086599999,190131.4,1.274,1.349
rcp45hotter_ssp3,2050.0,ERCOT,395.25823504000005,81811.38,1.211,1.251
rcp45hotter_ssp3,2051.0,EIC,3304.11852033,655781.21,1.083,1.162
rcp45hotter_ssp3,2051.0,WECC,1014.8646685499999,190176.83000000002,1.286,1.349
rcp45hotter_ssp3,2051.0,ERCOT,404.22275877,81835.7,1.239,1.251
rcp45hotter_ssp3,2052.0,EIC,3327.90366226,650481.62,1.091,1.153
rcp45hotter_ssp3,2052.0,WECC,1024.6636231,194183.93,1.299,1.377
rcp45hotter_ssp3,2052.0,ERCOT,408.97787137,83960.02,1.253,1.284
rcp45hotter_ssp3,2053.0,EIC,3352.58602927,635944.41,1.099,1.127
rcp45hotter_ssp3,2053.0,WECC,1034.10155772,200299.58,1.311,1.421
rcp45hotter_ssp3,2053.0,ERCOT,413.19677464,83065.77,1.266,1.27
rcp45hotter_ssp3,2054.0,EIC,3376.37237537,608901.9400000001,1.107,1.079
rcp45hotter_ssp3,2054.0,WECC,1043.42780791,190675.84,1.323,1.352
rcp45hotter_ssp3,2054.0,ERCOT,418.42339121,82060.34,1.282,1.255
rcp45hotter_ssp3,2055.0,EIC,3398.0058472399996,636992.3,1.114,1.129
rcp45hotter_ssp3,2055.0,WECC,1053.2306670599999,197036.51,1.335,1.398
rcp45hotter_ssp3,2055.0,ERCOT,425.3262687,85691.87,1.304,1.31
rcp45hotter_ssp3,2056.0,EIC,3448.13810163,659114.42,1.13,1.168
rcp45hotter_ssp3,2056.0,WECC,1068.79934192,203410.2,1.355,1.443
rcp45hotter_ssp3,2056.0,ERCOT,436.83862421,87727.93,1.339,1.341
rcp45hotter_ssp3,2057.0,EIC,3495.4101590500004,675575.97,1.146,1.197
rcp45hotter_ssp3,2057.0,WECC,1084.72522252,203875.13999999998,1.375,1.446
rcp45hotter_ssp3,2057.0,ERCOT,450.85397171,90129.49,1.382,1.378
rcp45hotter_ssp3,2058.0,EIC,3546.16093886,660626.36,1.162,1.17
rcp45hotter_ssp3,2058.0,WECC,1099.85912487,211169.16,1.394,1.498
rcp45hotter_ssp3,2058.0,ERCOT,462.18257602999995,95653.31,1.417,1.462
rcp45hotter_ssp3,2059.0,EIC,3593.72715026,668813.6,1.178,1.185
rcp45hotter_ssp3,2059.0,WECC,1116.1237350699998,208496.94,1.415,1.479
rcp45hotter_ssp3,2059.0,ERCOT,475.56504258,98057.38,1.458,1.499
rcp45hotter_ssp3,2060.0,EIC,3642.84480406,721314.54,1.194,1.278
rcp45hotter_ssp3,2060.0,WECC,1131.17124395,227002.98,1.434,1.61
rcp45hotter_ssp3,2060.0,ERCOT,488.61316223,102655.64,1.498,1.569
rcp45hotter_ssp3,2061.0,EIC,3700.14160189,727673.25,1.213,1.289
rcp45hotter_ssp3,2061.0,WECC,1148.8829655299999,221188.38999999998,1.456,1.569
rcp45hotter_ssp3,2061.0,ERCOT,499.03744418,100668.45,1.529,1.539
rcp45hotter_ssp3,2062.0,EIC,3754.3545410300003,721848.99,1.231,1.279
rcp45hotter_ssp3,2062.0,WECC,1166.15553307,225329.6,1.478,1.598
rcp45hotter_ssp3,2062.0,ERCOT,512.98473173,103583.52,1.572,1.584
rcp45hotter_ssp3,2063.0,EIC,3814.01995085,755302.33,1.25,1.338
rcp45hotter_ssp3,2063.0,WECC,1183.35216145,238873.19999999998,1.5,1.694
rcp45hotter_ssp3,2063.0,ERCOT,521.55548601,107899.19,1.598,1.65
rcp45hotter_ssp3,2064.0,EIC,3865.5465085100004,749306.32,1.267,1.328
rcp45hotter_ssp3,2064.0,WECC,1200.57887277,223625.0,1.522,1.586
rcp45hotter_ssp3,2064.0,ERCOT,538.23501385,112310.52,1.65,1.717
rcp45hotter_ssp3,2065.0,EIC,3921.3629460399998,730508.14,1.285,1.294
rcp45hotter_ssp3,2065.0,WECC,1217.7654311,243531.46,1.544,1.727
rcp45hotter_ssp3,2065.0,ERCOT,550.6648175299999,112043.6,1.688,1.713
rcp45hotter_ssp3,2066.0,EIC,3954.22651887,779351.79,1.296,1.381
rcp45hotter_ssp3,2066.0,WECC,1228.18610401,235640.7,1.557,1.671
rcp45hotter_ssp3,2066.0,ERCOT,558.28112038,118743.1,1.711,1.815
rcp45hotter_ssp3,2067.0,EIC,3987.1614485100004,796997.38,1.307,1.412
rcp45hotter_ssp3,2067.0,WECC,1238.7809187,233298.66999999998,1.57,1.655
rcp45hotter_ssp3,2067.0,ERCOT,565.65192244,117290.25,1.734,1.793
rcp45hotter_ssp3,2068.0,EIC,4016.10475942,795784.15,1.316,1.41
rcp45hotter_ssp3,2068.0,WECC,1249.13453181,240252.52000000002,1.583,1.704
rcp45hotter_ssp3,2068.0,ERCOT,577.25555022,122452.01,1.769,1.872
rcp45hotter_ssp3,2069.0,EIC,4046.6664125700004,790494.19,1.326,1.401
rcp45hotter_ssp3,2069.0,WECC,1260.0427057699999,245471.82,1.597,1.741
rcp45hotter_ssp3,2069.0,ERCOT,586.68626789,117227.59,1.798,1.792
rcp45hotter_ssp3,2070.0,EIC,4076.11051055,811687.0,1.336,1.438
rcp45hotter_ssp3,2070.0,WECC,1270.41312317,241458.88,1.61,1.713
rcp45hotter_ssp3,2070.0,ERCOT,597.7723019199999,123572.11,1.832,1.889
rcp45hotter_ssp3,2071.0,EIC,4097.11826078,802543.62,1.343,1.422
rcp45hotter_ssp3,2071.0,WECC,1273.63451661,236673.35,1.614,1.679
rcp45hotter_ssp3,2071.0,ERCOT,600.81840145,119880.7,1.841,1.833
rcp45hotter_ssp3,2072.0,EIC,4109.71586665,803109.8200000001,1.347,1.423
rcp45hotter_ssp3,2072.0,WECC,1278.7547271600001,244912.23,1.621,1.737
rcp45hotter_ssp3,2072.0,ERCOT,610.37583371,121514.77,1.871,1.858
rcp45hotter_ssp3,2073.0,EIC,4130.70357252,805185.52,1.354,1.427
rcp45hotter_ssp3,2073.0,WECC,1281.96401148,254230.11,1.625,1.803
rcp45hotter_ssp3,2073.0,ERCOT,613.45408763,125016.56,1.88,1.911
rcp45hotter_ssp3,2074.0,EIC,4146.64763435,775433.54,1.359,1.374
rcp45hotter_ssp3,2074.0,WECC,1285.7220989500001,246889.16,1.63,1.751
rcp45hotter_ssp3,2074.0,ERCOT,621.02718159,129104.57,1.903,1.974
rcp45hotter_ssp3,2075.0,EIC,4164.597071,828571.63,1.365,1.468
rcp45hotter_ssp3,2075.0,WECC,1289.3134283900001,257566.06999999998,1.634,1.827
rcp45hotter_ssp3,2075.0,ERCOT,626.76166029,131470.69,1.921,2.01
rcp45hotter_ssp3,2076.0,EIC,4172.76618344,801523.3,1.368,1.42
rcp45hotter_ssp3,2076.0,WECC,1292.8006908900002,259459.78,1.639,1.84
rcp45hotter_ssp3,2076.0,ERCOT,633.92448772,130034.52,1.943,1.988
rcp45hotter_ssp3,2077.0,EIC,4184.4113128,839637.61,1.372,1.488
rcp45hotter_ssp3,2077.0,WECC,1297.0719372,247753.36000000002,1.644,1.757
rcp45hotter_ssp3,2077.0,ERCOT,636.82731672,129713.91,1.952,1.983
rcp45hotter_ssp3,2078.0,EIC,4193.11173254,816630.15,1.374,1.447
rcp45hotter_ssp3,2078.0,WECC,1299.78313147,259008.01,1.647,1.837
rcp45hotter_ssp3,2078.0,ERCOT,644.2349001499999,136851.5,1.974,2.092
rcp45hotter_ssp3,2079.0,EIC,4204.26176974,840776.3,1.378,1.49
rcp45hotter_ssp3,2079.0,WECC,1304.0376,245839.12,1.653,1.744
rcp45hotter_ssp3,2079.0,ERCOT,647.64959838,135788.96,1.985,2.076
rcp45hotter_ssp3,2080.0,EIC,4213.16017911,812579.95,1.381,1.44
rcp45hotter_ssp3,2080.0,WECC,1307.34409967,252731.46000000002,1.657,1.793
rcp45hotter_ssp3,2080.0,ERCOT,654.26388936,138734.17,2.005,2.121
rcp45hotter_ssp3,2081.0,EIC,4225.88777721,838132.09,1.385,1.485
rcp45hotter_ssp3,2081.0,WECC,1310.7212416900002,254448.47999999998,1.661,1.805
rcp45hotter_ssp3,2081.0,ERCOT,655.19475612,135798.24,2.008,2.076
rcp45hotter_ssp3,2082.0,EIC,4235.75634436,822342.25,1.388,1.457
rcp45hotter_ssp3,2082.0,WECC,1313.39514574,254660.46000000002,1.665,1.806
rcp45hotter_ssp3,2082.0,ERCOT,659.68788324,137552.68,2.022,2.103
rcp45hotter_ssp3,2083.0,EIC,4243.9878310700005,803332.87,1.391,1.423
rcp45hotter_ssp3,2083.0,WECC,1316.19707465,254902.84000000003,1.668,1.808
rcp45hotter_ssp3,2083.0,ERCOT,665.69006898,139473.72,2.04,2.132
rcp45hotter_ssp3,2084.0,EIC,4255.6252695,806047.51,1.395,1.428
rcp45hotter_ssp3,2084.0,WECC,1318.8472815999999,248761.3,1.672,1.764
rcp45hotter_ssp3,2084.0,ERCOT,668.43802493,136554.74,2.049,2.088
rcp45hotter_ssp3,2085.0,EIC,4266.35557447,817070.13,1.398,1.448
rcp45hotter_ssp3,2085.0,WECC,1321.20145647,257444.16,1.675,1.826
rcp45hotter_ssp3,2085.0,ERCOT,672.3891470599999,136735.0,2.061,2.09
rcp45hotter_ssp3,2086.0,EIC,4296.06079538,878250.23,1.408,1.556
rcp45hotter_ssp3,2086.0,WECC,1329.25854007,276570.88,1.685,1.962
rcp45hotter_ssp3,2086.0,ERCOT,681.77079757,139721.18,2.09,2.136
rcp45hotter_ssp3,2087.0,EIC,4333.942422939999,852601.09,1.421,1.511
rcp45hotter_ssp3,2087.0,WECC,1337.64472783,253318.66,1.695,1.797
rcp45hotter_ssp3,2087.0,ERCOT,682.64693446,141703.19,2.092,2.166
rcp45hotter_ssp3,2088.0,EIC,4362.39487871,841964.98,1.43,1.492
rcp45hotter_ssp3,2088.0,WECC,1345.1825936199998,249875.15,1.705,1.772
rcp45hotter_ssp3,2088.0,ERCOT,693.80057134,142867.89,2.126,2.184
rcp45hotter_ssp3,2089.0,EIC,4390.573177609999,863573.96,1.439,1.53
rcp45hotter_ssp3,2089.0,WECC,1353.213425,264002.91000000003,1.715,1.873
rcp45hotter_ssp3,2089.0,ERCOT,704.73539267,145491.26,2.16,2.224
rcp45hotter_ssp3,2090.0,EIC,4427.60884224,867766.13,1.451,1.537
rcp45hotter_ssp3,2090.0,WECC,1360.40719049,262421.48,1.724,1.861
rcp45hotter_ssp3,2090.0,ERCOT,707.64992034,147950.53,2.169,2.262
rcp45hotter_ssp3,2091.0,EIC,4475.748267909999,890459.54,1.467,1.578
rcp45hotter_ssp3,2091.0,WECC,1368.3353159800001,264418.05,1.734,1.875
rcp45hotter_ssp3,2091.0,ERCOT,728.95492451,149475.2,2.234,2.285
rcp45hotter_ssp3,2092.0,EIC,4531.91039832,898060.79,1.486,1.591
rcp45hotter_ssp3,2092.0,WECC,1376.7738751,265207.54000000004,1.745,1.881
rcp45hotter_ssp3,2092.0,ERCOT,741.72679788,154405.75,2.273,2.361
rcp45hotter_ssp3,2093.0,EIC,4589.67268248,870327.12,1.504,1.542
rcp45hotter_ssp3,2093.0,WECC,1384.68560077,271063.20999999996,1.755,1.923
rcp45hotter_ssp3,2093.0,ERCOT,753.4253449600001,156325.99,2.309,2.39
rcp45hotter_ssp3,2094.0,EIC,4645.534523,855581.73,1.523,1.516
rcp45hotter_ssp3,2094.0,WECC,1392.44940258,255581.22,1.765,1.813
rcp45hotter_ssp3,2094.0,ERCOT,767.17226086,152616.46,2.351,2.333
rcp45hotter_ssp3,2095.0,EIC,4698.023550190001,895300.65,1.54,1.586
rcp45hotter_ssp3,2095.0,WECC,1400.81025995,265988.14999999997,1.776,1.887
rcp45hotter_ssp3,2095.0,ERCOT,783.69493846,161105.11,2.402,2.463
rcp45hotter_ssp3,2096.0,EIC,4713.466457320001,900587.26,1.545,1.596
rcp45hotter_ssp3,2096.0,WECC,1400.17706542,266904.73,1.775,1.893
rcp45hotter_ssp3,2096.0,ERCOT,788.3315390700001,160474.45,2.416,2.453
rcp45hotter_ssp3,2097.0,EIC,4723.53037048,911765.57,1.548,1.615
rcp45hotter_ssp3,2097.0,WECC,1400.1819783800001,270430.12,1.775,1.918
rcp45hotter_ssp3,2097.0,ERCOT,797.70902041,163603.41,2.445,2.501
rcp45hotter_ssp3,2098.0,EIC,4740.37301184,895993.6,1.554,1.587
rcp45hotter_ssp3,2098.0,WECC,1399.12965285,271086.14,1.773,1.923
rcp45hotter_ssp3,2098.0,ERCOT,801.3650154400001,169479.83,2.456,2.591
rcp45hotter_ssp3,2099.0,EIC,4752.052141270001,916144.3099999999,1.558,1.623
rcp45hotter_ssp3,2099.0,WECC,1399.46820217,264983.43,1.774,1.879
rcp45hotter_ssp3,2099.0,ERCOT,808.7936513200001,169421.77,2.479,2.59
rcp45hotter_ssp5,2020.0,EIC,3128.7401567800002,603474.25,1.026,1.069
rcp45hotter_ssp5,2020.0,WECC,824.73020439,161620.62,1.045,1.146
rcp45hotter_ssp5,2020.0,ERCOT,338.22295489,69906.46,1.037,1.069
rcp45hotter_ssp5,2021.0,EIC,3140.71514252,601620.36,1.03,1.066
rcp45hotter_ssp5,2021.0,WECC,838.34929201,158303.32,1.063,1.123
rcp45hotter_ssp5,2021.0,ERCOT,340.84251457,68235.57,1.045,1.043
rcp45hotter_ssp5,2022.0,EIC,3151.27805908,586078.8300000001,1.033,1.038
rcp45hotter_ssp5,2022.0,WECC,851.77313881,161115.24,1.08,1.143
rcp45hotter_ssp5,2022.0,ERCOT,345.06939063,68244.04,1.058,1.043
rcp45hotter_ssp5,2023.0,EIC,3164.81643007,608774.39,1.037,1.079
rcp45hotter_ssp5,2023.0,WECC,865.04190025,169910.18,1.096,1.205
rcp45hotter_ssp5,2023.0,ERCOT,346.47589471,70061.07,1.062,1.071
rcp45hotter_ssp5,2024.0,EIC,3173.9496811100003,596992.13,1.04,1.058
rcp45hotter_ssp5,2024.0,WECC,878.42813645,162133.04,1.113,1.15
rcp45hotter_ssp5,2024.0,ERCOT,352.17004631,72294.43,1.079,1.105
rcp45hotter_ssp5,2025.0,EIC,3184.86559679,576084.52,1.044,1.021
rcp45hotter_ssp5,2025.0,WECC,891.6788180599999,175379.46,1.13,1.244
rcp45hotter_ssp5,2025.0,ERCOT,356.21708379,69944.86,1.092,1.069
rcp45hotter_ssp5,2026.0,EIC,3234.79313369,617930.74,1.06,1.095
rcp45hotter_ssp5,2026.0,WECC,909.1342251799999,168765.19,1.152,1.197
rcp45hotter_ssp5,2026.0,ERCOT,361.74678212,76379.48,1.109,1.168
rcp45hotter_ssp5,2027.0,EIC,3284.6557883200003,640443.14,1.077,1.135
rcp45hotter_ssp5,2027.0,WECC,926.6401035299999,170092.80000000002,1.175,1.206
rcp45hotter_ssp5,2027.0,ERCOT,367.29089048000003,75159.99,1.126,1.149
rcp45hotter_ssp5,2028.0,EIC,3332.93348134,642396.85,1.093,1.138
rcp45hotter_ssp5,2028.0,WECC,943.9279629800001,177231.84,1.196,1.257
rcp45hotter_ssp5,2028.0,ERCOT,374.63798360000004,76739.06,1.148,1.173
rcp45hotter_ssp5,2029.0,EIC,3381.35652085,631977.95,1.108,1.12
rcp45hotter_ssp5,2029.0,WECC,961.6353050900001,185126.24,1.219,1.313
rcp45hotter_ssp5,2029.0,ERCOT,381.42024596,74735.72,1.169,1.143
rcp45hotter_ssp5,2030.0,EIC,3429.3805854499997,673664.04,1.124,1.194
rcp45hotter_ssp5,2030.0,WECC,979.0408578400001,185477.3,1.241,1.316
rcp45hotter_ssp5,2030.0,ERCOT,388.90327209,79396.44,1.192,1.214
rcp45hotter_ssp5,2031.0,EIC,3477.05669095,663441.1900000001,1.14,1.175
rcp45hotter_ssp5,2031.0,WECC,997.0527001,186770.88,1.264,1.325
rcp45hotter_ssp5,2031.0,ERCOT,395.17861338,78164.5,1.211,1.195
rcp45hotter_ssp5,2032.0,EIC,3519.9291852600004,676268.4,1.154,1.198
rcp45hotter_ssp5,2032.0,WECC,1016.20806746,191095.83,1.288,1.355
rcp45hotter_ssp5,2032.0,ERCOT,405.11404474,81586.54,1.242,1.247
rcp45hotter_ssp5,2033.0,EIC,3567.38743316,677710.76,1.169,1.201
rcp45hotter_ssp5,2033.0,WECC,1034.1048764,200408.41,1.311,1.421
rcp45hotter_ssp5,2033.0,ERCOT,411.72227714999997,83227.09,1.262,1.272
rcp45hotter_ssp5,2034.0,EIC,3611.74023662,656687.56,1.184,1.164
rcp45hotter_ssp5,2034.0,WECC,1052.49805142,196791.3,1.334,1.396
rcp45hotter_ssp5,2034.0,ERCOT,420.93959306,87101.36,1.29,1.332
rcp45hotter_ssp5,2035.0,EIC,3658.0366191,717193.47,1.199,1.271
rcp45hotter_ssp5,2035.0,WECC,1070.69345011,203351.96999999997,1.357,1.442
rcp45hotter_ssp5,2035.0,ERCOT,428.41109871,89775.36,1.313,1.373
rcp45hotter_ssp5,2036.0,EIC,3719.89906158,693295.54,1.219,1.228
rcp45hotter_ssp5,2036.0,WECC,1094.44042823,214922.37,1.387,1.524
rcp45hotter_ssp5,2036.0,ERCOT,441.18975488999996,88621.73,1.352,1.355
rcp45hotter_ssp5,2037.0,EIC,3783.94151819,743938.25,1.24,1.318
rcp45hotter_ssp5,2037.0,WECC,1118.7305089400002,209317.78,1.418,1.485
rcp45hotter_ssp5,2037.0,ERCOT,451.2452908,91192.25,1.383,1.394
rcp45hotter_ssp5,2038.0,EIC,3845.91359809,735207.96,1.261,1.303
rcp45hotter_ssp5,2038.0,WECC,1142.06414152,222494.07,1.448,1.578
rcp45hotter_ssp5,2038.0,ERCOT,464.32765618999997,97079.2,1.423,1.484
rcp45hotter_ssp5,2039.0,EIC,3910.30300244,774395.17,1.282,1.372
rcp45hotter_ssp5,2039.0,WECC,1166.3548378,215573.88,1.478,1.529
rcp45hotter_ssp5,2039.0,ERCOT,474.03562856,98495.25,1.453,1.506
rcp45hotter_ssp5,2040.0,EIC,3972.47597173,758090.82,1.302,1.343
rcp45hotter_ssp5,2040.0,WECC,1189.91992064,226412.2,1.508,1.606
rcp45hotter_ssp5,2040.0,ERCOT,486.68565844,104340.9,1.492,1.595
rcp45hotter_ssp5,2041.0,EIC,4043.05479732,786307.5800000001,1.325,1.393
rcp45hotter_ssp5,2041.0,WECC,1215.6115223499999,232573.05000000002,1.541,1.65
rcp45hotter_ssp5,2041.0,ERCOT,493.97781268,102584.31,1.514,1.568
rcp45hotter_ssp5,2042.0,EIC,4111.25894761,789021.1599999999,1.348,1.398
rcp45hotter_ssp5,2042.0,WECC,1240.83422588,238483.80000000002,1.573,1.692
rcp45hotter_ssp5,2042.0,ERCOT,504.11353466,103227.7,1.545,1.578
rcp45hotter_ssp5,2043.0,EIC,4178.62602617,774990.03,1.37,1.373
rcp45hotter_ssp5,2043.0,WECC,1266.12426298,240664.5,1.605,1.707
rcp45hotter_ssp5,2043.0,ERCOT,515.01900359,110187.19,1.578,1.685
rcp45hotter_ssp5,2044.0,EIC,4247.86277216,785426.12,1.392,1.392
rcp45hotter_ssp5,2044.0,WECC,1291.29264412,239745.7,1.637,1.7
rcp45hotter_ssp5,2044.0,ERCOT,524.17645897,107154.62,1.607,1.638
rcp45hotter_ssp5,2045.0,EIC,4316.961454470001,822871.86,1.415,1.458
rcp45hotter_ssp5,2045.0,WECC,1316.17522697,253488.37,1.668,1.798
rcp45hotter_ssp5,2045.0,ERCOT,533.75777288,106750.61,1.636,1.632
rcp45hotter_ssp5,2046.0,EIC,4398.54552124,883563.37,1.442,1.565
rcp45hotter_ssp5,2046.0,WECC,1344.54678689,277966.94,1.704,1.972
rcp45hotter_ssp5,2046.0,ERCOT,550.0759156299999,113128.26,1.686,1.73
rcp45hotter_ssp5,2047.0,EIC,4486.10441842,875604.4,1.471,1.551
rcp45hotter_ssp5,2047.0,WECC,1373.33262,261360.56,1.741,1.854
rcp45hotter_ssp5,2047.0,ERCOT,560.00495626,115843.32,1.716,1.771
rcp45hotter_ssp5,2048.0,EIC,4566.33827199,864096.68,1.497,1.531
rcp45hotter_ssp5,2048.0,WECC,1401.2653465899998,257877.56,1.776,1.829
rcp45hotter_ssp5,2048.0,ERCOT,578.1121394600001,117703.03,1.772,1.799
rcp45hotter_ssp5,2049.0,EIC,4646.405029099999,892733.5399999999,1.523,1.582
rcp45hotter_ssp5,2049.0,WECC,1429.67871214,272858.95,1.812,1.935
rcp45hotter_ssp5,2049.0,ERCOT,595.90579085,121820.08,1.826,1.862
rcp45hotter_ssp5,2050.0,EIC,4733.343326349999,906062.58,1.552,1.605
rcp45hotter_ssp5,2050.0,WECC,1457.3277376400001,276109.35,1.847,1.958
rcp45hotter_ssp5,2050.0,ERCOT,607.59223474,125907.19,1.862,1.925
rcp45hotter_ssp5,2051.0,EIC,4821.43884519,957163.1,1.58,1.696
rcp45hotter_ssp5,2051.0,WECC,1488.0643185699998,279799.39,1.886,1.985
rcp45hotter_ssp5,2051.0,ERCOT,630.21690628,127888.39,1.932,1.955
rcp45hotter_ssp5,2052.0,EIC,4915.92309593,962107.88,1.611,1.705
rcp45hotter_ssp5,2052.0,WECC,1519.2721831099998,288198.26,1.926,2.044
rcp45hotter_ssp5,2052.0,ERCOT,645.98156662,132866.04,1.98,2.031
rcp45hotter_ssp5,2053.0,EIC,5011.771900059999,949524.4099999999,1.643,1.682
rcp45hotter_ssp5,2053.0,WECC,1549.95929899,299736.22000000003,1.965,2.126
rcp45hotter_ssp5,2053.0,ERCOT,660.90242534,133226.9,2.026,2.037
rcp45hotter_ssp5,2054.0,EIC,5106.18073087,921351.63,1.674,1.632
rcp45hotter_ssp5,2054.0,WECC,1580.52525096,287908.17,2.003,2.042
rcp45hotter_ssp5,2054.0,ERCOT,677.38442114,133171.37,2.076,2.036
rcp45hotter_ssp5,2055.0,EIC,5197.2828600600005,974837.29,1.704,1.727
rcp45hotter_ssp5,2055.0,WECC,1611.79802747,301786.57,2.043,2.141
rcp45hotter_ssp5,2055.0,ERCOT,696.46628636,141217.79,2.135,2.159
rcp45hotter_ssp5,2056.0,EIC,5323.85658375,1017503.4500000001,1.745,1.803
rcp45hotter_ssp5,2056.0,WECC,1649.3038393900001,314020.37,2.091,2.227
rcp45hotter_ssp5,2056.0,ERCOT,721.17077616,145531.44,2.21,2.225
rcp45hotter_ssp5,2057.0,EIC,5445.582053470001,1052954.23,1.785,1.866
rcp45hotter_ssp5,2057.0,WECC,1687.39201739,317088.88,2.139,2.249
rcp45hotter_ssp5,2057.0,ERCOT,750.14115957,150709.33,2.299,2.304
rcp45hotter_ssp5,2058.0,EIC,5572.74828289,1038438.52,1.827,1.84
rcp45hotter_ssp5,2058.0,WECC,1724.25968799,330878.92,2.186,2.347
rcp45hotter_ssp5,2058.0,ERCOT,774.8912824199999,160726.98,2.375,2.457
rcp45hotter_ssp5,2059.0,EIC,5695.6139868,1061176.68,1.867,1.88
rcp45hotter_ssp5,2059.0,WECC,1762.83632457,330375.53,2.234,2.343
rcp45hotter_ssp5,2059.0,ERCOT,802.23296668,165156.96,2.459,2.525
rcp45hotter_ssp5,2060.0,EIC,5819.54424992,1154384.24,1.908,2.045
rcp45hotter_ssp5,2060.0,WECC,1799.60787499,361468.9,2.281,2.564
rcp45hotter_ssp5,2060.0,ERCOT,830.31517351,174993.48,2.545,2.675
rcp45hotter_ssp5,2061.0,EIC,5962.251922,1172685.66,1.954,2.078
rcp45hotter_ssp5,2061.0,WECC,1843.1324244300001,354581.92,2.336,2.515
rcp45hotter_ssp5,2061.0,ERCOT,852.8140846900001,173023.47,2.614,2.645
rcp45hotter_ssp5,2062.0,EIC,6099.462588429999,1172147.69,1.999,2.077
rcp45hotter_ssp5,2062.0,WECC,1886.09601754,365838.08,2.391,2.595
rcp45hotter_ssp5,2062.0,ERCOT,881.37095612,178505.13,2.701,2.729
rcp45hotter_ssp5,2063.0,EIC,6245.8850660200005,1236676.54,2.047,2.191
rcp45hotter_ssp5,2063.0,WECC,1928.82702479,389535.18,2.445,2.763
rcp45hotter_ssp5,2063.0,ERCOT,900.94860178,187125.39,2.761,2.861
rcp45hotter_ssp5,2064.0,EIC,6378.06585679,1236968.27,2.091,2.192
rcp45hotter_ssp5,2064.0,WECC,1971.6060269000002,366429.22,2.499,2.599
rcp45hotter_ssp5,2064.0,ERCOT,934.71994387,196126.4,2.865,2.998
rcp45hotter_ssp5,2065.0,EIC,6517.6215271,1216036.87,2.136,2.155
rcp45hotter_ssp5,2065.0,WECC,2014.41766045,403022.76,2.553,2.859
rcp45hotter_ssp5,2065.0,ERCOT,961.0837683899999,196838.93,2.946,3.009
rcp45hotter_ssp5,2066.0,EIC,6650.90278787,1312576.9,2.18,2.326
rcp45hotter_ssp5,2066.0,WECC,2052.57853674,394009.71,2.602,2.795
rcp45hotter_ssp5,2066.0,ERCOT,983.37772369,210087.21,3.014,3.212
rcp45hotter_ssp5,2067.0,EIC,6783.89889575,1358611.01,2.224,2.407
rcp45hotter_ssp5,2067.0,WECC,2090.97586997,394207.44,2.65,2.796
rcp45hotter_ssp5,2067.0,ERCOT,1005.72037359,209384.78,3.082,3.201
rcp45hotter_ssp5,2068.0,EIC,6909.92755002,1370851.59,2.265,2.429
rcp45hotter_ssp5,2068.0,WECC,2128.98262675,410096.51,2.699,2.909
rcp45hotter_ssp5,2068.0,ERCOT,1035.42105386,221006.07,3.173,3.379
rcp45hotter_ssp5,2069.0,EIC,7039.73400608,1374427.86,2.308,2.435
rcp45hotter_ssp5,2069.0,WECC,2167.9835596599996,422646.38,2.748,2.998
rcp45hotter_ssp5,2069.0,ERCOT,1060.34975865,212082.7,3.25,3.242
rcp45hotter_ssp5,2070.0,EIC,7166.273837690001,1428792.47,2.349,2.531
rcp45hotter_ssp5,2070.0,WECC,2206.0265715100004,419551.02999999997,2.796,2.976
rcp45hotter_ssp5,2070.0,ERCOT,1089.5030046,226472.51,3.339,3.462
rcp45hotter_ssp5,2071.0,EIC,7312.92782091,1433374.99,2.397,2.54
rcp45hotter_ssp5,2071.0,WECC,2240.8544448499997,417154.3,2.84,2.959
