Year,BA,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_M1_MWh,Peak_Rel_Diff_M1_%,Peak_Abs_Diff_M2_MWh,Peak_Rel_Diff_M2_%
2020,AEC,1.42,0.26,2.01,0.23,0.2999999999999545,0.03
2020,AECI,28.96,1.17,38.28,0.95,41.52000000000044,0.87
2020,AVA,13.74,0.9,17.99,0.85,20.980000000000018,0.8
2020,AZPS,199.79,5.01,383.4,5.68,492.96000000000095,5.89
2020,BANC,45.66,2.04,79.76,2.21,119.71000000000004,2.27
2020,BPAT,35.05,0.5,40.72,0.44,55.36000000000058,0.45
2020,CHPD,3.84,1.65,5.7,1.4,9.269999999999982,1.6
2020,CISO,612.22,2.04,907.93,2.1,1055.3600000000006,1.84
2020,CPLE,120.97,1.72,186.66,1.74,256.9200000000001,1.97
2020,DOPD,5.57,2.7,5.73,1.81,8.409999999999968,1.89
2020,DUK,255.84,2.07,401.73,2.22,472.1999999999971,2.17
2020,EPE,0.82,0.08,2.02,0.13,2.6400000000001,0.14
2020,ERCO,449.32,1.16,716.72,1.2,844.9199999999983,1.21
2020,FMPP,44.8,1.99,65.28,1.92,73.81999999999971,1.88
2020,FPC,133.28,1.98,205.31,1.91,215.85000000000036,1.72
2020,FPL,325.54,2.1,460.18,1.97,485.3199999999997,1.86
2020,GCPD,11.83,1.75,14.5,1.73,16.660000000000082,1.68
2020,GVL,4.96,2.0,7.81,2.0,9.430000000000007,2.0
2020,HST,1.39,2.0,2.05,2.0,2.239999999999995,2.01
2020,IID,9.38,1.96,18.24,1.92,24.49000000000001,1.92
2020,IPCO,17.09,0.92,6.64,0.22,0.5899999999996908,0.01
2020,ISNE,94.56,0.56,150.95,0.64,212.44000000000233,0.71
2020,JEA,32.27,1.99,48.04,1.96,61.07999999999993,2.02
2020,LDWP,74.68,2.0,116.11,2.0,156.01000000000022,2.0
2020,LGEE,12.04,0.32,18.41,0.34,26.199999999999818,0.4
2020,MISO,678.85,0.87,807.79,0.75,1087.979999999996,0.86
2020,NEVP,29.65,0.69,19.73,0.25,35.20999999999913,0.35
2020,NSB,1.05,2.0,1.74,2.0,2.200000000000003,2.0
2020,NWMT,33.38,3.11,41.24,3.11,46.75,3.05
2020,NYIS,160.31,0.79,326.68,1.15,421.9799999999959,1.18
2020,PACE,67.22,1.04,102.62,1.21,94.92000000000007,0.95
2020,PACW,14.47,0.55,18.08,0.54,5.199999999999818,0.12
2020,PGE,25.03,0.98,32.26,0.95,39.779999999999745,0.87
2020,PJM,965.63,0.98,1411.14,0.95,1841.6199999999953,1.01
2020,PNM,3.37,0.18,6.96,0.28,2.3299999999999272,0.08
2020,PSCO,75.25,1.43,132.61,1.83,176.47999999999956,1.99
2020,PSEI,69.11,1.76,93.69,1.78,117.52999999999975,1.8
2020,SC,113.0,3.61,171.5,3.62,246.4900000000007,3.94
2020,SCEG,112.64,3.5,167.55,3.47,207.26000000000022,3.55
2020,SCL,22.66,1.75,30.07,1.75,36.940000000000055,1.75
2020,SEC,3.4,2.0,4.95,1.96,4.970000000000027,1.67
2020,SOCO,90.24,0.34,63.56,0.16,32.400000000001455,0.07
2020,SPA,0.76,1.0,1.02,0.98,0.8599999999999994,0.72
2020,SRP,169.11,4.53,304.65,4.59,375.52000000000044,4.63
2020,SWPP,357.62,1.11,493.25,1.0,509.6399999999994,0.88
2020,TAL,6.88,2.0,10.62,2.0,12.990000000000009,2.0
2020,TEC,53.51,1.99,78.79,1.92,86.35999999999967,1.85
2020,TEPC,85.34,4.72,147.42,4.91,180.40999999999985,4.96
2020,TIDC,7.24,2.08,12.59,2.28,17.620000000000005,2.31
2020,TPWR,11.37,1.77,15.92,1.79,20.12999999999988,1.84
2020,TVA,214.33,1.05,349.52,1.18,393.4100000000035,1.11
2020,WACM,4.21,0.13,5.42,0.13,9.079999999999927,0.19
2020,WALC,27.88,2.36,44.66,2.78,52.429999999999836,2.84
2020,WAUW,3.03,3.52,4.08,3.46,4.75,3.32
2025,AEC,17.33,3.06,27.75,3.12,51.41000000000008,3.06
2025,AECI,33.95,1.36,56.6,1.45,44.649999999999636,0.78
2025,AVA,75.77,4.49,104.2,4.48,129.97000000000025,4.68
2025,AZPS,460.01,10.76,836.43,11.7,1032.58,11.53
2025,BANC,111.53,4.62,195.49,4.87,273.0799999999999,5.01
