Year,State,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_M1_MWh,Peak_Rel_Diff_M1_%,Peak_Abs_Diff_M2_MWh,Peak_Rel_Diff_M2_%
2020,Alabama,76.22,0.67,137.81,0.85,12.69999999999709,0.07
2020,Arizona,102.17,0.93,169.03,0.93,2.649999999997817,0.01
2020,Arkansas,24.13,0.4,37.02,0.45,12.599999999998545,0.13
2020,California,145.93,0.35,359.64,0.65,34.69000000000233,0.05
2020,Colorado,100.53,1.39,130.79,1.33,181.45999999999913,1.53
2020,Connecticut,25.5,0.66,59.2,1.15,42.93000000000029,0.66
2020,Delaware,11.19,0.73,22.12,1.01,27.66000000000031,1.03
2020,District of Columbia,10.92,0.68,21.9,0.96,26.360000000000127,0.94
2020,Florida,308.57,0.95,481.29,1.0,634.7700000000041,1.14
2020,Georgia,142.96,0.77,281.95,1.07,133.78000000000247,0.43
2020,Idaho,12.2,0.38,21.98,0.5,6.180000000000291,0.11
2020,Illinois,187.39,1.04,323.22,1.26,418.2900000000009,1.36
2020,Indiana,242.17,1.97,365.65,2.14,455.8100000000013,2.27
2020,Iowa,25.95,0.42,40.02,0.48,10.150000000001455,0.1
2020,Kansas,33.01,0.58,57.3,0.71,3.1200000000008004,0.03
2020,Kentucky,141.4,1.48,217.33,1.56,197.47000000000116,1.17
2020,Louisiana,48.19,0.43,77.79,0.52,49.029999999998836,0.28
2020,Maine,11.62,0.79,25.58,1.29,26.490000000000236,1.05
2020,Maryland,53.64,0.6,108.98,0.87,116.20000000000073,0.75
2020,Massachusetts,49.69,0.66,114.05,1.14,73.60000000000036,0.58
2020,Michigan,180.15,1.45,271.19,1.6,335.90000000000146,1.67
2020,Minnesota,35.25,0.4,57.74,0.5,7.3700000000008,0.05
2020,Mississippi,31.56,0.52,48.39,0.57,22.659999999999854,0.23
2020,Missouri,74.2,0.68,103.4,0.66,16.11999999999898,0.09
2020,Montana,5.8,0.32,10.65,0.48,8.63000000000011,0.34
2020,Nebraska,23.0,0.57,39.79,0.7,2.139999999999418,0.03
2020,Nevada,18.83,0.35,45.66,0.58,19.920000000000073,0.21
2020,New Hampshire,10.19,0.69,23.58,1.19,20.309999999999945,0.81
2020,New Jersey,59.33,0.56,119.88,0.81,133.79999999999927,0.73
2020,New Mexico,51.65,1.82,66.36,1.62,92.13999999999942,1.94
2020,New York,152.38,0.72,313.84,1.09,194.27000000000407,0.53
2020,North Carolina,138.0,0.76,215.96,0.82,325.75,1.03
2020,North Dakota,17.53,0.77,27.41,0.85,38.04999999999973,1.02
2020,Ohio,246.88,1.34,429.11,1.59,593.5999999999985,1.8
2020,Oklahoma,56.2,0.71,86.4,0.74,20.799999999999272,0.15
2020,Oregon,28.05,0.42,52.31,0.61,67.19000000000051,0.62
2020,Pennsylvania,110.95,0.57,223.77,0.82,214.36999999999534,0.64
2020,Rhode Island,6.87,0.66,15.8,1.14,10.420000000000073,0.59
2020,South Carolina,84.92,0.78,138.37,0.88,310.5600000000013,1.62
2020,South Dakota,6.99,0.43,12.55,0.58,7.260000000000218,0.29
2020,Tennessee,91.57,0.67,148.4,0.77,93.18999999999869,0.4
2020,Texas,340.06,0.65,463.86,0.6,182.26999999998952,0.2
2020,Utah,14.86,0.33,32.79,0.57,29.23999999999978,0.43
2020,Vermont,4.79,0.66,11.13,1.16,8.370000000000118,0.68
2020,Virginia,96.07,0.61,193.72,0.87,209.5,0.77
2020,Washington,46.93,0.35,104.7,0.61,117.44999999999709,0.54
2020,West Virginia,73.65,1.96,122.27,2.2,166.75,2.45
2020,Wisconsin,81.32,0.95,126.37,1.09,156.32999999999993,1.14
2020,Wyoming,33.91,1.83,39.32,1.66,46.2800000000002,1.67
2025,Alabama,89.9,0.74,172.06,1.03,117.25,0.49
2025,Arizona,192.44,1.57,358.24,1.81,352.27999999999884,1.44
2025,Arkansas,27.6,0.44,41.66,0.5,88.28999999999905,0.93
2025,California,220.01,0.52,406.38,0.68,30.610000000000582,0.04
2025,Colorado,222.56,2.79,306.21,2.86,218.78000000000065,1.69
2025,Connecticut,26.07,0.69,56.22,1.15,56.18000000000029,0.91
2025,Delaware,14.61,0.97,26.88,1.25,5.25,0.2
2025,District of Columbia,13.0,0.83,24.73,1.12,0.32999999999992724,0.01
2025,Florida,372.18,1.12,614.97,1.27,177.0,0.3
2025,Georgia,182.28,0.96,325.96,1.24,87.5,0.23
2025,Idaho,17.37,0.49,33.49,0.7,19.23999999999978,0.32
2025,Illinois,296.93,1.69,468.52,1.9,404.6399999999994,1.39
2025,Indiana,558.33,4.48,785.24,4.67,944.8999999999978,4.87
2025,Iowa,26.6,0.41,36.95,0.45,49.029999999998836,0.52
2025,Kansas,39.73,0.7,72.07,0.91,51.0,0.55
2025,Kentucky,250.72,2.56,364.6,2.62,133.03999999999724,0.79
2025,Louisiana,55.41,0.47,67.85,0.45,23.530000000002474,0.14
2025,Maine,14.15,0.98,25.94,1.34,41.75,1.71
2025,Maryland,58.4,0.67,115.75,0.95,42.18000000000029,0.29
2025,Massachusetts,53.53,0.71,113.39,1.16,100.27999999999884,0.8
2025,Michigan,446.96,3.59,625.73,3.79,718.7999999999993,3.81
2025,Minnesota,40.18,0.44,52.16,0.45,0.20999999999912689,0.0
2025,Mississippi,36.57,0.56,68.11,0.79,132.21999999999935,1.23
2025,Missouri,205.05,1.91,303.01,2.01,557.75,3.24
2025,Montana,7.2,0.38,12.05,0.52,8.110000000000127,0.3
2025,Nebraska,27.11,0.66,48.27,0.86,8.5,0.13
2025,Nevada,26.36,0.46,57.03,0.67,10.420000000000073,0.1
2025,New Hampshire,10.5,0.69,22.58,1.15,21.889999999999873,0.88
2025,New Jersey,62.15,0.61,123.35,0.88,66.33000000000175,0.39
2025,New Mexico,108.28,3.54,149.75,3.5,176.55000000000018,3.54
2025,New York,161.18,0.75,362.16,1.28,191.90999999999622,0.54
2025,North Carolina,181.88,0.93,379.12,1.4,740.0699999999997,1.99
2025,North Dakota,50.37,2.05,63.39,1.88,34.809999999999945,0.9
2025,Ohio,628.27,3.45,966.75,3.68,885.4399999999987,2.81
2025,Oklahoma,63.57,0.74,110.69,0.95,34.54999999999927,0.25
2025,Oregon,37.43,0.52,52.33,0.57,66.60000000000036,0.6
2025,Pennsylvania,129.43,0.67,256.04,0.95,87.58000000000175,0.27
2025,Rhode Island,7.61,0.74,15.55,1.17,11.720000000000027,0.69
2025,South Carolina,112.27,0.98,211.08,1.32,361.72999999999956,1.59
2025,South Dakota,7.58,0.47,12.46,0.58,14.090000000000146,0.58
2025,Tennessee,109.38,0.74,218.71,1.08,495.0499999999993,1.75
2025,Texas,504.54,0.91,905.86,1.14,1129.4199999999983,1.24
2025,Utah,27.04,0.55,39.36,0.6,55.44000000000051,0.72
2025,Vermont,4.96,0.69,10.74,1.15,11.600000000000136,0.98
2025,Virginia,102.96,0.63,180.04,0.81,272.119999999999,1.02
2025,Washington,64.46,0.45,88.42,0.47,201.11999999999898,0.9
2025,West Virginia,141.58,3.86,216.48,4.09,204.40000000000055,3.21
2025,Wisconsin,225.27,2.6,319.88,2.8,353.0799999999999,2.71
2025,Wyoming,75.84,3.91,99.63,4.05,116.59999999999991,4.02
2030,Alabama,125.25,0.95,246.32,1.29,201.20000000000073,0.88
