Year,BA,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_M1_MWh,Peak_Rel_Diff_M1_%,Peak_Abs_Diff_M2_MWh,Peak_Rel_Diff_M2_%
2020,AEC,8.9,1.63,13.27,1.56,1.259999999999991,0.11
2020,AECI,56.36,2.2,91.84,2.35,51.8100000000004,1.08
2020,AVA,12.74,0.82,16.44,0.78,24.4699999999998,0.94
2020,AZPS,42.52,1.07,89.91,1.41,56.05000000000018,0.7
2020,BANC,23.01,0.98,62.03,1.79,68.96000000000004,1.39
2020,BPAT,53.43,0.74,83.54,0.92,41.98999999999978,0.34
2020,CHPD,3.01,1.24,5.09,1.29,1.7999999999999545,0.31
2020,CISO,224.76,0.73,558.21,1.33,544.9699999999939,0.98
2020,CPLE,112.43,1.63,153.43,1.47,128.65999999999985,1.0
2020,DOPD,2.5,1.17,3.5,1.13,5.319999999999993,1.22
2020,DUK,168.97,1.37,289.85,1.64,197.59000000000015,0.92
2020,EPE,12.74,1.27,24.71,1.61,13.660000000000082,0.73
2020,ERCO,488.04,1.31,499.19,0.86,166.0899999999965,0.24
2020,FMPP,26.93,1.18,51.6,1.56,148.17000000000007,3.87
2020,FPC,87.68,1.27,185.53,1.78,443.40999999999985,3.58
2020,FPL,157.59,0.99,311.39,1.37,463.7900000000009,1.81
2020,GCPD,4.4,0.65,8.21,1.0,5.2999999999999545,0.55
2020,GVL,4.5,1.78,8.0,2.12,2.8100000000000023,0.59
2020,HST,1.02,1.49,1.48,1.5,0.6299999999999955,0.58
2020,IID,6.08,1.18,12.26,1.34,29.90000000000009,2.45
2020,IPCO,22.5,1.06,54.78,1.83,111.73000000000002,2.86
2020,ISNE,225.23,1.31,482.31,2.11,505.27000000000044,1.74
2020,JEA,25.27,1.55,39.54,1.67,21.420000000000073,0.73
2020,LDWP,39.81,1.0,110.48,1.98,138.21000000000004,1.86
2020,LGEE,55.75,1.51,96.26,1.86,44.530000000000655,0.69
2020,MISO,700.35,0.88,1266.59,1.22,629.8300000000017,0.51
2020,NEVP,49.32,0.94,119.85,1.52,119.29999999999927,1.22
2020,NSB,1.12,2.13,2.1,2.49,1.1499999999999915,1.07
2020,NWMT,7.52,0.69,10.62,0.81,17.62000000000012,1.16
2020,NYIS,274.94,1.32,725.6,2.64,434.5,1.25
2020,PACE,51.8,0.77,141.57,1.69,227.13000000000102,2.32
2020,PACW,20.99,0.78,35.02,1.05,6.619999999999891,0.16
2020,PGE,22.91,0.87,42.4,1.25,84.85999999999967,1.87
2020,PJM,1176.12,1.15,2408.54,1.68,1636.1299999999756,0.93
2020,PNM,16.87,0.96,27.28,1.12,17.210000000000036,0.6
