Year,BA,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_M1_MWh,Peak_Rel_Diff_M1_%,Peak_Abs_Diff_M2_MWh,Peak_Rel_Diff_M2_%
2020,AEC,6.41,1.16,9.23,1.08,15.980000000000018,1.42
2020,AECI,27.81,1.12,45.19,1.16,24.909999999999854,0.52
2020,AVA,8.82,0.6,5.03,0.24,0.31999999999970896,0.01
2020,AZPS,31.31,0.81,41.89,0.62,13.159999999999854,0.15
2020,BANC,16.96,0.72,36.68,1.03,23.63000000000011,0.46
2020,BPAT,35.4,0.51,22.68,0.24,31.68000000000029,0.25
2020,CHPD,2.35,1.06,2.07,0.52,1.4600000000000364,0.25
2020,CISO,147.11,0.49,213.14,0.49,51.61999999999534,0.09
2020,CPLE,74.38,1.04,108.16,1.01,78.28999999999905,0.59
2020,DOPD,1.89,0.93,1.34,0.42,0.8199999999999932,0.18
2020,DUK,113.73,0.89,220.9,1.22,73.22000000000116,0.33
2020,EPE,10.75,1.08,17.14,1.1,3.0399999999999636,0.16
2020,ERCO,354.68,0.9,407.1,0.69,163.27000000000407,0.23
2020,FMPP,22.8,0.99,39.53,1.17,100.32999999999993,2.57
2020,FPC,81.84,1.2,131.8,1.23,335.8000000000011,2.66
2020,FPL,130.92,0.81,230.21,0.99,344.5099999999984,1.31
2020,GCPD,3.24,0.48,2.7,0.32,1.2800000000000864,0.13
2020,GVL,4.11,1.62,6.54,1.68,8.569999999999993,1.75
2020,HST,0.84,1.2,1.23,1.21,0.7000000000000028,0.63
2020,IID,3.91,0.79,6.49,0.69,20.340000000000146,1.62
2020,IPCO,13.43,0.66,23.02,0.78,27.34999999999991,0.71
2020,ISNE,107.72,0.62,217.49,0.96,267.71000000000276,0.92
2020,JEA,24.8,1.49,35.74,1.46,34.08999999999969,1.13
2020,LDWP,23.64,0.6,49.61,0.86,44.660000000000764,0.59
2020,LGEE,62.4,1.67,94.17,1.8,50.31999999999971,0.77
2020,MISO,744.26,0.95,876.88,0.83,1098.4900000000052,0.87
2020,NEVP,25.64,0.49,52.37,0.66,31.210000000000946,0.32
2020,NSB,0.99,1.83,1.86,2.15,0.5699999999999932,0.52
2020,NWMT,4.29,0.41,5.03,0.39,7.019999999999982,0.47
2020,NYIS,142.95,0.7,298.89,1.08,241.27000000000407,0.69
2020,PACE,28.28,0.44,49.93,0.6,40.02000000000044,0.41
2020,PACW,13.93,0.54,11.39,0.34,5.920000000000073,0.14
2020,PGE,15.95,0.63,18.94,0.56,3.740000000000691,0.08
2020,PJM,806.55,0.8,1303.28,0.91,240.4900000000198,0.13
2020,PNM,24.98,1.42,29.77,1.2,60.94999999999982,2.08
2020,PSCO,68.36,1.33,86.63,1.21,67.84000000000015,0.77
2020,PSEI,20.32,0.54,12.85,0.24,16.01000000000022,0.24
2020,SC,34.12,1.05,52.35,1.1,22.340000000000146,0.35
2020,SCEG,33.6,0.99,55.6,1.14,45.55999999999949,0.77
2020,SCL,6.28,0.49,5.51,0.32,7.650000000000091,0.36
2020,SEC,2.29,1.36,2.62,1.03,1.6800000000000068,0.55
2020,SOCO,256.0,0.92,413.75,1.03,502.8099999999977,1.07
2020,SPA,0.74,0.97,1.0,0.98,1.4899999999999949,1.27
2020,SRP,30.37,0.8,45.92,0.69,29.409999999998945,0.36
