Year,BA,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_M1_MWh,Peak_Rel_Diff_M1_%,Peak_Abs_Diff_M2_MWh,Peak_Rel_Diff_M2_%
2020,AEC,4.06,0.75,6.47,0.75,10.63000000000011,0.96
2020,AECI,9.98,0.41,10.56,0.27,5.779999999999745,0.12
2020,AVA,27.45,1.8,37.13,1.75,45.7800000000002,1.73
2020,AZPS,245.63,6.27,462.96,6.95,592.9800000000005,7.13
2020,BANC,70.92,3.21,120.37,3.38,173.96000000000004,3.41
2020,BPAT,100.02,1.42,125.91,1.35,169.3100000000013,1.37
2020,CHPD,5.83,2.49,9.18,2.24,14.279999999999973,2.46
2020,CISO,952.25,3.21,1399.69,3.27,1842.3500000000058,3.23
2020,CPLE,166.02,2.38,256.17,2.4,354.34000000000015,2.73
2020,DOPD,7.08,3.43,8.31,2.61,12.259999999999991,2.75
2020,DUK,335.6,2.74,521.29,2.89,622.2699999999968,2.85
2020,EPE,12.22,1.28,21.0,1.34,24.899999999999864,1.32
2020,ERCO,788.77,2.06,1243.98,2.1,1475.5100000000093,2.13
2020,FMPP,63.85,2.87,94.04,2.79,102.69000000000005,2.6
2020,FPC,190.62,2.86,297.4,2.79,331.72999999999956,2.6
2020,FPL,457.07,2.97,658.52,2.84,673.619999999999,2.57
2020,GCPD,17.46,2.59,21.49,2.57,24.840000000000032,2.52
2020,GVL,7.08,2.88,11.2,2.88,13.919999999999959,2.88
2020,HST,1.98,2.88,2.92,2.88,3.180000000000007,2.88
2020,IID,14.87,3.13,28.98,3.09,38.92000000000007,3.1
2020,IPCO,11.66,0.54,31.27,1.03,39.67000000000007,1.0
2020,ISNE,197.72,1.19,293.57,1.26,401.66999999999825,1.36
2020,JEA,46.11,2.86,68.78,2.83,85.36000000000013,2.87
2020,LDWP,117.32,3.17,181.96,3.17,243.3699999999999,3.19
2020,LGEE,49.42,1.36,74.0,1.4,97.63000000000011,1.51
2020,MISO,1358.66,1.75,1735.79,1.64,2128.649999999994,1.71
